start_date,end_date,top_n,ranking_metric,exit_buffer_rank,regime_filter,friction_mult,initial_capital,strategy_cagr,benchmark_cagr,alpha,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_underwater_days,total_trades,win_rate_pct,profit_factor,avg_holding_days,final_value,net_profit,total_friction_paid
2026-01-01,2026-08-31,20,Volar Score,40,20 EMA Bull,1.0,10000000.0,-0.15,-12.07,11.92,0.12,0.18,-0.01,10.69,135,32,21.88,0.16,70.2,9989930.01,-10069.99,48448.32
