symbol,ex_date,action_type,ratio,source_url,fetched_at,subject_raw
KOTHARIPRO,2016-01-05,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:2
GREENPLY,2016-01-06,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
MOLDTKPAC,2016-02-17,split,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PRAKASHSTL,2016-03-03,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
MINDTREE,2016-03-09,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
RAMASTEEL,2016-03-14,bonus,4.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 4:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
VEEDOL,2016-03-16,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PRECWIRE,2016-03-21,split,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
WELSPUNLIV,2016-03-21,split,6.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Interim Div - Rs 6/- Per Share + Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
VIVIDHA,2016-03-30,bonus,0.3333333333333333,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:3
VIVIMEDLAB,2016-04-06,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
DISHMAN,2016-05-02,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
GMBREW,2016-05-30,bonus,0.25,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:4
NBCC,2016-06-02,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
LUXIND,2016-06-06,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Rs 2
PINCON,2016-06-23,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
ITC,2016-07-01,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:2
BPCL,2016-07-13,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
HATSUN,2016-07-13,bonus,0.4,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 2:5
GANESHHOU,2016-07-14,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:2
GRINDWELL,2016-07-14,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
BERGEPAINT,2016-07-15,bonus,0.4,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 2:5
KTIL,2016-08-11,bonus,0.04,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:25/ Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
PNCINFRA,2016-08-12,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Rs 2
PILITA,2016-08-24,split,4.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 4/- Per Share To Re 1/- Per Share
PFC,2016-08-26,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
MENONBE,2016-08-30,bonus,0.2,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:5
VGUARD,2016-08-30,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Re 1
NAVA,2016-09-01,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
TECHNO,2016-09-06,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
BAJFINANCE,2016-09-08,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TRENT,2016-09-12,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Re 1
UNOMINDA,2016-09-12,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Rs 2
HINDPETRO,2016-09-14,bonus,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 2:1
SYMPHONY,2016-09-14,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
JMTAUTOLTD,2016-09-21,split,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 2 To Re 1
RECLTD,2016-09-28,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
KAJARIACER,2016-10-04,split,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 2 To Re 1
GRASIM,2016-10-06,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Re 2
SECURKLOUD,2016-10-10,bonus,0.3333333333333333,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:3/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SHAH,2016-10-13,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10 To Re 1
IOC,2016-10-18,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
ALANKIT,2016-10-19,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
SUNILHITEC,2016-12-01,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
INDIANHUME,2016-12-09,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
ONGC,2016-12-15,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1: 2
BALMLAWRIE,2016-12-26,bonus,3.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 3:1
ENGINERSIN,2016-12-30,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2016&to_date=31-12-2016,2026-09-24 14:42:34 UTC,Bonus 1:1
GATECH,2017-01-10,bonus,0.25,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:4
OIL,2017-01-12,bonus,0.3333333333333333,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:3
GAYAPROJ,2017-02-10,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share
ORBTEXP,2017-02-14,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised)
COMPINFO,2017-02-16,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
NBCC,2017-02-17,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2
GAIL,2017-03-09,bonus,0.3333333333333333,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:3
ABMINTLTD,2017-03-15,bonus,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 5:1
VGUARD,2017-03-15,bonus,0.4,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 2:5
BEL,2017-03-16,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10/- Per Share To Re 1/- Per Share
POLYMED,2017-03-24,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
CONCOR,2017-04-05,bonus,0.25,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:4
BLS,2017-04-26,split,10.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10/- Per Share To Re 1/- Per Share
BEARDSELL,2017-05-04,bonus,0.2,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:5/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
ADVENZYMES,2017-05-25,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share
HINDCOMPOS,2017-05-25,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2/Face Value Split (Sub-Division) From Rs 10 Per Share To Rs 5 Per Share
MUTHOOTCAP,2017-06-12,bonus,0.1,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:10
WIPRO,2017-06-13,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
BIOCON,2017-06-15,bonus,2.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 2:1
ICICIBANK,2017-06-20,bonus,0.1,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised)
ARCOTECH,2017-06-22,split,5.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share
GODREJCP,2017-06-22,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
KITEX,2017-06-22,bonus,0.4,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 2:5
PETRONET,2017-07-03,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
PLASTIBLEN,2017-07-03,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
SANWARIA,2017-07-03,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
MOTHERSON,2017-07-05,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2
PCJEWELLER,2017-07-06,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
MAANALU,2017-07-10,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
MHRIL,2017-07-10,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2
HINDPETRO,2017-07-11,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2/ Dividend - Rs 1.10 Per Share
MUNJALAU,2017-07-11,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
AURUS,2017-07-12,bonus,0.4,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 2:5
BPCL,2017-07-13,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2
CUB,2017-07-13,bonus,0.1,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:10
GPTINFRA,2017-07-13,bonus,1.0,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:1
LT,2017-07-13,bonus,0.5,https://www.nseindia.com/api/corporates-corporateActions?index=equities&from_date=01-01-2017&to_date=31-12-2017,2026-09-24 14:42:34 UTC,Bonus 1:2
