rank,symbol,close,high_252,retracement_pct,ema_200,ret_252,vol_252,volar_score,rs_ratio,rs_ema_200,filter1_pass,filter2_pass,filter3_pass,is_qualified
639,JKCEMENT,5250.0,7537.45,-30.35,5509.31,-28.78,32.81,-0.8771,0.216477,0.225844,False,False,False,False
640,RVNL,225.3,398.2,-43.42,272.64,-30.47,33.87,-0.8995,0.00929,0.011156,False,False,False,False
641,TTML,37.78,60.89,-37.95,44.23,-36.18,40.1,-0.9023,0.001558,0.001811,False,False,False,False
642,BIRLACORPN,889.25,1328.83,-33.08,991.07,-29.51,32.5,-0.908,0.036667,0.0406,False,False,False,False
643,ZAGGLE,200.12,413.7,-51.63,249.94,-51.23,56.42,-0.9081,0.008252,0.010204,False,False,False,False
644,CELLO,361.45,670.83,-46.12,429.1,-31.55,34.09,-0.9254,0.014904,0.017538,False,False,False,False
645,SJVN,65.71,99.04,-33.65,73.99,-29.06,31.26,-0.9297,0.002709,0.003034,False,False,False,False
646,RAYMONDLSL,726.95,1348.3,-46.08,847.96,-39.36,41.89,-0.9398,0.029975,0.034674,False,False,False,False
647,SHAKTIPUMP,503.55,912.2,-44.8,590.63,-42.47,45.16,-0.9404,0.020763,0.024165,False,False,False,False
648,DABUR,400.5,566.62,-29.32,449.14,-21.88,23.15,-0.9451,0.016514,0.018403,False,False,False,False
649,CLEAN,825.5,1249.42,-33.93,834.1,-30.21,31.86,-0.9485,0.034038,0.034167,False,False,False,False
650,JIOFIN,244.0,330.23,-26.11,254.7,-26.18,27.56,-0.9498,0.010061,0.010428,False,False,False,False
651,ITCHOTELS,164.98,252.02,-34.54,174.55,-28.94,30.36,-0.9535,0.006803,0.007145,False,False,False,False
652,ABBOTINDIA,26230.0,32426.22,-19.11,26990.0,-18.82,19.71,-0.9547,1.08156,1.107025,True,False,False,False
653,BIKAJI,605.75,817.1,-25.87,661.01,-21.32,22.15,-0.9626,0.024977,0.027102,False,False,False,False
654,WIPRO,180.79,263.22,-31.32,200.45,-24.05,24.88,-0.9665,0.007455,0.008206,False,False,False,False
655,COHANCE,463.0,1038.9,-55.43,488.52,-49.7,51.15,-0.9716,0.019091,0.019989,False,False,False,False
656,SHREECEM,24280.0,31056.04,-21.82,26007.02,-21.01,21.57,-0.9738,1.001155,1.066321,False,False,False,False
657,KNRCON,127.0,220.0,-42.27,140.64,-37.32,38.17,-0.9779,0.005237,0.005757,False,False,False,False
658,ASHOKA,114.22,214.5,-46.75,138.46,-36.92,37.52,-0.9839,0.00471,0.005661,False,False,False,False
659,ZENSARTECH,483.55,845.39,-42.8,553.99,-38.07,38.69,-0.984,0.019939,0.022649,False,False,False,False
660,AWL,188.12,281.43,-33.16,203.93,-27.14,27.56,-0.9849,0.007757,0.008349,False,False,False,False
661,HINDUNILVR,2015.0,2701.08,-25.4,2208.1,-21.24,21.54,-0.9862,0.083086,0.090531,False,False,False,False
662,IGL,147.87,219.29,-32.57,166.88,-25.8,26.15,-0.9864,0.006097,0.006836,False,False,False,False
663,RTNINDIA,30.45,64.0,-52.42,36.04,-43.48,43.93,-0.9897,0.001256,0.001475,False,False,False,False
664,KPIGREEN,312.6,541.7,-42.29,410.3,-41.33,41.61,-0.9933,0.01289,0.016822,False,False,False,False
665,TRENT,2924.0,5665.63,-48.39,3204.8,-46.72,46.67,-1.0011,0.120567,0.131092,False,False,False,False
666,MAPMYINDIA,983.9,1992.15,-50.61,1145.3,-44.64,44.28,-1.008,0.04057,0.046705,False,False,False,False
667,RPOWER,23.45,50.85,-53.88,29.15,-48.39,47.64,-1.0157,0.000967,0.001191,False,False,False,False
668,VMM,103.43,157.6,-34.37,119.42,-29.74,28.93,-1.028,0.004265,0.004893,False,False,False,False
669,PNCINFRA,206.76,324.36,-36.26,230.98,-33.83,32.86,-1.0295,0.008525,0.00946,False,False,False,False
670,SKFINDIA,1596.5,4953.04,-67.77,1899.2,-64.06,61.39,-1.0434,0.06583,0.077684,False,False,False,False
671,NCC,149.56,219.22,-31.78,155.05,-31.67,29.77,-1.064,0.006167,0.006354,False,False,False,False
672,CRIZAC,172.84,375.59,-53.98,218.93,-46.27,43.2,-1.0709,0.007127,0.008955,False,False,False,False
673,TMPV,317.9,733.61,-56.67,380.98,-54.23,50.35,-1.0769,0.013108,0.015614,False,False,False,False
674,TATAELXSI,3708.0,5845.18,-36.56,4327.17,-34.09,31.59,-1.079,0.152895,0.177083,False,False,False,False
675,IRFC,86.4,135.73,-36.34,101.21,-30.55,28.19,-1.0837,0.003563,0.004144,False,False,False,False
676,TRANSRAILL,460.0,818.09,-43.77,533.71,-41.03,37.41,-1.0967,0.018968,0.021857,False,False,False,False
677,AMBUJACEM,414.5,597.84,-30.67,464.27,-29.68,26.84,-1.1061,0.017091,0.019001,False,False,False,False
678,FIRSTCRY,196.33,438.7,-55.25,246.85,-47.29,42.73,-1.1067,0.008095,0.010099,False,False,False,False
679,AFCONS,278.9,476.09,-41.42,325.58,-35.45,31.93,-1.1105,0.0115,0.013331,False,False,False,False
680,BATAINDIA,701.05,1223.99,-42.72,759.31,-35.67,31.89,-1.1182,0.028907,0.031043,False,False,False,False
681,GODIGIT,262.9,381.4,-31.07,308.86,-27.87,24.82,-1.1228,0.01084,0.012664,False,False,False,False
682,ABLBL,86.12,150.53,-42.79,104.39,-39.37,34.91,-1.1277,0.003551,0.00427,False,False,False,False
683,AURIONPRO,695.55,1404.72,-50.48,903.22,-50.14,44.44,-1.1283,0.02868,0.036958,False,False,False,False
684,BAYERCROP,4071.5,5460.35,-25.44,4417.62,-24.29,21.46,-1.1317,0.167883,0.181225,False,False,False,False
685,WHIRLPOOL,763.93,1428.46,-46.52,887.76,-39.97,35.0,-1.142,0.0315,0.036344,False,False,False,False
686,GILLETTE,7438.5,10437.38,-28.73,7978.47,-26.58,23.24,-1.1439,0.306717,0.32715,False,False,False,False
687,TATACHEM,626.75,1011.1,-38.01,728.59,-32.84,28.52,-1.1514,0.025843,0.02987,False,False,False,False
688,RTNPOWER,7.89,12.9,-38.84,9.33,-37.68,32.37,-1.1639,0.000325,0.000382,False,False,False,False
689,AWFIS,268.2,639.4,-58.05,359.13,-53.79,45.36,-1.1858,0.011059,0.01466,False,False,False,False
690,ROUTE,502.3,900.5,-44.22,575.11,-43.03,36.21,-1.1883,0.020712,0.023537,False,False,False,False
691,UTIAMC,893.05,1362.82,-34.47,972.94,-34.01,28.61,-1.1887,0.036824,0.039844,False,False,False,False
692,ALOKINDS,11.57,19.34,-40.18,13.81,-38.19,32.09,-1.1903,0.000477,0.000565,False,False,False,False
693,BAJAJHFL,84.85,117.0,-27.48,90.52,-25.67,21.39,-1.2001,0.003499,0.003709,False,False,False,False
694,EIDPARRY,797.3,1196.4,-33.36,839.97,-32.26,26.84,-1.2019,0.032876,0.034364,False,False,False,False
695,PIIND,2496.8,3897.38,-35.94,2959.43,-33.34,27.71,-1.2032,0.102952,0.121226,False,False,False,False
696,RALLIS,212.18,380.82,-44.28,246.09,-42.67,34.91,-1.2224,0.008749,0.010084,False,False,False,False
697,HDFCBANK,726.95,1003.9,-27.59,816.85,-25.77,20.65,-1.2478,0.029975,0.033441,False,False,False,False
698,SYNGENE,407.25,681.42,-40.24,474.78,-40.21,31.94,-1.2589,0.016792,0.019419,False,False,False,False
699,EMAMILTD,402.6,621.89,-35.26,445.79,-31.82,25.22,-1.2617,0.016601,0.018251,False,False,False,False
700,KEC,435.95,927.0,-52.97,566.03,-46.74,36.34,-1.2863,0.017976,0.023142,False,False,False,False
701,KPITTECH,589.3,1313.89,-55.15,795.33,-50.34,39.04,-1.2894,0.024299,0.032457,False,False,False,False
702,HGINFRA,511.9,1046.12,-51.07,634.43,-47.77,37.0,-1.291,0.021108,0.025938,False,False,False,False
703,INDIAMART,1742.2,2609.64,-33.24,2011.74,-30.78,23.74,-1.2962,0.071837,0.082445,False,False,False,False
704,INOXWIND,73.6,159.3,-53.8,98.84,-49.06,37.74,-1.2998,0.003035,0.004039,False,False,False,False
705,ACC,1307.4,1975.57,-33.82,1480.71,-29.28,22.13,-1.3233,0.053909,0.060597,False,False,False,False
706,JYOTHYLAB,204.95,342.99,-40.25,231.79,-37.47,28.19,-1.3294,0.008451,0.009482,False,False,False,False
707,BAJAJELEC,351.65,647.96,-45.73,387.78,-40.44,30.32,-1.3338,0.0145,0.015858,False,False,False,False
708,NETWORK18,29.86,58.5,-48.96,35.3,-48.43,36.26,-1.3357,0.001231,0.001443,False,False,False,False
709,HDFCLIFE,554.8,804.13,-31.01,624.55,-29.85,22.03,-1.3552,0.022876,0.025562,False,False,False,False
710,UBL,1348.9,1919.34,-29.72,1485.14,-29.48,21.57,-1.3666,0.05562,0.060859,False,False,False,False
711,OSWALPUMPS,299.6,888.4,-66.28,417.96,-64.58,45.56,-1.4174,0.012354,0.017066,False,False,False,False
712,STARCEMENT,194.62,307.54,-36.72,215.59,-32.74,22.99,-1.4241,0.008025,0.008843,False,False,False,False
713,ORIENTCEM,131.52,243.43,-45.97,155.47,-44.73,31.31,-1.4286,0.005423,0.006364,False,False,False,False
714,JKLAKSHMI,559.45,978.64,-42.83,649.93,-39.79,26.85,-1.4821,0.023068,0.026591,False,False,False,False
715,IRCTC,484.2,729.66,-33.64,563.18,-32.4,21.86,-1.4822,0.019965,0.023051,False,False,False,False
716,CMSINFO,247.0,446.97,-44.74,308.74,-43.85,28.18,-1.556,0.010185,0.012647,False,False,False,False
717,ITC,269.4,407.14,-33.83,308.7,-30.94,19.64,-1.5754,0.011108,0.012641,False,False,False,False
718,PATANJALI,348.0,606.9,-42.66,450.65,-40.82,25.33,-1.6118,0.014349,0.01845,False,False,False,False
719,AEQUS,259.22,274.39,-5.53,197.96,,58.29,,0.010689,0.008178,True,True,True,False
720,ATLANTAELE,1846.9,2152.6,-14.2,1471.32,,56.54,,0.076155,0.060795,True,True,True,False
721,BLUESTONE,846.4,926.0,-8.6,590.28,,52.58,,0.0349,0.024233,True,True,True,False
722,CANHLIFE,155.24,166.25,-6.62,142.54,,30.75,,0.006401,0.005862,True,True,True,False
723,CAPILLARY,502.35,798.95,-37.12,535.45,,47.25,,0.020714,0.022007,False,False,False,False
724,CORONA,2142.6,2270.1,-5.62,1810.7,,32.35,,0.088347,0.074806,True,True,True,False
725,CRAMC,264.7,348.32,-24.01,257.51,,40.62,,0.010915,0.010565,False,True,True,False
726,EMMVEE,324.0,371.55,-12.8,284.04,,53.78,,0.01336,0.01173,True,True,True,False
727,GROWW,197.01,227.2,-13.29,188.07,,51.39,,0.008123,0.007752,True,True,True,False
728,ICICIAMC,3269.7,3597.03,-9.1,3138.44,,33.72,,0.134822,0.129735,True,True,True,False
729,JAINREC,295.85,593.95,-50.19,377.61,,53.9,,0.012199,0.015523,False,False,False,False
730,LENSKART,661.4,663.8,-0.36,520.7,,35.9,,0.027272,0.021457,True,True,True,False
731,LGEINDIA,1623.3,1755.0,-7.5,1551.24,,28.95,,0.066935,0.063748,True,True,True,False
732,MEESHO,205.69,254.4,-19.15,179.21,,57.51,,0.008481,0.007394,True,True,True,False
733,ORKLAINDIA,552.2,760.0,-27.34,597.89,,26.61,,0.022769,0.024605,False,False,False,False
734,PARKHOSPS,274.55,305.0,-9.98,248.35,,43.14,,0.011321,0.010284,True,True,True,False
735,PINELABS,156.91,284.0,-44.75,171.92,,46.82,,0.00647,0.007048,False,False,False,False
736,PIRAMALFIN,2180.8,2220.0,-1.77,1940.42,,33.46,,0.089922,0.079968,True,True,True,False
737,PWL,120.83,161.99,-25.41,117.43,,52.71,,0.004982,0.004828,False,True,True,False
738,RUBICON,1724.7,1820.1,-5.24,1147.62,,45.56,,0.071116,0.047347,True,True,True,False
739,SAATVIKGL,418.95,567.0,-26.11,434.6,,44.07,,0.017275,0.017866,False,False,False,False
740,SKFINDUS,2758.3,3018.35,-8.62,2502.29,,35.18,,0.113735,0.10313,True,True,True,False
741,STYL,392.55,434.7,-9.7,307.85,,44.48,,0.016186,0.012637,True,True,True,False
742,SUDEEPPHRM,1111.8,1180.0,-5.78,776.2,,47.16,,0.045844,0.032012,True,True,True,False
743,TATACAP,365.05,390.2,-6.45,339.94,,27.2,,0.015052,0.013963,True,True,True,False
744,TENNIND,576.15,657.0,-12.31,562.23,,37.63,,0.023757,0.023177,True,True,True,False
745,TMCV,472.55,503.32,-6.11,420.0,,39.15,,0.019485,0.017278,True,True,True,False
746,URBANCO,158.6,201.18,-21.17,132.28,,45.19,,0.00654,0.00543,False,True,True,False
747,UTLSOLAR,477.4,494.25,-3.41,306.35,,45.99,,0.019685,0.012644,True,True,True,False
748,VIKRAMSOLR,173.23,407.95,-57.54,207.58,,47.09,,0.007143,0.008498,False,False,False,False
749,WAKEFIT,141.36,224.0,-36.89,141.4,,50.85,,0.005829,0.00582,False,False,True,False
750,WEWORK,682.9,794.5,-14.05,621.18,,39.75,,0.028159,0.025511,True,True,True,False
