rank,symbol,close,high_252,retracement_pct,ema_200,ret_252,vol_252,volar_score,rs_ratio,rs_ema_200,filter1_pass,filter2_pass,filter3_pass,is_qualified
1,CUPID,284.58,299.0,-4.82,144.27,728.18,57.52,12.659,0.011734,0.005949,True,True,True,True
2,MTARTECH,7029.5,8714.0,-19.33,5247.37,363.96,60.82,5.9847,0.289852,0.216967,True,True,True,True
3,STLTECH,627.15,683.5,-8.24,381.99,355.84,61.89,5.75,0.02586,0.015822,True,True,True,True
4,ATHERENERG,1462.0,1580.0,-7.47,965.98,235.36,49.2,4.7838,0.060284,0.039771,True,True,True,True
5,CPPLUS,3475.5,4094.0,-15.11,2656.74,212.55,44.88,4.7359,0.143308,0.109667,True,True,True,True
6,SANSERA,3876.9,4040.4,-4.05,2621.89,188.8,40.26,4.6893,0.159859,0.108033,True,True,True,True
7,HFCL,228.01,234.4,-2.73,144.18,206.99,48.67,4.2528,0.009402,0.005953,True,True,True,True
8,WELCORP,2311.9,2348.9,-1.58,1269.44,163.89,38.65,4.2407,0.095328,0.052298,True,True,True,True
9,SKYGOLD,803.5,848.0,-5.25,492.11,191.39,49.71,3.8503,0.033131,0.020263,True,True,True,True
10,RRKABEL,2919.3,2931.4,-0.41,1942.52,140.83,37.04,3.8019,0.120374,0.079952,True,True,True,True
11,TDPOWERSYS,767.4,798.85,-3.94,515.83,195.38,52.48,3.7226,0.031643,0.021263,True,True,True,True
12,LAURUSLABS,1802.0,1870.8,-3.68,1305.49,104.24,28.81,3.6183,0.074303,0.053714,True,True,True,True
13,FEDERALBNK,361.0,370.43,-2.55,296.65,82.17,25.29,3.2491,0.014885,0.012194,True,True,True,True
14,GRANULES,858.15,908.11,-5.5,711.5,86.4,28.86,2.9932,0.035385,0.029281,True,True,True,True
15,TMB,878.55,917.0,-4.19,683.79,109.67,37.14,2.9526,0.036226,0.028142,True,True,True,True
16,ACUTAAS,3169.0,3740.0,-15.27,2644.46,127.19,43.49,2.9243,0.13067,0.10908,True,True,True,True
17,AETHER,1626.6,1692.0,-3.87,1186.8,112.47,38.57,2.9164,0.067071,0.048854,True,True,True,True
18,AVALON,2183.8,2351.0,-7.11,1387.93,152.52,52.49,2.9055,0.090046,0.057158,True,True,True,True
19,DIACABS,356.1,379.0,-6.04,204.18,134.43,46.53,2.8892,0.014683,0.008399,True,True,True,True
20,KTKBANK,328.3,338.25,-2.94,247.75,95.78,33.61,2.8494,0.013537,0.010198,True,True,True,True
21,NATIONALUM,393.45,443.37,-11.26,347.95,115.5,41.28,2.7978,0.016223,0.014326,True,True,True,True
22,NETWEB,5601.0,5674.8,-1.3,3950.29,163.84,59.55,2.751,0.23095,0.162479,True,True,True,True
23,SONACOMS,817.6,844.0,-3.13,603.24,80.7,30.84,2.6171,0.033713,0.024805,True,True,True,True
24,ANANDRATHI,2188.0,2230.0,-1.88,1767.63,55.63,21.79,2.5526,0.090219,0.072679,True,True,True,True
25,BHARATFORG,2063.0,2295.0,-10.11,1833.63,74.89,29.36,2.5507,0.085065,0.075472,True,True,True,True
26,GRWRHITECH,7123.5,7990.0,-10.84,5295.61,137.61,54.57,2.5216,0.293728,0.218177,True,True,True,True
27,BHEL,413.0,446.5,-7.5,344.72,88.59,35.55,2.4917,0.01703,0.01419,True,True,True,True
28,CHENNPETRO,1393.5,1489.7,-6.46,1018.18,123.39,50.29,2.4537,0.057459,0.041889,True,True,True,True
29,MCX,3177.22,3471.49,-8.48,2586.5,91.98,38.08,2.4153,0.131008,0.106487,True,True,True,True
30,PARAS,1498.57,1583.91,-5.39,958.29,120.29,50.21,2.3956,0.061792,0.039425,True,True,True,True
31,RATEGAIN,990.05,1050.0,-5.71,734.78,104.41,43.86,2.3803,0.040823,0.030186,True,True,True,True
32,SYRMA,1439.3,1541.42,-6.63,1083.49,99.05,42.38,2.3374,0.059348,0.044608,True,True,True,True
33,SHRIRAMFIN,1130.0,1153.7,-2.05,963.01,82.54,35.32,2.3367,0.046594,0.039555,True,True,True,True
34,IDEA,13.94,15.34,-9.13,11.87,111.85,48.22,2.3197,0.000575,0.000488,True,True,True,True
35,ADANIENSOL,1541.9,1789.0,-13.81,1316.83,86.17,37.92,2.2726,0.063578,0.054226,True,True,True,True
36,AEGISLOG,1417.9,1497.8,-5.33,938.28,105.4,46.5,2.2664,0.058465,0.038549,True,True,True,True
37,HONASA,478.92,506.65,-5.47,372.12,69.47,30.81,2.2551,0.019748,0.015315,True,True,True,True
38,SHILPAMED,814.95,834.1,-2.3,502.8,88.05,39.47,2.2306,0.033603,0.020701,True,True,True,True
39,SHRIPISTON,4600.1,4645.8,-0.98,3533.34,85.43,38.46,2.2212,0.189679,0.145259,True,True,True,True
40,APARINDS,16856.0,18465.0,-8.71,12328.1,99.99,45.38,2.2035,0.695035,0.507722,True,True,True,True
41,PRICOLLTD,797.2,823.0,-3.13,605.9,80.61,38.27,2.106,0.032872,0.024857,True,True,True,True
42,MOTHERSON,169.38,173.27,-2.25,132.84,71.23,34.23,2.0807,0.006984,0.00546,True,True,True,True
43,INOXINDIA,1930.2,2119.8,-8.94,1550.52,77.41,37.72,2.0522,0.079589,0.063824,True,True,True,True
44,NEULANDLAB,23301.0,23881.0,-2.43,16859.66,78.96,39.35,2.0066,0.960787,0.692452,True,True,True,True
45,GAEL,177.14,184.66,-4.07,147.32,70.53,35.48,1.9879,0.007304,0.00606,True,True,True,True
46,RADICO,4639.8,4747.0,-2.26,3523.6,63.09,32.63,1.9332,0.191316,0.144785,True,True,True,True
47,ARVIND,536.95,600.0,-10.51,441.95,76.14,39.73,1.9163,0.02214,0.018198,True,True,True,True
48,AKUMS,750.0,775.0,-3.23,567.65,60.11,32.0,1.8786,0.030925,0.023345,True,True,True,True
49,AUROPHARMA,1621.3,1682.4,-3.63,1400.81,48.84,26.13,1.869,0.066852,0.057627,True,True,True,True
50,TITAN,5086.1,5168.0,-1.58,4302.57,43.01,23.02,1.8686,0.209719,0.176728,True,True,True,True
51,DATAPATTNS,4829.9,5000.0,-3.4,3749.9,90.49,49.22,1.8385,0.199155,0.154453,True,True,True,True
52,AZAD,2837.8,2986.6,-4.98,2017.24,75.87,41.81,1.8148,0.117013,0.082961,True,True,True,True
53,SAILIFE,1457.4,1485.0,-1.86,1110.13,60.0,33.64,1.7833,0.060094,0.045673,True,True,True,True
54,MARKSANS,321.3,344.55,-6.75,226.92,74.84,42.06,1.7794,0.013248,0.009331,True,True,True,True
55,UJJIVANSFB,72.07,73.94,-2.53,59.1,67.76,38.41,1.7644,0.002972,0.002426,True,True,True,True
56,DCBBANK,203.59,205.0,-0.69,177.45,66.52,38.24,1.7394,0.008395,0.007285,True,True,True,True
57,NAVINFLUOR,8206.5,8775.5,-6.48,6797.24,63.12,36.4,1.7341,0.338384,0.279497,True,True,True,True
58,NYKAA,334.0,348.0,-4.02,280.38,47.25,27.28,1.7321,0.013772,0.011514,True,True,True,True
59,DIVISLAB,8597.0,8674.0,-0.89,6835.1,40.03,23.18,1.7268,0.354486,0.280589,True,True,True,True
60,HINDALCO,1034.0,1169.9,-11.62,951.0,47.08,27.89,1.6878,0.042636,0.039102,True,True,True,True
61,RBLBANK,392.5,393.9,-0.36,334.4,50.89,30.36,1.6762,0.016184,0.013738,True,True,True,True
62,POWERINDIA,34190.0,38775.74,-11.83,28754.51,73.55,43.94,1.674,1.409781,1.185586,True,True,True,True
63,ABB,7424.0,7832.29,-5.21,6506.05,48.82,29.39,1.6613,0.306119,0.267719,True,True,True,True
64,DYNAMATECH,11582.96,12865.83,-9.97,9976.43,75.01,45.52,1.6479,0.477608,0.410105,True,True,True,True
65,TORNTPHARM,4896.5,5250.0,-6.73,4362.23,35.28,21.42,1.6473,0.201901,0.179343,True,True,True,True
66,ADANIPOWER,205.5,254.2,-19.16,189.15,69.55,42.65,1.6309,0.008474,0.007792,True,True,True,True
67,PGIL,2386.1,2539.6,-6.04,1758.47,80.16,49.76,1.611,0.098388,0.072217,True,True,True,True
68,APOLLO,384.55,466.5,-17.57,325.16,93.75,58.91,1.5914,0.015856,0.013378,True,True,True,True
69,PFOCUS,296.95,367.0,-19.09,250.75,86.96,55.31,1.5721,0.012244,0.010317,True,True,True,True
70,AUBANK,1108.2,1108.2,0.0,977.07,46.25,29.42,1.5717,0.045695,0.040114,True,True,True,True
71,ASTRAMICRO,1662.2,1960.0,-15.19,1333.87,64.97,41.82,1.5535,0.068539,0.054886,True,True,True,True
72,BAJAJ-AUTO,11700.0,11863.0,-1.37,9977.4,34.89,22.51,1.5504,0.482434,0.409865,True,True,True,True
73,LUMAXTECH,1988.8,2110.0,-5.74,1553.49,81.34,53.68,1.5152,0.082006,0.063828,True,True,True,True
74,KARURVYSYA,335.5,351.8,-4.63,288.98,54.36,36.0,1.5099,0.013834,0.011872,True,True,True,True
75,AJANTPHARM,3639.8,3796.0,-4.11,3038.57,38.03,25.35,1.5003,0.150082,0.124906,True,True,True,True
76,VARROC,814.95,874.85,-6.85,614.13,51.15,34.95,1.4635,0.033603,0.025184,True,True,True,True
77,PTCIL,20629.0,20789.0,-0.77,17349.96,50.55,35.08,1.4412,0.85061,0.711994,True,True,True,True
78,NESTLEIND,1477.1,1553.0,-4.89,1360.73,28.48,19.81,1.4379,0.060906,0.055897,True,True,True,True
79,MAHABANK,80.26,94.5,-15.07,73.22,49.24,34.37,1.4324,0.003309,0.003013,True,True,True,True
80,ALIVUS,1350.9,1418.0,-4.73,1074.12,42.04,29.52,1.4242,0.055703,0.044155,True,True,True,True
81,CRAFTSMAN,10644.5,10960.0,-2.88,8401.5,50.25,35.78,1.4045,0.438912,0.345293,True,True,True,True
82,SHAILY,3321.0,3615.2,-8.14,2601.37,72.4,51.95,1.3938,0.136937,0.106966,True,True,True,True
83,LTF,317.15,338.6,-6.33,284.92,47.64,34.34,1.3871,0.013077,0.011688,True,True,True,True
84,PNBHOUSING,1170.3,1207.0,-3.04,989.18,44.24,31.94,1.3849,0.048256,0.040629,True,True,True,True
85,IMFA,1383.8,1670.79,-17.18,1321.81,68.89,50.03,1.3769,0.057059,0.0543,True,True,True,True
86,ABCAPITAL,413.0,430.7,-4.11,357.46,43.73,31.76,1.3768,0.01703,0.014675,True,True,True,True
87,STARHEALTH,578.5,624.9,-7.43,520.86,31.85,23.24,1.3705,0.023854,0.021403,True,True,True,True
88,BELRISE,231.77,268.2,-13.58,207.65,50.61,37.02,1.3672,0.009557,0.008542,True,True,True,True
89,EICHERMOT,8010.0,8165.0,-1.9,7218.08,36.3,26.59,1.3648,0.330282,0.296242,True,True,True,True
90,CUMMINSIND,5107.5,6049.82,-15.58,4974.08,37.88,27.93,1.3564,0.210601,0.204633,True,True,True,True
91,VIJAYA,1504.4,1573.0,-4.36,1197.41,42.39,31.39,1.3503,0.062032,0.049237,True,True,True,True
92,AIAENG,4348.9,5180.0,-16.04,4147.5,40.18,29.91,1.3436,0.179321,0.170425,True,True,True,True
93,MINDACORP,727.85,769.0,-5.35,611.74,42.84,32.13,1.3331,0.030012,0.025112,True,True,True,True
94,GLAND,2819.3,3039.8,-7.25,2125.22,43.97,33.02,1.3317,0.11625,0.08736,True,True,True,True
95,VIYASH,275.95,298.0,-7.4,233.82,56.61,42.71,1.3254,0.011378,0.009607,True,True,True,True
96,TVSMOTOR,4390.0,4475.0,-1.9,3659.47,35.47,26.89,1.3191,0.181016,0.150127,True,True,True,True
97,PHOENIXLTD,1930.0,2169.8,-11.05,1810.53,35.18,26.91,1.3073,0.079581,0.074319,True,True,True,True
98,KRN,1482.1,1598.2,-7.26,1083.69,62.64,48.17,1.3004,0.061112,0.044644,True,True,True,True
99,FINCABLES,1260.5,1374.0,-8.26,980.69,52.43,40.52,1.2939,0.051975,0.040354,True,True,True,True
100,OFSS,11724.0,11979.0,-2.13,9374.04,42.45,33.17,1.2799,0.483424,0.385384,True,True,True,True
101,SOUTHBANK,44.97,49.41,-8.99,41.08,52.29,41.55,1.2584,0.001854,0.001687,True,True,True,True
102,NAM-INDIA,1251.0,1266.2,-1.2,1022.31,48.28,38.45,1.2557,0.051583,0.042026,True,True,True,True
103,ICIL,443.55,462.0,-3.99,332.31,76.46,61.19,1.2496,0.018289,0.013655,True,True,True,True
104,SBIN,1048.7,1212.84,-13.53,1006.71,28.56,23.0,1.242,0.043242,0.041329,True,True,True,True
105,IPCALAB,1911.2,1945.1,-1.74,1590.42,38.59,31.25,1.235,0.078806,0.065374,True,True,True,True
106,KEI,5527.6,5899.0,-6.3,4843.99,40.23,32.63,1.2329,0.227923,0.199103,True,True,True,True
107,SAIL,173.46,209.7,-17.28,164.04,42.82,34.83,1.2292,0.007152,0.006748,True,True,True,True
108,APLAPOLLO,2139.0,2301.4,-7.06,1895.99,31.98,26.14,1.2235,0.088199,0.077808,True,True,True,True
109,PRIVISCL,3479.7,3774.71,-7.82,3196.42,42.38,34.71,1.2209,0.143481,0.131352,True,True,True,True
110,M&MFIN,381.6,415.0,-8.05,327.8,48.36,39.62,1.2207,0.015735,0.013436,True,True,True,True
111,GOKULAGRO,242.8,257.99,-5.89,204.76,54.23,44.45,1.2201,0.010012,0.008421,True,True,True,True
112,WELSPUNLIV,189.22,191.47,-1.18,144.27,55.24,46.31,1.1929,0.007802,0.005925,True,True,True,True
113,JAYNECOIND,99.89,117.0,-14.62,84.83,57.83,48.49,1.1926,0.004119,0.003488,True,True,True,True
114,QPOWER,1305.6,1440.72,-9.38,1038.45,65.63,55.41,1.1845,0.053835,0.042744,True,True,True,True
115,EQUITASBNK,76.6,83.9,-8.7,69.38,40.27,34.13,1.18,0.003159,0.00285,True,True,True,True
116,IIFL,679.8,687.1,-1.06,523.8,45.12,38.58,1.1697,0.028031,0.021469,True,True,True,True
117,UNIONBANK,183.45,199.6,-8.09,165.12,37.33,32.53,1.1475,0.007564,0.006781,True,True,True,True
118,VTL,597.83,682.21,-12.37,555.97,40.18,35.02,1.1471,0.024651,0.022888,True,True,True,True
119,NEOGEN,2230.1,2483.9,-10.22,1726.65,56.08,49.0,1.1446,0.091955,0.071082,True,True,True,True
120,GRINDWELL,2059.8,2455.0,-16.1,1820.57,40.5,35.59,1.1378,0.084933,0.074802,True,True,True,True
121,FLUOROCHEM,4621.9,4958.9,-6.8,3817.1,35.46,31.29,1.1333,0.190578,0.156755,True,True,True,True
122,ACMESOLAR,401.6,411.3,-2.36,309.64,41.53,37.83,1.0978,0.016559,0.012742,True,True,True,True
123,HINDZINC,594.9,719.85,-17.36,554.75,41.32,37.68,1.0966,0.02453,0.022777,True,True,True,True
124,MSTCLTD,701.45,743.9,-5.71,536.87,50.58,47.58,1.063,0.028923,0.022042,True,True,True,True
125,MANAPPURAM,357.5,380.46,-6.03,308.58,33.69,32.52,1.036,0.014741,0.012669,True,True,True,True
126,INDIANB,876.9,980.02,-10.52,827.48,33.34,32.5,1.0259,0.036158,0.033972,True,True,True,True
127,SOLARINDS,19900.0,20422.0,-2.56,16319.11,33.13,32.46,1.0206,0.820551,0.671208,True,True,True,True
128,WELENT,631.45,653.7,-3.4,534.86,35.36,35.38,0.9995,0.026037,0.021958,True,True,True,True
129,HEG,710.75,749.0,-5.11,575.32,40.27,40.42,0.9963,0.029307,0.023618,True,True,True,True
130,INDUSINDBK,1005.6,1077.85,-6.7,916.74,28.23,28.55,0.9888,0.041465,0.037643,True,True,True,True
131,CUB,217.3,243.1,-10.61,198.04,37.71,38.2,0.9872,0.00896,0.008125,True,True,True,True
132,AARTIIND,527.2,541.7,-2.68,454.94,35.37,36.79,0.9615,0.021738,0.018702,True,True,True,True
133,CARBORUNIV,1169.8,1303.79,-10.28,993.11,34.28,35.73,0.9595,0.048235,0.040826,True,True,True,True
134,MARICO,849.25,889.1,-4.48,795.82,17.2,17.92,0.9595,0.035018,0.032694,True,True,True,True
135,EMIL,186.71,196.74,-5.1,125.52,44.9,46.84,0.9588,0.007699,0.00515,True,True,True,True
136,INDIAGLYCO,1146.5,1211.54,-5.37,1002.38,35.38,37.18,0.9516,0.047274,0.041137,True,True,True,True
137,SUNPHARMA,1902.4,2046.9,-7.06,1808.83,18.02,19.07,0.9452,0.078443,0.074304,True,True,True,True
138,REDINGTON,350.55,364.5,-3.83,264.06,47.03,49.87,0.9431,0.014454,0.010819,True,True,True,True
139,JINDALSAW,291.65,298.4,-2.26,228.59,43.0,45.85,0.9378,0.012026,0.009408,True,True,True,True
140,ZENTEC,1926.3,2042.63,-5.7,1626.15,35.57,38.11,0.9336,0.079429,0.066856,True,True,True,True
141,IFCI,80.91,95.8,-15.54,66.1,47.59,51.03,0.9326,0.003336,0.002718,True,True,True,True
142,LLOYDSME,1865.9,2125.0,-12.19,1626.62,33.63,36.54,0.9204,0.076938,0.066931,True,True,True,True
143,ADANIPORTS,1700.0,1891.1,-10.11,1627.77,24.67,26.82,0.9196,0.070097,0.0669,True,True,True,True
144,POLYCAB,8966.0,10126.0,-11.46,8444.8,26.58,28.96,0.9177,0.369701,0.347154,True,True,True,True
145,USHAMART,481.3,523.57,-8.07,457.23,30.65,33.58,0.9129,0.019846,0.018782,True,True,True,True
146,JSWSTEEL,1293.7,1335.0,-3.09,1217.94,21.22,23.24,0.9129,0.053344,0.050026,True,True,True,True
147,ASHOKLEY,173.0,211.81,-18.32,160.95,32.91,36.32,0.906,0.007133,0.006599,True,True,True,True
148,MRPL,176.81,212.0,-16.6,162.05,44.26,48.95,0.9042,0.007291,0.006655,True,True,True,True
149,SIEMENS,3920.0,4097.9,-4.34,3492.43,26.34,29.77,0.8847,0.161636,0.143518,True,True,True,True
150,PAYTM,1632.0,1657.6,-1.54,1220.53,33.09,37.73,0.8771,0.067293,0.050027,True,True,True,True
151,THELEELA,561.7,564.0,-0.41,452.18,26.94,30.74,0.8764,0.023161,0.01855,True,True,True,True
152,NUVAMA,1743.6,2066.0,-15.61,1539.98,30.86,35.47,0.8699,0.071895,0.063251,True,True,True,True
153,VOLTAMP,10869.5,12724.75,-14.58,9112.13,33.61,39.11,0.8593,0.44819,0.374727,True,True,True,True
154,QUESS,335.85,350.75,-4.25,250.05,29.88,34.78,0.8591,0.013848,0.010276,True,True,True,True
155,MANORAMA,1927.3,2043.0,-5.66,1485.69,36.86,43.01,0.857,0.07947,0.061007,True,True,True,True
156,NMDC,84.61,97.49,-13.21,82.62,23.28,27.32,0.8522,0.003489,0.003396,True,True,True,True
157,RBA,104.24,108.41,-3.85,72.35,32.5,38.18,0.8514,0.004298,0.002969,True,True,True,True
158,ADANIGREEN,1320.0,1631.5,-19.09,1240.98,35.61,42.26,0.8425,0.054429,0.051066,True,True,True,True
159,CGPOWER,867.0,980.9,-11.61,808.67,28.39,33.71,0.842,0.03575,0.033268,True,True,True,True
160,BOSCHLTD,48200.0,49130.0,-1.89,38367.77,23.34,27.97,0.8345,1.987465,1.574274,True,True,True,True
161,ASTERDM,761.55,891.3,-14.56,720.68,23.88,28.7,0.8321,0.031402,0.029631,True,True,True,True
162,EDELWEISS,128.68,133.9,-3.9,114.8,32.66,39.62,0.8243,0.005306,0.004713,True,True,True,True
163,EMCURE,1863.0,2048.0,-9.03,1665.2,26.72,32.44,0.8236,0.076818,0.068467,True,True,True,True
164,BANKINDIA,142.79,172.72,-17.33,140.21,26.58,32.51,0.8177,0.005888,0.005754,True,True,True,True
165,UNITDSPR,1556.0,1563.4,-0.47,1372.88,18.55,23.39,0.7933,0.06416,0.056316,True,True,True,True
166,ELGIEQUIP,634.35,644.0,-1.5,545.49,25.53,32.77,0.7789,0.026157,0.022422,True,True,True,True
167,GRASIM,3308.0,3411.1,-3.02,2968.39,17.33,22.43,0.7724,0.136401,0.121899,True,True,True,True
168,RKFORGE,737.05,772.8,-4.63,588.71,26.26,34.71,0.7564,0.030391,0.024176,True,True,True,True
169,AVL,600.07,703.5,-14.7,551.49,24.52,32.42,0.7561,0.024743,0.022654,True,True,True,True
170,GRAPHITE,710.75,793.69,-10.45,644.66,29.82,39.48,0.7553,0.029307,0.026488,True,True,True,True
171,ADANIENT,2997.0,3245.0,-7.64,2651.76,25.54,33.94,0.7525,0.123577,0.10899,True,True,True,True
172,BAJFINANCE,1095.0,1176.4,-6.92,979.52,22.1,30.23,0.7311,0.045151,0.040166,True,True,True,True
173,GLENMARK,2315.6,2471.54,-6.31,2150.62,19.42,26.73,0.7262,0.095481,0.088387,True,True,True,True
174,BALRAMCHIN,729.35,780.95,-6.61,540.03,28.31,39.28,0.7207,0.030074,0.022202,True,True,True,True
175,IDFCFIRSTB,86.75,88.5,-1.98,76.3,22.04,30.88,0.7139,0.003577,0.003127,True,True,True,True
176,CANBK,129.96,157.69,-17.58,129.65,20.22,28.8,0.7021,0.005359,0.005316,True,True,True,True
177,TATATECH,820.75,891.0,-7.88,688.11,22.06,32.33,0.6822,0.033843,0.028246,True,True,True,True
178,ENGINERSIN,244.91,267.0,-8.27,222.57,27.8,41.45,0.6707,0.010099,0.009148,True,True,True,True
179,CHOLAFIN,1862.9,1952.5,-4.59,1679.52,22.06,32.98,0.6691,0.076814,0.068874,True,True,True,True
180,BALAMINES,2078.2,2443.6,-14.95,1689.16,35.25,53.77,0.6555,0.085692,0.069551,True,True,True,True
181,YESBANK,22.8,25.78,-11.56,22.03,17.83,27.41,0.6504,0.00094,0.000904,True,True,True,True
182,RAIN,208.61,250.82,-16.83,168.77,34.09,52.97,0.6434,0.008602,0.006939,True,True,True,True
183,APOLLOHOSP,8693.0,9039.48,-3.83,8076.15,11.39,17.84,0.6385,0.358445,0.331852,True,True,True,True
184,OIL,475.0,531.0,-10.55,449.03,19.57,30.73,0.6371,0.019586,0.018449,True,True,True,True
185,WABAG,2003.3,2248.02,-10.89,1630.19,24.92,39.28,0.6343,0.082603,0.067023,True,True,True,True
186,HEROMOTOCO,5735.0,6175.52,-7.13,5151.55,15.92,25.43,0.6258,0.236475,0.211189,True,True,True,True
187,THYROCARE,565.55,662.0,-14.57,480.67,24.72,40.4,0.6119,0.02332,0.019741,True,True,True,True
188,CGCL,224.03,264.53,-15.31,203.09,19.24,31.94,0.6025,0.009238,0.008343,True,True,True,True
189,LLOYDSENGG,90.05,99.48,-9.48,70.29,29.78,49.42,0.6024,0.003713,0.00289,True,True,True,True
190,EXIDEIND,459.6,496.4,-7.41,387.14,17.57,29.5,0.5956,0.018951,0.01589,True,True,True,True
191,CAPLIPOINT,2560.8,2699.0,-5.12,2152.07,19.41,32.64,0.5946,0.105591,0.088389,True,True,True,True
192,ZYDUSLIFE,1120.0,1205.0,-7.05,1021.96,13.3,22.78,0.5837,0.046182,0.041988,True,True,True,True
193,LT,4093.0,4397.05,-6.91,3920.27,14.39,24.67,0.5834,0.16877,0.160859,True,True,True,True
194,SMLMAH,5324.0,5987.9,-11.09,4041.78,33.78,58.31,0.5792,0.219528,0.165903,True,True,True,True
195,TRAVELFOOD,1307.2,1470.9,-11.13,1264.1,17.95,31.33,0.5729,0.053901,0.051887,True,True,True,True
196,ASKAUTOLTD,621.15,687.7,-9.68,483.3,20.64,36.31,0.5686,0.025612,0.019824,True,True,True,True
197,BIOCON,415.55,447.15,-7.07,398.37,14.35,25.23,0.5685,0.017135,0.016362,True,True,True,True
198,JSFB,582.35,606.95,-4.05,468.41,23.26,41.09,0.5661,0.024012,0.019236,True,True,True,True
199,OBEROIRLTY,1886.0,1983.95,-4.94,1703.93,15.1,26.79,0.5637,0.077767,0.069932,True,True,True,True
200,CCL,1082.3,1242.2,-12.87,1071.28,17.89,32.02,0.5589,0.044627,0.044043,True,True,True,True
201,ZYDUSWELL,490.8,611.85,-19.78,490.36,21.82,39.76,0.5489,0.020238,0.020156,True,True,True,True
202,YATHARTH,855.15,918.96,-6.94,771.71,19.88,36.69,0.5418,0.035261,0.031709,True,True,True,True
203,GNFC,582.8,619.0,-5.85,502.73,16.21,30.01,0.54,0.024031,0.020633,True,True,True,True
204,PRUDENT,3353.5,3455.0,-2.94,2798.33,18.39,35.06,0.5246,0.138277,0.114862,True,True,True,True
205,ACE,1182.2,1196.0,-1.15,980.77,18.34,35.04,0.5233,0.048746,0.040231,True,True,True,True
206,V2RETAIL,219.73,259.25,-15.24,215.11,21.05,40.32,0.522,0.00906,0.008831,True,True,True,True
207,HAL,5000.0,5149.9,-2.91,4437.55,13.84,27.08,0.511,0.206169,0.18203,True,True,True,True
208,ABDL,595.0,711.7,-16.4,561.91,20.75,40.85,0.508,0.024534,0.023049,True,True,True,True
209,360ONE,1199.0,1229.07,-2.45,1102.07,14.1,28.3,0.4982,0.049439,0.045204,True,True,True,True
210,EPL,265.61,274.03,-3.07,223.03,15.71,31.59,0.4974,0.010952,0.009159,True,True,True,True
211,JINDALSTEL,1127.8,1303.87,-13.5,1108.75,12.61,27.87,0.4526,0.046503,0.045549,True,True,True,True
212,CARTRADE,3072.9,3290.5,-6.61,2365.17,24.71,55.9,0.4421,0.126707,0.096827,True,True,True,True
213,GABRIEL,1420.6,1596.7,-11.03,1145.28,21.67,49.04,0.442,0.058577,0.047004,True,True,True,True
214,LALPATHLAB,1894.2,1988.9,-4.76,1597.01,12.97,29.88,0.4343,0.078105,0.065578,True,True,True,True
215,ABSLAMC,1008.4,1194.96,-15.61,958.53,15.39,36.13,0.426,0.04158,0.039446,True,True,True,True
216,GPPL,163.54,200.09,-18.27,157.55,12.24,29.24,0.4187,0.006743,0.006456,True,True,True,True
217,TBOTEK,1696.5,1764.8,-3.87,1418.43,16.58,39.88,0.4158,0.069953,0.058079,True,True,True,True
218,KALYANKJIL,603.55,648.95,-7.0,465.78,19.31,46.83,0.4123,0.024887,0.019082,True,True,True,True
219,JLHL,309.75,340.0,-8.9,282.56,9.7,23.61,0.4107,0.012772,0.011594,True,True,True,True
220,PNB,116.55,131.33,-11.25,110.0,11.16,27.29,0.4089,0.004806,0.004509,True,True,True,True
221,3MINDIA,33640.0,37487.1,-10.26,33116.58,12.45,30.63,0.4063,1.387102,1.358307,True,True,True,True
222,COFORGE,1891.7,1975.81,-4.26,1520.94,15.52,38.35,0.4048,0.078002,0.062261,True,True,True,True
223,SMARTWORKS,523.25,619.0,-15.47,464.96,14.13,35.19,0.4017,0.021576,0.019061,True,True,True,True
224,ASTRAL,1528.5,1765.92,-13.44,1489.32,12.17,30.43,0.3999,0.063026,0.061161,True,True,True,True
225,PICCADIL,709.8,809.7,-12.34,630.62,16.89,42.68,0.3956,0.029268,0.02587,True,True,True,True
226,KPRMILL,1151.6,1331.08,-13.48,1018.04,15.99,41.2,0.3881,0.047485,0.041787,True,True,True,True
227,KPIL,1404.5,1468.0,-4.33,1248.11,11.19,29.06,0.385,0.057913,0.051255,True,True,True,True
228,PVRINOX,1216.8,1249.7,-2.63,1039.02,11.0,28.61,0.3846,0.050173,0.042615,True,True,True,True
229,BEL,414.0,472.81,-12.44,412.22,9.55,25.09,0.3805,0.017071,0.016921,True,True,True,True
230,IKS,1786.2,1933.0,-7.59,1665.5,12.94,34.16,0.3787,0.073652,0.068356,True,True,True,True
231,STAR,986.2,1225.26,-19.51,986.06,13.96,37.16,0.3756,0.040665,0.040544,True,True,True,True
232,ZFCVINDIA,2662.0,3038.73,-12.4,2418.69,10.73,30.08,0.3568,0.109764,0.099288,True,True,True,True
233,TECHM,1584.0,1807.04,-12.34,1480.16,9.72,27.31,0.356,0.065314,0.060713,True,True,True,True
234,ENTERO,1423.6,1467.8,-3.01,1196.14,13.15,37.4,0.3515,0.0587,0.049137,True,True,True,True
235,PIDILITIND,1649.0,1707.5,-3.43,1507.74,7.32,21.08,0.3473,0.067994,0.061877,True,True,True,True
236,FEDFINA,156.84,178.48,-12.12,147.06,14.12,42.13,0.3352,0.006467,0.006037,True,True,True,True
237,ANANTRAJ,625.0,742.43,-15.82,552.05,15.45,46.31,0.3336,0.025771,0.022631,True,True,True,True
