rank,symbol,close,high_252,retracement_pct,ema_200,ret_252,vol_252,volar_score,rs_ratio,rs_ema_200,filter1_pass,filter2_pass,filter3_pass,is_qualified
397,GMRAIRPORT,98.31,115.64,-14.99,100.48,10.83,29.69,0.3649,0.004081,0.004126,True,False,False,False
398,TRITURBINE,580.3,787.6,-26.32,581.92,10.45,36.74,0.2844,0.024088,0.023924,False,False,True,False
399,TATACOMM,1694.7,2110.0,-19.68,1727.02,9.43,33.47,0.2817,0.070346,0.070899,True,False,False,False
400,BANKBARODA,241.9,315.3,-23.28,259.72,6.2,27.43,0.2261,0.010041,0.010655,False,False,False,False
401,ONGC,232.25,307.5,-24.47,252.25,4.54,23.29,0.1949,0.009641,0.010369,False,False,False,False
402,GRSE,2612.9,3339.0,-21.75,2595.12,8.54,45.34,0.1884,0.10846,0.106546,False,True,True,False
403,BANCOINDIA,624.4,859.79,-27.38,633.68,8.44,45.97,0.1836,0.025919,0.025981,False,False,False,False
404,RATNAMANI,2611.1,3330.26,-21.59,2459.88,7.71,44.96,0.1715,0.108386,0.101077,False,True,True,False
405,REDTAPE,126.01,161.06,-21.76,127.83,6.17,39.56,0.1559,0.005231,0.005249,False,False,False,False
406,TIMKEN,3149.8,3921.83,-19.69,3280.45,4.13,27.29,0.1513,0.130747,0.134849,True,False,False,False
407,IOC,137.1,184.96,-25.88,143.81,3.88,25.84,0.1504,0.005691,0.005896,False,False,False,False
408,ATUL,6459.5,7144.77,-9.59,6473.49,3.68,25.07,0.1468,0.268131,0.265958,True,False,True,False
409,LINDEINDIA,6504.0,8035.37,-19.06,6802.83,3.5,27.58,0.1267,0.269978,0.279761,True,False,False,False
410,VAIBHAVGBL,221.55,286.08,-22.56,230.41,5.31,43.13,0.123,0.009196,0.009453,False,False,False,False
411,FIEMIND,2087.7,2674.8,-21.95,2186.38,4.05,36.11,0.1121,0.086659,0.089745,False,False,False,False
412,CENTURYPLY,753.8,859.0,-12.25,763.74,2.36,26.61,0.0887,0.03129,0.031343,True,False,False,False
413,NTPC,330.05,414.4,-20.35,355.2,1.67,18.95,0.0881,0.0137,0.0146,False,False,False,False
414,BANDHANBNK,168.25,218.86,-23.13,178.01,2.32,40.71,0.057,0.006984,0.007322,False,False,False,False
415,PTC,157.69,203.54,-22.53,157.38,1.22,31.73,0.0385,0.006546,0.006468,False,True,True,False
416,MMTC,63.07,78.35,-19.5,64.17,1.38,45.47,0.0304,0.002618,0.002634,True,False,False,False
417,HINDPETRO,364.0,483.54,-24.72,379.92,0.99,34.67,0.0286,0.015109,0.015564,False,False,False,False
418,GPIL,239.85,318.68,-24.74,256.52,1.0,36.05,0.0278,0.009956,0.010542,False,False,False,False
419,IDBI,92.66,118.38,-21.73,85.89,0.86,46.58,0.0185,0.003846,0.003514,False,True,True,False
420,NATCOPHARM,853.8,1224.73,-30.29,941.4,0.35,36.58,0.0096,0.035441,0.038706,False,False,False,False
421,BHARTIARTL,1882.4,2147.47,-12.34,1895.91,0.07,19.42,0.0038,0.078138,0.077759,True,False,True,False
422,ATGL,636.5,859.55,-25.95,640.25,0.16,47.58,0.0034,0.026421,0.026321,False,False,True,False
423,ADVENZYMES,299.8,417.2,-28.14,319.76,-0.25,39.1,-0.0064,0.012445,0.013141,False,False,False,False
424,ALKEM,5355.0,5875.53,-8.86,5455.75,-0.14,20.94,-0.0068,0.222284,0.223957,True,False,False,False
425,IGIL,338.95,386.09,-12.21,342.7,-0.28,36.48,-0.0076,0.01407,0.014079,True,False,False,False
426,CIEINDIA,389.95,518.55,-24.8,436.64,-0.75,31.05,-0.0242,0.016187,0.017942,False,False,False,False
427,CESC,148.11,197.2,-24.89,160.16,-1.78,28.35,-0.063,0.006148,0.006578,False,False,False,False
428,GREAVESCOT,194.41,269.69,-27.91,192.16,-3.05,44.41,-0.0688,0.00807,0.007886,False,True,True,False
429,CCAVENUE,15.27,20.5,-25.51,15.92,-2.74,37.52,-0.073,0.000634,0.000652,False,False,False,False
430,HEMIPROP,129.98,190.69,-31.84,136.86,-3.91,44.79,-0.0873,0.005395,0.005618,False,False,False,False
431,TORNTPOWER,1217.7,1817.8,-33.01,1399.69,-2.8,30.62,-0.0916,0.050546,0.057521,False,False,False,False
432,INDIACEM,369.75,485.8,-23.89,391.16,-3.5,31.56,-0.1108,0.015348,0.016041,False,False,False,False
433,POWERGRID,266.05,324.95,-18.13,284.74,-2.26,20.34,-0.1113,0.011044,0.011701,True,False,False,False
434,GALLANTT,577.85,948.0,-39.05,632.2,-6.41,55.34,-0.1158,0.023986,0.025988,False,False,False,False
435,ITI,275.5,372.85,-26.11,290.27,-4.36,36.93,-0.118,0.011436,0.011909,False,False,False,False
436,GICRE,353.3,417.95,-15.47,372.11,-2.69,22.39,-0.1204,0.014665,0.015279,True,False,False,False
437,TATACONSUM,1040.7,1271.94,-18.18,1112.32,-2.81,22.97,-0.1225,0.043199,0.045655,True,False,False,False
438,JPPOWER,16.82,24.5,-31.35,17.53,-6.81,50.1,-0.136,0.000698,0.00072,False,False,False,False
439,MFSL,1564.4,1892.5,-17.34,1602.08,-3.6,25.89,-0.139,0.064938,0.065738,True,False,False,False
440,SBILIFE,1761.1,2129.04,-17.28,1859.18,-2.92,19.7,-0.1483,0.073102,0.076257,True,False,False,False
441,RELIGARE,233.05,280.0,-16.77,240.77,-5.72,37.59,-0.1523,0.009674,0.009882,True,False,False,False
442,JUBLINGREA,683.5,792.33,-13.74,683.63,-5.47,35.82,-0.1526,0.028372,0.028055,True,False,True,False
443,TATAINVEST,638.75,1178.62,-45.81,673.81,-6.69,43.45,-0.154,0.026514,0.027638,False,False,False,False
444,COCHINSHIP,1535.0,1970.73,-22.11,1525.58,-5.95,37.15,-0.1601,0.063717,0.062545,False,True,True,False
445,KSB,793.85,1023.25,-22.42,829.2,-5.06,30.02,-0.1686,0.032952,0.034088,False,False,False,False
446,TIINDIA,2840.0,3415.14,-16.84,2860.31,-6.09,34.42,-0.1769,0.117887,0.117533,True,False,True,False
447,PFC,352.0,476.83,-26.18,398.32,-4.96,27.61,-0.1795,0.014611,0.016376,False,False,False,False
448,NHPC,74.82,87.4,-14.39,78.19,-4.33,23.61,-0.1836,0.003106,0.00321,True,False,False,False
449,BERGEPAINT,494.35,590.09,-16.23,504.24,-5.15,27.84,-0.1848,0.02052,0.020685,True,False,False,False
450,IFBIND,1336.8,2019.8,-33.82,1309.65,-8.18,44.09,-0.1855,0.05549,0.053618,False,True,True,False
451,SUNDARMFIN,4574.4,5612.41,-18.49,4660.74,-5.46,29.12,-0.1876,0.189881,0.191156,True,False,False,False
452,SPLPETRO,700.85,965.13,-27.38,699.51,-7.44,39.36,-0.1891,0.029092,0.028742,False,True,True,False
453,BORORENEW,502.25,721.0,-30.34,544.12,-8.67,41.82,-0.2074,0.020848,0.022322,False,False,False,False
454,BLACKBUCK,588.15,748.0,-21.37,572.83,-8.35,39.41,-0.2119,0.024414,0.023485,False,True,True,False
455,TANLA,544.25,750.08,-27.44,539.46,-10.48,46.15,-0.227,0.022592,0.022125,False,True,True,False
456,AADHARHFC,471.1,563.0,-16.32,488.95,-6.43,26.76,-0.2401,0.019555,0.020072,True,False,False,False
457,LTIM,4675.0,6344.47,-26.31,4552.9,-7.92,32.55,-0.2434,0.194057,0.18622,False,True,True,False
458,PCBL,322.1,413.23,-22.05,308.68,-11.58,46.49,-0.2491,0.01337,0.01266,False,True,True,False
459,AIIL,545.9,683.0,-20.07,524.27,-12.68,49.81,-0.2545,0.02266,0.021489,False,True,True,False
460,KFINTECH,949.95,1198.77,-20.76,941.29,-8.66,33.5,-0.2585,0.039432,0.038564,False,True,True,False
461,MSUMI,37.74,52.82,-28.55,40.42,-7.98,30.76,-0.2596,0.001567,0.001656,False,False,False,False
462,ECLERX,1955.5,2496.12,-21.66,1749.83,-12.16,46.65,-0.2606,0.081172,0.071543,False,True,True,False
463,DRREDDY,1178.0,1405.98,-16.22,1243.16,-6.15,23.4,-0.263,0.048898,0.051055,True,False,False,False
464,HUDCO,183.23,239.22,-23.4,200.02,-8.6,31.91,-0.2695,0.007606,0.008205,False,False,False,False
465,FORCEMOT,17370.0,26450.0,-34.33,18800.17,-12.75,46.71,-0.2729,0.721021,0.771671,False,False,False,False
466,TRIVENI,282.57,487.94,-42.09,357.13,-15.39,55.65,-0.2765,0.011729,0.014672,False,False,False,False
467,HCLTECH,1316.1,1729.01,-23.88,1313.47,-7.84,28.22,-0.278,0.054631,0.053787,False,True,True,False
468,HBLENGINE,674.1,1119.11,-39.76,754.48,-12.27,43.75,-0.2805,0.027982,0.030934,False,False,False,False
469,HDFCAMC,2569.0,2903.74,-11.53,2587.59,-8.84,31.34,-0.2821,0.106638,0.106182,True,False,True,False
470,BDL,1306.0,1648.13,-20.76,1356.4,-11.26,38.46,-0.2929,0.054211,0.055601,False,False,False,False
471,SFL,637.0,832.45,-23.48,649.09,-11.49,39.13,-0.2937,0.026442,0.026657,False,False,False,False
472,HYUNDAI,2267.0,2862.66,-20.81,2049.07,-8.17,27.44,-0.2979,0.094102,0.083947,False,True,True,False
473,SRF,2589.9,3198.01,-19.02,2719.0,-8.76,29.27,-0.2993,0.107506,0.111516,True,False,False,False
474,TATAPOWER,351.85,462.04,-23.85,388.21,-6.28,20.84,-0.3013,0.014605,0.015949,False,False,False,False
475,CSBBANK,336.3,574.4,-41.45,368.24,-13.67,45.32,-0.3016,0.01396,0.01509,False,False,False,False
476,RECLTD,316.8,381.34,-16.93,347.47,-8.39,27.31,-0.3071,0.01315,0.014262,True,False,False,False
477,RITES,217.0,272.1,-20.25,219.18,-10.45,33.92,-0.3081,0.009008,0.008985,False,False,True,False
478,DIXON,14650.0,18471.0,-20.69,12909.58,-12.07,38.88,-0.3104,0.608115,0.52926,False,True,True,False
479,SONATSOFTW,304.6,411.03,-25.89,297.78,-14.25,45.75,-0.3114,0.012644,0.01219,False,True,True,False
480,SUDARSCHEM,1256.9,1595.87,-21.24,999.27,-12.49,39.89,-0.3131,0.052173,0.04096,False,True,True,False
481,TSFINV,407.2,684.57,-40.52,429.15,-13.75,43.05,-0.3194,0.016903,0.017578,False,False,False,False
482,UCOBANK,25.48,33.64,-24.25,26.96,-8.88,27.5,-0.3229,0.001058,0.001105,False,False,False,False
483,BBTC,1563.2,2114.67,-26.08,1594.48,-10.74,32.91,-0.3264,0.064888,0.065314,False,False,False,False
484,RELIANCE,1287.0,1604.38,-19.78,1355.73,-6.64,20.07,-0.3309,0.053423,0.055601,True,False,False,False
485,BRITANNIA,5308.5,6232.21,-14.82,5476.32,-6.39,19.32,-0.3309,0.220353,0.2246,True,False,False,False
486,AARTIDRUGS,418.55,531.7,-21.28,399.77,-10.48,31.4,-0.3337,0.017374,0.016391,False,True,True,False
487,FACT,832.5,1058.6,-21.36,854.0,-13.76,41.03,-0.3353,0.034557,0.035057,False,False,False,False
488,MAHSCOOTER,13696.0,18282.17,-25.09,13202.16,-10.9,31.52,-0.3457,0.568515,0.540988,False,True,True,False
489,TRIDENT,24.32,30.31,-19.77,25.44,-10.45,29.89,-0.3495,0.00101,0.001043,True,False,False,False
490,VOLTAS,1200.0,1577.54,-23.93,1331.74,-10.65,30.42,-0.3502,0.049811,0.054637,False,False,False,False
491,JSL,705.15,879.22,-19.8,730.07,-10.85,30.85,-0.3516,0.02927,0.029946,True,False,False,False
492,NBCC,87.5,124.83,-29.9,97.76,-12.28,34.72,-0.3536,0.003632,0.004007,False,False,False,False
493,CENTRALBK,30.54,40.26,-24.14,33.65,-9.96,28.09,-0.3547,0.001268,0.00138,False,False,False,False
494,ELECTCAST,81.5,102.67,-20.62,77.96,-16.49,46.41,-0.3552,0.003383,0.0032,False,True,True,False
495,MARUTI,13376.0,17197.29,-22.22,13834.43,-8.18,22.92,-0.357,0.555232,0.566878,False,False,False,False
496,DBL,406.95,585.0,-30.44,442.4,-13.04,36.33,-0.359,0.016892,0.018146,False,False,False,False
497,PCJEWELLER,10.94,15.38,-28.87,9.96,-16.1,44.48,-0.3621,0.000454,0.000408,False,True,True,False
498,IEX,121.8,155.9,-21.87,128.65,-11.36,31.28,-0.3631,0.005056,0.005277,False,False,False,False
499,NAVA,564.85,732.56,-22.89,585.08,-13.11,35.81,-0.3661,0.023447,0.024031,False,False,False,False
500,WAAREERTL,878.7,1358.0,-35.29,961.19,-14.24,38.75,-0.3675,0.036474,0.039417,False,False,False,False
501,BECTORFOOD,232.87,297.55,-21.74,214.59,-15.21,41.37,-0.3676,0.009666,0.008786,False,True,True,False
502,SUNTV,474.5,653.93,-27.44,529.3,-12.52,33.89,-0.3693,0.019696,0.021725,False,False,False,False
503,TEGA,1658.7,2125.0,-21.94,1709.11,-12.26,33.14,-0.3701,0.068852,0.070089,False,False,False,False
504,SHARDACROP,783.75,1282.81,-38.9,897.37,-18.59,49.52,-0.3754,0.032533,0.036838,False,False,False,False
505,BLUEJET,577.65,758.17,-23.81,535.82,-18.2,48.2,-0.3776,0.023978,0.021964,False,True,True,False
506,SUBROS,726.2,1213.7,-40.17,791.1,-16.47,43.08,-0.3824,0.030144,0.03241,False,False,False,False
507,OLAELEC,38.98,71.25,-45.29,38.81,-23.3,60.75,-0.3835,0.001618,0.001593,False,True,True,False
508,MRF,132080.0,163308.49,-19.12,135193.54,-9.83,24.48,-0.4016,5.48258,5.54125,True,False,False,False
509,OLECTRA,1312.3,1714.2,-23.45,1281.98,-17.59,43.64,-0.403,0.054473,0.052636,False,True,True,False
510,NTPCGREEN,90.82,119.95,-24.29,96.85,-11.52,28.3,-0.4072,0.00377,0.003979,False,False,False,False
511,ARVINDFASN,450.65,576.98,-21.9,460.57,-14.03,34.07,-0.4117,0.018706,0.018888,False,False,False,False
512,BLUEDART,4989.5,7036.0,-29.09,5243.32,-12.4,29.94,-0.4143,0.207112,0.214952,False,False,False,False
513,CERA,5654.5,6663.07,-15.14,5715.0,-11.55,27.89,-0.4144,0.234716,0.234682,True,False,True,False
514,SARDAEN,508.25,637.3,-20.25,518.96,-13.95,33.24,-0.4196,0.021097,0.021319,False,False,False,False
515,ONESOURCE,1532.2,1925.0,-20.41,1630.14,-17.7,41.71,-0.4244,0.063601,0.066943,False,False,False,False
516,VEDL,287.95,795.0,-63.78,413.56,-31.63,74.15,-0.4266,0.011953,0.016915,False,False,False,False
517,DOMS,2198.9,2762.06,-20.39,2319.49,-11.55,27.03,-0.4272,0.091275,0.095125,False,False,False,False
518,CHOLAHLDNG,1498.8,2062.37,-27.33,1642.59,-15.94,36.88,-0.4323,0.062214,0.067305,False,False,False,False
519,IONEXCHANG,370.2,486.0,-23.83,393.19,-17.16,39.57,-0.4336,0.015367,0.016141,False,False,False,False
520,AFFLE,1620.2,2185.9,-25.88,1578.75,-14.49,33.19,-0.4365,0.067254,0.064697,False,True,True,False
521,LXCHEM,171.34,240.59,-28.78,162.96,-18.9,42.81,-0.4416,0.007112,0.00668,False,True,True,False
522,ESCORTS,3015.5,4112.49,-26.67,3136.56,-13.69,30.74,-0.4453,0.125172,0.128466,False,False,False,False
523,BSOFT,300.9,467.1,-35.58,338.8,-16.86,37.83,-0.4456,0.01249,0.013877,False,False,False,False
524,LTTS,3568.7,4673.3,-23.64,3604.15,-16.19,35.87,-0.4515,0.148135,0.147668,False,False,True,False
525,RAILTEL,278.9,408.55,-31.73,313.03,-17.91,39.62,-0.4519,0.011577,0.012829,False,False,False,False
526,REFEX,287.55,413.68,-30.49,298.73,-24.06,52.7,-0.4565,0.011936,0.012257,False,False,False,False
527,GMRP&UI,93.35,136.95,-31.84,104.78,-17.96,39.09,-0.4593,0.003875,0.004298,False,False,False,False
528,ANUP,1800.5,2559.39,-29.65,2048.55,-20.62,44.71,-0.4612,0.074738,0.084006,False,False,False,False
529,EIEL,199.23,276.1,-27.84,204.88,-22.1,47.37,-0.4665,0.00827,0.008405,False,False,False,False
530,FSL,269.3,371.59,-27.53,272.72,-22.26,47.66,-0.467,0.011179,0.011163,False,False,True,False
531,MOIL,258.25,398.62,-35.21,299.5,-18.93,40.05,-0.4728,0.01072,0.012275,False,False,False,False
532,GMMPFAUDLR,1026.7,1304.86,-21.32,929.54,-15.42,32.27,-0.478,0.042618,0.038053,False,True,True,False
533,TEXRAIL,109.44,153.0,-28.47,114.07,-20.5,42.71,-0.48,0.004543,0.004672,False,False,False,False
534,CAMPUS,226.14,294.65,-23.25,240.48,-12.82,26.61,-0.4816,0.009387,0.00986,False,False,False,False
535,JSLL,512.5,849.5,-39.67,646.97,-26.59,54.92,-0.4841,0.021274,0.02655,False,False,False,False
536,RENUKA,24.14,33.5,-27.94,24.85,-17.24,35.42,-0.4868,0.001002,0.001019,False,False,False,False
537,DATAMATICS,791.9,1048.31,-24.46,795.42,-20.24,41.37,-0.4892,0.032871,0.032636,False,False,True,False
538,SOBHA,1270.2,1724.93,-26.36,1395.69,-15.31,31.22,-0.4902,0.052725,0.057227,False,False,False,False
539,SURYAROSNI,220.46,308.07,-28.44,244.64,-19.28,38.47,-0.5012,0.009151,0.010031,False,False,False,False
540,DEVYANI,139.94,191.0,-26.73,127.06,-19.62,39.03,-0.5026,0.005809,0.005203,False,True,True,False
541,IRB,19.07,23.84,-19.99,20.74,-12.89,25.65,-0.5026,0.000792,0.000852,True,False,False,False
542,SUNTECK,306.0,472.5,-35.24,339.2,-21.01,41.8,-0.5027,0.012702,0.013876,False,False,False,False
543,WAAREEENER,2640.0,3862.83,-31.66,2939.13,-19.1,37.59,-0.5083,0.109585,0.120667,False,False,False,False
544,MGL,1092.6,1341.92,-18.58,1114.29,-15.22,29.56,-0.5149,0.045353,0.045702,True,False,False,False
545,POWERMECH,2580.6,3233.59,-20.19,2494.53,-19.82,38.44,-0.5155,0.10712,0.102421,False,True,True,False
546,KITEX,128.4,232.7,-44.82,164.73,-27.87,53.92,-0.5169,0.00533,0.006746,False,False,False,False
547,ELECON,425.25,632.51,-32.77,478.03,-23.17,44.72,-0.518,0.017652,0.019618,False,False,False,False
548,RELAXO,356.75,526.0,-32.18,371.8,-23.39,44.35,-0.5274,0.014809,0.015225,False,False,False,False
549,DCMSHRIRAM,1022.3,1400.48,-27.0,1094.08,-16.84,31.92,-0.5276,0.042435,0.04487,False,False,False,False
550,KANSAINER,195.77,260.89,-24.96,209.93,-14.84,28.08,-0.5284,0.008126,0.008606,False,False,False,False
551,TIMETECHNO,186.29,249.15,-25.23,189.9,-19.2,36.3,-0.5289,0.007733,0.007787,False,False,False,False
552,BHARTIHEXA,1550.1,1934.32,-19.86,1578.84,-14.81,27.93,-0.5303,0.064344,0.06473,True,False,False,False
553,HDBFS,679.35,796.67,-14.73,698.27,-13.53,25.29,-0.5351,0.0282,0.028626,True,False,False,False
554,SANOFICONR,4213.7,5275.81,-20.13,4528.4,-16.54,30.59,-0.5408,0.174909,0.185973,False,False,False,False
555,IOB,32.81,41.8,-21.51,34.82,-14.06,25.74,-0.5465,0.001362,0.001428,False,False,False,False
556,PFIZER,4703.8,5489.44,-14.31,4733.11,-12.56,22.77,-0.5513,0.195253,0.194138,True,False,True,False
557,MAXHEALTH,1014.1,1219.73,-16.86,1057.96,-14.15,25.64,-0.5521,0.042095,0.043404,True,False,False,False
558,JSWCEMENT,125.24,161.55,-22.48,127.95,-16.47,29.78,-0.5531,0.005199,0.005256,False,False,False,False
559,WESTLIFE,555.75,774.46,-28.24,524.17,-21.52,38.83,-0.5542,0.023069,0.021481,False,True,True,False
560,SUZLON,46.79,61.5,-23.92,51.71,-17.87,31.92,-0.5598,0.001942,0.002123,False,False,False,False
561,JWL,245.1,358.25,-31.58,279.82,-25.65,44.41,-0.5775,0.010174,0.011471,False,False,False,False
562,ABREL,1387.0,1961.88,-29.3,1438.17,-22.31,38.53,-0.5789,0.057574,0.058892,False,False,False,False
563,RHIM,369.35,508.3,-27.34,408.05,-23.38,40.29,-0.5804,0.015332,0.016717,False,False,False,False
564,MEDPLUS,676.35,1022.2,-33.83,802.68,-17.64,30.09,-0.5864,0.028075,0.032968,False,False,False,False
565,RCF,119.81,161.77,-25.94,130.18,-19.83,33.64,-0.5894,0.004973,0.005338,False,False,False,False
566,HERITGFOOD,370.55,535.95,-30.86,363.92,-19.9,33.51,-0.5938,0.015381,0.014892,False,True,True,False
567,PURVA,215.78,305.0,-29.25,223.54,-25.27,42.3,-0.5974,0.008957,0.009158,False,False,False,False
568,MASTEK,1885.4,2587.07,-27.12,1801.94,-24.61,40.59,-0.6064,0.078262,0.073762,False,True,True,False
569,PARADEEP,165.88,231.0,-28.19,140.97,-26.53,43.58,-0.6087,0.006886,0.005775,False,True,True,False
570,RAMCOCEM,895.65,1211.19,-26.05,959.74,-15.56,25.56,-0.6088,0.037178,0.039334,False,False,False,False
571,IREDA,117.02,162.49,-27.98,128.2,-18.4,30.01,-0.6132,0.004857,0.005257,False,False,False,False
572,VBL,414.0,555.18,-25.43,471.09,-18.32,29.77,-0.6154,0.017185,0.019348,False,False,False,False
573,JUBLPHARMA,882.65,1178.7,-25.12,962.51,-17.64,28.62,-0.6161,0.036638,0.039465,False,False,False,False
574,AAVAS,1275.5,1771.9,-28.02,1424.13,-18.88,30.43,-0.6203,0.052945,0.058392,False,False,False,False
575,SAPPHIRE,231.5,347.9,-33.46,210.79,-28.51,45.68,-0.624,0.009609,0.008624,False,True,True,False
576,SWSOLAR,195.37,281.7,-30.65,213.51,-26.73,42.83,-0.6242,0.00811,0.008756,False,False,False,False
577,JAIBALAJI,69.23,108.0,-35.9,72.37,-31.48,50.35,-0.6251,0.002874,0.002969,False,False,False,False
578,COROMANDEL,1913.7,2486.77,-23.04,2064.16,-18.92,29.96,-0.6318,0.079437,0.084586,False,False,False,False
579,UPL,571.0,804.41,-29.02,632.16,-20.27,31.65,-0.6404,0.023702,0.025905,False,False,False,False
580,WEBELSOLAR,77.84,141.5,-44.99,96.78,-37.89,58.64,-0.646,0.003231,0.003973,False,False,False,False
581,EMBDL,62.78,105.7,-40.61,65.71,-34.72,52.55,-0.6607,0.002606,0.00269,False,False,False,False
582,TARIL,303.45,552.0,-45.03,325.65,-39.32,59.45,-0.6613,0.012596,0.013363,False,False,False,False
583,IRCON,122.4,188.01,-34.9,141.86,-25.04,37.74,-0.6634,0.005081,0.005811,False,False,False,False
584,BLUESTARCO,1480.0,2030.04,-27.1,1691.19,-20.25,30.49,-0.6642,0.061434,0.069365,False,False,False,False
585,ICICIGI,1562.0,2057.09,-24.07,1778.55,-16.0,23.95,-0.6682,0.064838,0.07295,False,False,False,False
586,NEWGEN,567.1,1030.41,-44.96,580.59,-35.97,52.93,-0.6796,0.02354,0.023698,False,False,False,False
587,KAYNES,3943.1,7705.0,-48.82,3975.93,-36.38,53.2,-0.6838,0.163676,0.162607,False,False,True,False
588,SAFARI,1509.7,2504.02,-39.71,1703.74,-24.88,35.79,-0.6952,0.062667,0.069683,False,False,False,False
589,APTUS,256.15,347.6,-26.31,268.27,-22.55,32.34,-0.6972,0.010633,0.011001,False,False,False,False
590,SAMHI,156.01,222.0,-29.73,170.51,-25.05,35.87,-0.6984,0.006476,0.006987,False,False,False,False
591,GHCL,441.45,649.68,-32.05,473.38,-18.97,27.03,-0.702,0.018324,0.019389,False,False,False,False
592,GSFC,157.97,215.43,-26.67,168.6,-19.05,26.97,-0.7064,0.006557,0.006913,False,False,False,False
593,JMFINANCIL,129.29,190.77,-32.23,131.05,-28.99,40.96,-0.7077,0.005367,0.005371,False,False,False,False
594,TARC,117.9,186.3,-36.71,135.88,-29.65,41.47,-0.7149,0.004894,0.005563,False,False,False,False
595,DBREALTY,107.37,184.8,-41.9,120.06,-36.58,51.05,-0.7166,0.004457,0.004919,False,False,False,False
596,ICICIPRULI,506.0,704.36,-28.16,545.44,-17.61,24.5,-0.7188,0.021004,0.022339,False,False,False,False
597,JUBLFOOD,490.45,665.86,-26.34,489.13,-23.25,31.96,-0.7273,0.020358,0.020028,False,True,True,False
598,PRSMJOHNSN,111.18,176.0,-36.83,122.69,-25.59,34.98,-0.7316,0.004615,0.00503,False,False,False,False
599,VIPIND,305.8,454.3,-32.69,329.94,-27.32,37.0,-0.7384,0.012694,0.013513,False,False,False,False
600,LATENTVIEW,279.6,517.5,-45.97,331.61,-34.2,46.14,-0.7412,0.011606,0.013551,False,False,False,False
601,BLS,239.03,372.3,-35.8,274.84,-35.17,47.42,-0.7417,0.009922,0.011262,False,False,False,False
602,HAPPSTMNDS,408.0,574.71,-29.01,407.69,-28.79,38.36,-0.7504,0.016936,0.016701,False,True,True,False
603,INFY,1144.0,1691.4,-32.36,1236.26,-22.42,29.78,-0.753,0.047487,0.050609,False,False,False,False
604,STYRENIX,2020.8,2678.51,-24.56,2213.34,-23.14,30.72,-0.7533,0.083882,0.090899,False,False,False,False
605,SUPREMEIND,3636.9,4596.8,-20.88,3597.44,-19.7,26.15,-0.7535,0.150966,0.147659,False,True,True,False
606,COLPAL,1826.9,2448.35,-25.38,2064.89,-18.2,23.81,-0.7643,0.075834,0.084724,False,False,False,False
607,IXIGO,163.36,339.15,-51.83,194.51,-42.58,55.59,-0.7661,0.006781,0.007953,False,False,False,False
608,INTELLECT,679.7,1232.73,-44.86,773.85,-30.2,39.0,-0.7743,0.028214,0.031657,False,False,False,False
609,HEXT,555.7,806.97,-31.14,565.33,-30.85,39.78,-0.7754,0.023067,0.023125,False,False,False,False
610,AWL,196.27,281.43,-30.26,203.61,-21.69,27.88,-0.7781,0.008147,0.008339,False,False,False,False
611,DALBHARAT,1845.3,2484.34,-25.72,1893.96,-21.01,26.94,-0.7801,0.076598,0.077601,False,False,False,False
612,DMART,3830.6,4949.5,-22.61,4083.88,-18.78,24.03,-0.7817,0.159006,0.167766,False,False,False,False
613,JKCEMENT,5168.5,7098.08,-27.18,5495.86,-25.18,32.1,-0.7844,0.214542,0.22537,False,False,False,False
614,GODFRYPHLP,2123.7,3868.28,-45.1,2278.64,-38.23,48.74,-0.7844,0.088154,0.093336,False,False,False,False
615,TTML,38.84,60.62,-35.93,43.87,-32.03,40.67,-0.7875,0.001612,0.001797,False,False,False,False
616,SBICARD,641.05,961.63,-33.34,694.87,-21.14,26.66,-0.7928,0.02661,0.028437,False,False,False,False
617,AHLUCONT,641.1,1077.95,-40.53,831.19,-30.6,38.34,-0.7981,0.026612,0.03406,False,False,False,False
618,NFL,71.09,101.34,-29.85,77.38,-23.9,29.92,-0.7986,0.002951,0.003171,False,False,False,False
619,EUREKAFORB,427.75,668.3,-35.99,487.04,-25.62,31.84,-0.8044,0.017756,0.019946,False,False,False,False
620,NESCO,1048.4,1628.41,-35.62,1131.01,-26.99,33.37,-0.809,0.043519,0.046378,False,False,False,False
621,TCS,2342.0,3287.16,-28.75,2482.39,-22.74,27.95,-0.8135,0.097215,0.101613,False,False,False,False
622,ELLEN,319.8,559.8,-42.87,299.6,-39.51,48.49,-0.8149,0.013275,0.01225,False,True,True,False
623,CLEAN,836.45,1214.89,-31.15,833.32,-25.84,31.62,-0.8172,0.034721,0.034147,False,True,True,False
624,ABBOTINDIA,26175.0,32025.59,-18.27,26958.3,-15.99,19.51,-0.8194,1.086512,1.10607,True,False,False,False
625,HAVELLS,1222.9,1608.14,-23.96,1288.25,-18.79,22.88,-0.8211,0.050762,0.052799,False,False,False,False
626,TECHNOE,1025.5,1565.32,-34.49,1108.48,-32.2,39.12,-0.8231,0.042568,0.045473,False,False,False,False
627,PAGEIND,35985.0,46547.97,-22.69,37865.49,-19.89,24.08,-0.8259,1.493721,1.554511,False,False,False,False
628,CHAMBLFERT,421.55,566.87,-25.64,454.64,-21.87,26.42,-0.8277,0.017498,0.018664,False,False,False,False
629,FINPIPE,160.56,222.5,-27.84,173.81,-22.89,27.28,-0.8392,0.006665,0.00713,False,False,False,False
