rank,symbol,sector,close,high_252,distance_52wh_pct,ema_200,ema_200_ratio,ret_252,vol_252,volar_score,volume,is_delisted,filter1_pass,filter2_pass,filter3_pass,is_qualified,rrg_rs_ratio,rrg_rs_momentum,rrg_quadrant,passed_rrg
611,DALBHARAT,REALTY,1845.3,2484.34,-25.72,1893.96,0.9743,-21.01,26.94,-0.7801,72320.0,False,False,False,False,False,102.7,98.74,WEAKENING,True
612,DMART,CONSDUR,3830.6,4949.5,-22.61,4083.88,0.938,-18.78,24.03,-0.7817,276877.0,False,False,False,False,False,95.37,99.05,LAGGING,True
613,JKCEMENT,REALTY,5168.5,7098.08,-27.18,5495.86,0.9404,-25.18,32.1,-0.7844,26769.0,False,False,False,False,False,95.64,98.84,LAGGING,True
614,GODFRYPHLP,FMCG,2123.7,3868.28,-45.1,2278.64,0.932,-38.23,48.74,-0.7844,125235.0,False,False,False,False,False,99.87,101.3,IMPROVING,True
615,TTML,INFRA_MEDIA,38.84,60.62,-35.93,43.87,0.8853,-32.03,40.67,-0.7875,50962825.0,False,False,False,False,False,97.25,105.37,IMPROVING,True
616,SBICARD,FINSERV,641.05,961.63,-33.34,694.87,0.9225,-21.14,26.66,-0.7928,1398856.0,False,False,False,False,False,101.66,99.82,WEAKENING,True
617,AHLUCONT,REALTY,641.1,1077.95,-40.53,831.19,0.7713,-30.6,38.34,-0.7981,80833.0,False,False,False,False,False,79.8,96.57,LAGGING,True
618,NFL,CHEMICALS,71.09,101.34,-29.85,77.38,0.9187,-23.9,29.92,-0.7986,337128.0,False,False,False,False,False,98.25,101.39,IMPROVING,True
619,EUREKAFORB,CONSDUR,427.75,668.3,-35.99,487.04,0.8783,-25.62,31.84,-0.8044,101179.0,False,False,False,False,False,95.5,102.35,IMPROVING,True
620,NESCO,INFRA_MEDIA,1048.4,1628.41,-35.62,1131.01,0.927,-26.99,33.37,-0.809,219548.0,False,False,False,False,False,98.75,102.65,IMPROVING,True
621,TCS,IT,2342.0,3287.16,-28.75,2482.39,0.9434,-22.74,27.95,-0.8135,4054069.0,False,False,False,False,False,104.99,102.19,LEADING,True
622,ELLEN,CHEMICALS,319.8,559.8,-42.87,299.6,1.0674,-39.51,48.49,-0.8149,277761.0,False,False,True,True,False,110.82,97.93,WEAKENING,True
623,CLEAN,CHEMICALS,836.45,1214.89,-31.15,833.32,1.0038,-25.84,31.62,-0.8172,253666.0,False,False,True,True,False,107.48,100.74,LEADING,True
624,ABBOTINDIA,PHARMA,26175.0,32025.59,-18.27,26958.3,0.9709,-15.99,19.51,-0.8194,6550.0,False,True,False,False,False,98.37,99.36,LAGGING,True
625,HAVELLS,CAPGOODS,1222.9,1608.14,-23.96,1288.25,0.9493,-18.79,22.88,-0.8211,1778490.0,False,False,False,False,False,99.95,96.3,LAGGING,True
626,TECHNOE,REALTY,1025.5,1565.32,-34.49,1108.48,0.9251,-32.2,39.12,-0.8231,272844.0,False,False,False,False,False,100.33,104.19,LEADING,True
627,PAGEIND,CONSDUR,35985.0,46547.97,-22.69,37865.49,0.9503,-19.89,24.08,-0.8259,13087.0,False,False,False,False,False,92.2,101.98,IMPROVING,True
628,CHAMBLFERT,CHEMICALS,421.55,566.87,-25.64,454.64,0.9272,-21.87,26.42,-0.8277,336671.0,False,False,False,False,False,94.9,99.36,LAGGING,True
629,FINPIPE,CAPGOODS,160.56,222.5,-27.84,173.81,0.9238,-22.89,27.28,-0.8392,300382.0,False,False,False,False,False,96.79,101.2,IMPROVING,True
630,MANYAVAR,CONSDUR,547.8,779.0,-29.68,485.02,1.1294,-28.93,34.41,-0.841,255004.0,False,False,True,True,False,121.72,98.88,WEAKENING,True
631,SIGNATURE,REALTY,779.25,1158.0,-32.71,878.52,0.887,-30.54,36.02,-0.848,166979.0,False,False,False,False,False,98.52,99.11,LAGGING,True
632,INDIASHLTR,FINSERV,649.85,956.14,-32.03,766.04,0.8483,-27.21,31.94,-0.8518,55916.0,False,False,False,False,False,88.69,99.77,LAGGING,True
633,ERIS,PHARMA,1314.8,1809.09,-27.32,1420.91,0.9253,-25.26,29.57,-0.8544,86138.0,False,False,False,False,False,94.24,100.16,IMPROVING,True
634,SHAKTIPUMP,CAPGOODS,493.55,912.2,-45.89,585.47,0.843,-39.09,45.11,-0.8666,279592.0,False,False,False,False,False,92.26,100.58,IMPROVING,True
635,THOMASCOOK,CONSDUR,108.43,180.73,-40.0,112.96,0.9599,-37.47,42.8,-0.8755,841847.0,False,False,False,False,False,103.67,101.99,LEADING,True
636,NUVOCO,REALTY,324.85,477.5,-31.97,335.48,0.9683,-30.04,34.29,-0.876,236387.0,False,False,False,False,False,98.29,100.66,IMPROVING,True
637,JIOFIN,FINSERV,238.4,320.85,-25.7,254.02,0.9385,-24.32,27.53,-0.8834,7150998.0,False,False,False,False,False,98.46,98.6,LAGGING,True
638,KPIGREEN,ENERGY,314.25,541.7,-41.99,405.74,0.7745,-36.85,41.61,-0.8855,444520.0,False,False,False,False,False,84.48,102.95,IMPROVING,True
639,KSCL,FMCG,786.8,1218.71,-35.44,896.15,0.878,-31.58,34.98,-0.9027,70765.0,False,False,False,False,False,94.89,102.84,IMPROVING,True
640,ACI,CHEMICALS,484.3,722.59,-32.98,555.44,0.8719,-28.99,31.98,-0.9065,390477.0,False,False,False,False,False,92.16,97.89,LAGGING,True
641,SHREECEM,REALTY,24000.0,30583.61,-21.53,25922.23,0.9258,-19.86,21.79,-0.9115,20074.0,False,False,False,False,False,93.28,99.02,LAGGING,True
642,RVNL,REALTY,214.22,398.2,-46.2,269.83,0.7939,-31.06,33.89,-0.9165,2941255.0,False,False,False,False,False,94.22,97.75,LAGGING,True
643,EIHOTEL,CONSDUR,297.8,432.84,-31.2,327.04,0.9106,-26.22,28.54,-0.9186,52017.0,False,False,False,False,False,93.63,100.12,IMPROVING,True
644,BIRLACORPN,REALTY,881.2,1328.83,-33.69,985.84,0.8939,-29.87,32.38,-0.9225,32452.0,False,False,False,False,False,94.63,100.56,IMPROVING,True
645,ZAGGLE,IT,190.26,409.2,-53.5,246.85,0.7708,-52.06,56.32,-0.9244,1160425.0,False,False,False,False,False,94.4,103.59,IMPROVING,True
646,SWIGGY,CONSDUR,280.5,474.0,-40.82,297.71,0.9422,-34.85,37.23,-0.936,4825338.0,False,False,False,False,False,104.54,99.4,WEAKENING,True
647,KNRCON,REALTY,124.55,220.0,-43.39,139.71,0.8915,-35.86,38.17,-0.9394,2939674.0,False,False,False,False,False,97.12,99.27,LAGGING,True
648,CROMPTON,CONSDUR,233.0,333.49,-30.13,263.73,0.8835,-27.43,29.1,-0.9427,5656422.0,False,False,False,False,False,91.22,96.88,LAGGING,True
649,COHANCE,PHARMA,449.9,1038.9,-56.69,485.92,0.9259,-48.92,51.28,-0.9541,272982.0,False,False,False,False,False,101.85,98.82,WEAKENING,True
650,ABFRL,CONSDUR,52.49,94.95,-44.72,67.49,0.7777,-36.42,37.9,-0.9609,4611357.0,False,False,False,False,False,90.45,98.24,LAGGING,True
651,MAPMYINDIA,IT,965.9,1992.15,-51.51,1136.21,0.8501,-42.99,44.64,-0.9629,250732.0,False,False,False,False,False,95.27,97.33,LAGGING,True
652,RAYMONDLSL,CONSDUR,691.35,1348.3,-48.72,840.44,0.8226,-40.0,41.48,-0.9644,69558.0,False,False,False,False,False,93.77,97.4,LAGGING,True
653,TRENT,CONSDUR,2898.0,5665.63,-48.85,3187.64,0.9091,-45.19,46.64,-0.9689,469911.0,False,False,False,False,False,96.54,99.88,LAGGING,True
654,NCC,REALTY,148.4,218.93,-32.22,154.68,0.9594,-28.91,29.73,-0.9725,1458322.0,False,False,False,False,False,104.01,103.06,LEADING,True
655,GODREJCP,FMCG,915.0,1284.14,-28.75,1064.29,0.8597,-25.89,26.3,-0.9845,930774.0,False,False,False,False,False,90.07,99.81,LAGGING,True
656,ASHOKA,REALTY,112.65,214.5,-47.48,137.14,0.8214,-36.89,37.39,-0.9865,294687.0,False,False,False,False,False,92.15,101.44,IMPROVING,True
657,VMM,CONSDUR,107.0,155.32,-31.11,118.97,0.8994,-30.13,30.48,-0.9886,5132761.0,False,False,False,False,False,96.08,101.44,IMPROVING,True
658,SWANCORP,CHEMICALS,298.15,505.75,-41.05,351.03,0.8494,-34.25,34.62,-0.9891,698162.0,False,False,False,False,False,96.12,99.51,LAGGING,True
659,WHIRLPOOL,CONSDUR,813.25,1428.46,-43.07,882.72,0.9213,-36.09,36.17,-0.9976,893000.0,False,False,False,False,False,103.75,105.27,LEADING,True
660,TATAELXSI,IT,3685.0,5845.18,-36.96,4292.13,0.8585,-31.53,31.56,-0.999,303505.0,False,False,False,False,False,99.94,101.84,IMPROVING,True
661,TATACHEM,CHEMICALS,655.75,1011.1,-35.15,723.96,0.9058,-28.81,28.6,-1.0072,1439859.0,False,False,False,False,False,96.29,104.21,IMPROVING,True
662,BAYERCROP,CHEMICALS,4048.7,5305.22,-23.68,4400.01,0.9202,-21.42,21.26,-1.0078,12947.0,False,False,False,False,False,98.58,100.17,IMPROVING,True
663,CELLO,CONSDUR,350.8,670.83,-47.71,425.13,0.8252,-34.7,33.99,-1.0208,156223.0,False,False,False,False,False,97.24,99.07,LAGGING,True
664,WIPRO,IT,180.95,263.22,-31.26,199.28,0.908,-25.51,24.91,-1.0239,14686269.0,False,False,False,False,False,102.24,101.24,LEADING,True
665,RTNPOWER,ENERGY,7.95,12.84,-38.08,9.25,0.8592,-33.36,32.4,-1.0297,17525647.0,False,False,False,False,False,92.35,102.27,IMPROVING,True
666,AURIONPRO,IT,707.6,1343.93,-47.35,892.73,0.7926,-45.89,44.56,-1.03,204145.0,False,False,False,False,False,89.75,102.99,IMPROVING,True
667,AMBUJACEM,REALTY,412.05,597.84,-31.08,461.69,0.8925,-27.71,26.89,-1.0302,2152464.0,False,False,False,False,False,97.03,100.67,IMPROVING,True
668,ZENSARTECH,IT,470.6,845.39,-44.33,549.59,0.8563,-39.88,38.61,-1.0328,1834114.0,False,False,False,False,False,97.72,98.52,LAGGING,True
669,IGL,ENERGY,147.61,219.29,-32.69,165.91,0.8897,-27.01,26.06,-1.0366,2537531.0,False,False,False,False,False,96.17,100.65,IMPROVING,True
670,BATAINDIA,CONSDUR,681.3,1223.99,-44.34,755.02,0.9024,-32.97,31.8,-1.0368,80053.0,False,False,False,False,False,100.99,97.49,WEAKENING,True
671,BIKAJI,FMCG,618.8,817.1,-24.27,658.46,0.9398,-22.37,21.55,-1.0383,244238.0,False,False,False,False,False,98.17,102.96,IMPROVING,True
672,AFCONS,REALTY,286.65,476.09,-39.79,323.38,0.8864,-33.45,32.0,-1.0455,728796.0,False,False,False,False,False,99.52,103.66,IMPROVING,True
673,IRFC,FINSERV,83.9,135.73,-38.19,100.38,0.8358,-29.45,28.11,-1.0474,6872970.0,False,False,False,False,False,94.82,99.75,LAGGING,True
674,TMPV,AUTO,319.4,733.61,-56.46,377.37,0.8464,-52.75,50.35,-1.0477,5852894.0,False,False,False,False,False,95.36,102.19,IMPROVING,True
675,SKFINDIA,CAPGOODS,1571.3,4953.04,-68.28,1880.99,0.8354,-64.64,61.42,-1.0525,129396.0,False,False,False,False,False,101.37,98.89,WEAKENING,True
676,ITCHOTELS,CONSDUR,162.73,252.02,-35.43,174.08,0.9348,-31.51,29.77,-1.0585,1319791.0,False,False,False,False,False,95.71,98.9,LAGGING,True
677,PNCINFRA,REALTY,195.22,324.36,-39.81,229.42,0.8509,-34.85,32.88,-1.0601,361612.0,False,False,False,False,False,85.08,95.67,LAGGING,True
678,SJVN,INFRA_MEDIA,64.88,97.93,-33.75,73.55,0.8821,-33.03,31.04,-1.064,1275895.0,False,False,False,False,False,94.81,100.27,IMPROVING,True
679,RPOWER,ENERGY,22.45,50.73,-55.75,28.82,0.7791,-49.81,46.69,-1.0667,10849559.0,False,False,False,False,False,93.59,101.28,IMPROVING,True
680,GILLETTE,FMCG,7316.0,10437.38,-29.91,7949.41,0.9203,-24.67,23.09,-1.0682,14848.0,False,False,False,False,False,96.29,99.4,LAGGING,True
681,TRANSRAILL,CAPGOODS,452.75,818.09,-44.66,530.16,0.854,-40.12,37.4,-1.0726,359968.0,False,False,False,False,False,93.09,99.19,LAGGING,True
682,ROUTE,INFRA_MEDIA,509.35,872.04,-41.59,571.28,0.8916,-39.42,36.55,-1.0784,128361.0,False,False,False,False,False,96.05,101.64,IMPROVING,True
683,DABUR,FMCG,386.0,566.62,-31.88,446.21,0.8651,-24.76,22.78,-1.0867,1925866.0,False,False,False,False,False,92.64,98.43,LAGGING,True
684,CRIZAC,CONSDUR,172.9,375.59,-53.97,216.68,0.7979,-46.77,42.67,-1.0961,149889.0,False,False,False,False,False,91.68,101.51,IMPROVING,True
685,VIKRAMSOLR,CAPGOODS,172.71,407.95,-57.66,205.68,0.8397,-51.54,46.75,-1.1024,1282945.0,False,False,False,False,False,96.08,101.91,IMPROVING,True
686,UTIAMC,FINSERV,887.7,1362.82,-34.86,968.93,0.9162,-31.55,28.54,-1.1055,50141.0,False,False,False,False,False,97.59,100.02,IMPROVING,True
687,LEMONTREE,CONSDUR,108.53,180.68,-39.93,121.82,0.8909,-34.3,30.92,-1.1095,9179975.0,False,False,False,False,False,96.54,100.62,IMPROVING,True
688,ABLBL,CONSDUR,84.6,150.53,-43.8,103.41,0.8181,-38.77,34.63,-1.1195,252167.0,False,False,False,False,False,91.32,99.6,LAGGING,True
689,RTNINDIA,CONSDUR,30.24,64.0,-52.75,35.73,0.8462,-48.04,42.67,-1.1259,726146.0,False,False,False,False,False,94.97,102.04,IMPROVING,True
690,HINDUNILVR,FMCG,2010.4,2701.08,-25.57,2198.65,0.9144,-23.98,21.25,-1.1288,933212.0,False,False,False,False,False,95.7,100.45,IMPROVING,True
691,BAJAJHFL,FINSERV,85.0,117.0,-27.35,90.19,0.9424,-24.33,21.42,-1.1359,1693097.0,False,False,False,False,False,98.87,101.12,IMPROVING,True
692,EIDPARRY,FMCG,805.3,1176.0,-31.52,838.44,0.9605,-31.49,27.01,-1.1659,567851.0,False,False,False,False,False,105.44,100.26,LEADING,True
693,SYNGENE,PHARMA,403.4,677.03,-40.42,471.11,0.8563,-37.65,32.01,-1.176,293096.0,False,False,False,False,False,97.76,101.27,IMPROVING,True
694,GODIGIT,FINSERV,262.35,381.4,-31.21,306.41,0.8562,-29.18,24.74,-1.1797,368020.0,False,False,False,False,False,93.64,103.52,IMPROVING,True
695,FIRSTCRY,CONSDUR,185.48,438.7,-57.72,243.85,0.7606,-50.57,42.61,-1.1868,752050.0,False,False,False,False,False,88.35,96.52,LAGGING,True
696,HDFCBANK,FINSERV,720.3,1003.9,-28.25,812.15,0.8869,-24.78,20.76,-1.1933,16494301.0,False,False,False,False,False,94.71,100.59,IMPROVING,True
697,ACC,REALTY,1306.4,1975.57,-33.87,1471.79,0.8876,-26.94,22.22,-1.2126,65574.0,False,False,False,False,False,97.33,100.7,IMPROVING,True
698,RALLIS,CHEMICALS,209.63,367.2,-42.91,244.41,0.8577,-42.03,34.53,-1.2171,387772.0,False,False,False,False,False,95.14,100.05,IMPROVING,True
699,AWFIS,INFRA_MEDIA,253.25,639.4,-60.39,354.12,0.7152,-56.01,45.61,-1.2279,409033.0,False,False,False,False,False,89.55,96.82,LAGGING,True
700,KPITTECH,IT,609.4,1313.89,-53.62,784.62,0.7767,-48.68,39.23,-1.2408,5637989.0,False,False,False,False,False,101.54,105.5,LEADING,True
701,NETWORK18,INFRA_MEDIA,28.8,58.1,-50.43,35.02,0.8225,-46.16,36.35,-1.27,4626567.0,False,False,False,False,False,95.18,99.17,LAGGING,True
702,UBL,FMCG,1334.1,1868.7,-28.61,1477.59,0.9029,-27.52,21.5,-1.28,36542.0,False,False,False,False,False,98.31,99.29,LAGGING,True
703,PIIND,CHEMICALS,2420.1,3812.93,-36.53,2935.05,0.8246,-35.76,27.61,-1.2951,249992.0,False,False,False,False,False,92.54,99.09,LAGGING,True
704,KEC,REALTY,425.8,927.0,-54.07,558.89,0.7619,-47.38,36.42,-1.3011,486493.0,False,False,False,False,False,90.2,101.59,IMPROVING,True
705,INOXWIND,CAPGOODS,71.79,159.3,-54.93,97.46,0.7366,-49.45,37.74,-1.3104,7058151.0,False,False,False,False,False,90.37,99.49,LAGGING,True
706,EMAMILTD,FMCG,379.4,606.01,-37.39,443.17,0.8561,-32.45,24.7,-1.3134,1065144.0,False,False,False,False,False,93.77,95.66,LAGGING,True
707,HDFCLIFE,FINSERV,548.0,800.15,-31.51,620.82,0.8827,-29.18,22.06,-1.3232,2076182.0,False,False,False,False,False,98.73,101.3,IMPROVING,True
708,HGINFRA,REALTY,496.5,1046.12,-52.54,627.28,0.7915,-49.0,36.93,-1.327,52973.0,False,False,False,False,False,91.76,99.45,LAGGING,True
709,JYOTHYLAB,FMCG,207.4,340.94,-39.17,230.62,0.8993,-37.55,28.16,-1.3336,323793.0,False,False,False,False,False,103.45,98.86,WEAKENING,True
710,INDIAMART,CONSDUR,1756.9,2581.36,-31.94,1998.83,0.879,-31.91,23.61,-1.3511,74123.0,False,False,False,False,False,95.94,102.25,IMPROVING,True
711,BAJAJELEC,CONSDUR,332.75,647.96,-48.65,384.95,0.8644,-41.51,30.45,-1.3631,131210.0,False,False,False,False,False,99.31,96.13,LAGGING,True
712,ALOKINDS,CONSDUR,9.24,19.34,-52.22,13.65,0.6769,-47.56,34.7,-1.3707,85131255.0,False,False,False,False,False,76.61,84.83,LAGGING,True
713,ORIENTCEM,REALTY,131.37,237.15,-44.61,154.08,0.8526,-43.96,31.45,-1.398,89980.0,False,False,False,False,False,97.56,100.9,IMPROVING,True
714,OSWALPUMPS,CAPGOODS,295.55,846.0,-65.07,411.75,0.7178,-64.6,45.44,-1.4217,218585.0,False,False,False,False,False,82.37,102.49,IMPROVING,True
715,IRCTC,CONSDUR,485.65,729.66,-33.44,559.16,0.8685,-31.42,21.93,-1.4326,581576.0,False,False,False,False,False,97.28,100.63,IMPROVING,True
716,STARCEMENT,REALTY,187.79,307.54,-38.94,214.39,0.8759,-33.18,22.16,-1.4971,336872.0,False,False,False,False,False,92.92,98.37,LAGGING,True
717,JKLAKSHMI,REALTY,540.85,978.64,-44.73,644.7,0.8389,-40.91,26.95,-1.5181,66478.0,False,False,False,False,False,95.82,99.16,LAGGING,True
718,CMSINFO,INFRA_MEDIA,242.55,429.13,-43.48,305.39,0.7942,-43.48,28.15,-1.5443,1254724.0,False,False,False,False,False,90.45,100.47,IMPROVING,True
719,ITC,FMCG,266.0,407.14,-34.67,306.65,0.8674,-30.84,19.57,-1.5759,15200847.0,False,False,False,False,False,94.96,99.79,LAGGING,True
720,PATANJALI,FMCG,348.45,606.9,-42.58,445.4,0.7823,-41.06,25.3,-1.6229,1099007.0,False,False,False,False,False,94.82,102.03,IMPROVING,True
721,AEQUS,CAPGOODS,245.99,274.39,-10.35,201.05,1.2235,,57.62,,1329838.0,False,True,True,True,False,102.71,95.17,WEAKENING,True
722,ATLANTAELE,CAPGOODS,1745.1,2152.6,-18.93,1485.71,1.1746,,56.54,,128412.0,False,True,True,True,False,103.46,101.12,LEADING,True
723,CANHLIFE,FINSERV,154.19,166.25,-7.25,143.2,1.0768,,30.61,,1161040.0,False,True,True,True,False,105.43,100.52,LEADING,True
724,CAPILLARY,IT,501.5,798.95,-37.23,533.76,0.9396,,46.71,,81204.0,False,False,False,False,False,98.59,98.99,LAGGING,True
725,CORONA,PHARMA,2079.5,2270.1,-8.4,1827.83,1.1377,,32.08,,10524.0,False,True,True,True,False,101.68,97.29,WEAKENING,True
726,CRAMC,FINSERV,259.9,348.32,-25.38,257.6,1.0089,,40.26,,179348.0,False,False,True,True,False,101.8,100.79,LEADING,True
727,EMMVEE,CAPGOODS,324.1,371.55,-12.77,286.57,1.131,,53.22,,737469.0,False,True,True,True,False,98.54,100.55,IMPROVING,True
728,GROWW,FINSERV,191.46,227.2,-15.73,188.56,1.0154,,51.13,,53275950.0,False,True,True,True,False,96.76,97.93,LAGGING,True
729,ICICIAMC,FINSERV,3139.6,3597.03,-12.72,3141.78,0.9993,,33.86,,755036.0,False,True,False,True,False,99.0,99.04,LAGGING,True
730,JAINREC,METALS,287.95,593.95,-51.52,372.78,0.7724,,53.38,,811696.0,False,False,False,False,False,88.12,100.83,IMPROVING,True
731,LENSKART,CONSDUR,636.15,673.9,-5.6,527.84,1.2052,,35.56,,6054352.0,False,True,True,True,False,112.6,97.17,WEAKENING,True
732,LGEINDIA,CONSDUR,1691.4,1755.0,-3.62,1558.55,1.0852,,28.86,,753223.0,False,True,True,True,False,107.47,101.64,LEADING,True
733,MEESHO,CONSDUR,208.63,254.4,-17.99,180.84,1.1537,,56.72,,9520098.0,False,True,True,True,False,109.62,101.26,LEADING,True
734,ORKLAINDIA,FMCG,595.4,760.0,-21.66,597.09,0.9972,,27.27,,235478.0,False,False,False,True,False,103.16,106.48,LEADING,True
735,PARKHOSPS,PHARMA,290.55,305.0,-4.74,250.62,1.1593,,42.61,,253289.0,False,True,True,True,False,102.6,103.6,LEADING,True
736,PINELABS,FINSERV,165.07,284.0,-41.88,171.51,0.9625,,46.66,,8248186.0,False,False,False,False,False,106.91,101.69,LEADING,True
737,PIRAMALFIN,FINSERV,2278.4,2299.9,-0.93,1956.05,1.1648,,33.17,,394664.0,False,True,True,True,False,107.67,105.34,LEADING,True
738,PWL,CONSDUR,119.46,161.99,-26.25,117.72,1.0148,,52.43,,16232251.0,False,False,True,True,False,93.07,97.86,LAGGING,True
739,RUBICON,PHARMA,1804.4,1899.0,-4.98,1183.04,1.5252,,45.88,,249261.0,False,True,True,True,False,118.01,98.92,WEAKENING,True
740,SAATVIKGL,CAPGOODS,422.3,567.0,-25.52,434.01,0.973,,43.64,,33723.0,False,False,False,False,False,96.48,103.64,IMPROVING,True
741,SKFINDUS,CAPGOODS,2952.2,3018.35,-2.19,2521.92,1.1706,,35.26,,39141.0,False,True,True,True,False,107.59,105.17,LEADING,True
742,STYL,FINSERV,402.1,434.7,-7.5,312.64,1.2861,,44.06,,130545.0,False,True,True,True,False,110.39,99.67,WEAKENING,True
743,SUDEEPPHRM,CHEMICALS,1152.1,1180.0,-2.36,796.8,1.4459,,46.6,,176989.0,False,True,True,True,False,124.25,99.77,WEAKENING,True
744,TATACAP,FINSERV,375.7,390.2,-3.72,341.6,1.0998,,27.0,,1158290.0,False,True,True,True,False,104.88,102.2,LEADING,True
745,TENNIND,AUTO,537.5,657.0,-18.19,561.17,0.9578,,37.5,,682567.0,False,True,False,False,False,95.78,98.28,LAGGING,True
746,TMCV,CAPGOODS,466.3,503.32,-7.35,423.07,1.1022,,38.84,,6189661.0,False,True,True,True,False,107.09,97.24,WEAKENING,True
747,URBANCO,CONSDUR,168.41,201.18,-16.29,134.22,1.2547,,45.22,,8658242.0,False,True,True,True,False,121.41,104.56,LEADING,True
748,UTLSOLAR,CAPGOODS,449.55,494.25,-9.04,314.44,1.4297,,45.83,,498009.0,False,True,True,True,False,117.45,94.58,WEAKENING,True
749,WAKEFIT,CONSDUR,144.71,224.0,-35.4,141.57,1.0222,,50.71,,1135910.0,False,False,True,True,False,112.76,103.35,LEADING,True
750,WEWORK,INFRA_MEDIA,691.6,794.5,-12.95,624.33,1.1078,,39.42,,203332.0,False,True,True,True,False,98.7,100.81,IMPROVING,True
