date,portfolio_value,cash_balance,invested_capital,benchmark_value,drawdown,active_positions
2018-04-30,19384435.566439096,11551701.636277555,7832733.930161541,10739.349609375,-12.83787107167238,7
2018-05-02,19301716.865399256,-6436.812238482293,19308153.677637737,10718.0498046875,-13.209815772363132,20
2018-05-03,19043161.428447552,-6436.812238482293,19049598.240686033,10679.650390625,-14.37241048673914,20
2018-05-04,19043918.70451872,-6436.812238482293,19050355.5167572,10618.25,-14.369005394322432,20
2018-05-07,19169322.09119678,-6436.812238482293,19175758.90343526,10715.5,-13.805128972942072,20
2018-05-08,19292640.417588383,-6436.812238482293,19299077.229826864,10717.7998046875,-13.250628026689082,20
2018-05-09,19274469.15574858,-6436.812238482293,19280905.96798706,10741.7001953125,-13.332335119054129,20
2018-05-10,18918845.713366784,-6436.812238482293,18925282.525605265,10716.5498046875,-14.931396191974077,20
2018-05-11,18895837.630094487,-6436.812238482293,18902274.442332968,10806.5,-15.034852055504388,20
2018-05-14,18676302.64307565,-6436.812238482293,18682739.45531413,10806.599609375,-16.02199128776267,20
2018-05-15,18630390.332489092,-6436.812238482293,18636827.144727573,10801.849609375,-16.228436026430803,20
2018-05-16,18601346.71005766,-6436.812238482293,18607783.52229614,10741.099609375,-16.359030696274946,20
2018-05-17,18802116.45547799,-6436.812238482293,18808553.26771647,10682.7001953125,-15.456269386808097,20
2018-05-18,18450852.267747078,-6436.812238482293,18457289.07998556,10596.400390625,-17.035729067951156,20
2018-05-21,18051531.33564665,-6436.812238482293,18057968.147885133,10516.7001953125,-18.83127593586087,20
2018-05-22,18368496.468520187,-6436.812238482293,18374933.280758668,10536.7001953125,-17.406041980370325,20
2018-05-23,18461580.534842003,-6436.812238482293,18468017.347080484,10430.349609375,-16.987489406987056,20
2018-05-24,18486119.56956897,-6436.812238482293,18492556.38180745,10513.849609375,-16.87714961910324,20
2018-05-25,18821336.68700367,-6436.812238482293,18827773.49924215,10605.150390625,-15.369845601471066,20
2018-05-28,18938368.971348144,-6436.812238482293,18944805.783586625,10688.650390625,-14.843609847953909,20
2018-05-29,18957430.500321534,-6436.812238482293,18963867.312560014,10633.2998046875,-14.757899668761166,20
2018-05-30,18779398.97399504,-6436.812238482293,18785835.786233522,10614.349609375,-15.558418559176667,20
2018-05-31,18491677.396630943,-6436.812238482293,18498114.208869424,10736.150390625,-16.85215884558926,20
2018-06-01,18008633.565424997,-4741.581294364878,18013375.146719363,10696.2001953125,-19.024165791538227,20
2018-06-04,17551657.606779367,-4741.581294364878,17556399.188073732,10628.5,-21.078958529149705,20
2018-06-05,17035036.251920965,-4741.581294364878,17039777.83321533,10593.150390625,-23.40194683515212,20
2018-06-06,17443573.313410833,-4741.581294364878,17448314.8947052,10684.650390625,-21.564959634594626,20
2018-06-07,17858972.316880688,-4741.581294364878,17863713.898175053,10768.349609375,-19.697117706825274,20
2018-06-08,18036857.51456745,-4741.581294364878,18041599.095861815,10767.650390625,-18.89725678324705,20
2018-06-11,18071389.240516547,-4741.581294364878,18076130.821810912,10786.9501953125,-18.74198485185773,20
2018-06-12,18295027.365827825,-4741.581294364878,18299768.94712219,10842.849609375,-17.73639585521861,20
2018-06-13,18114909.109269597,-4741.581294364878,18119650.690563962,10856.7001953125,-18.54629772967169,20
2018-06-14,18183899.129289128,-4741.581294364878,18188640.710583493,10808.0498046875,-18.236084053390012,20
2018-06-15,18213502.052259717,-4741.581294364878,18218243.633554082,10817.7001953125,-18.102974488255963,20
2018-06-18,18080171.408149604,-4741.581294364878,18084912.98944397,10799.849609375,-18.702495828569997,20
2018-06-19,17783829.27800129,-4741.581294364878,17788570.859295655,10710.4501953125,-20.03499843698242,20
2018-06-20,17783820.712303046,-4741.581294364878,17788562.29359741,10772.0498046875,-20.03503695265093,20
2018-06-21,17697866.531620678,-4741.581294364878,17702608.112915043,10741.099609375,-20.421529989958476,20
2018-06-22,17753372.22748249,-4741.581294364878,17758113.808776855,10821.849609375,-20.17194858727167,20
2018-06-25,17632300.14470356,-4741.581294364878,17637041.725997925,10762.4501953125,-20.716349297451174,20
2018-06-26,17547208.926167183,-4741.581294364878,17551950.507461548,10769.150390625,-21.098962024828026,20
2018-06-27,17441202.424848825,-4741.581294364878,17445944.00614319,10671.400390625,-21.575620336775415,20
2018-06-28,17242602.662510566,-4741.581294364878,17247344.24380493,10589.099609375,-22.46862431570129,20
2018-06-29,17599463.895371895,-4741.581294364878,17604205.47666626,10714.2998046875,-20.863997516970368,20
2018-07-02,17522727.538095146,1482849.6415436352,16039877.896551512,10657.2998046875,-21.209042604485127,18
2018-07-03,17649952.004769955,1482849.6415436352,16167102.36322632,10699.900390625,-20.63697769554621,18
2018-07-04,17681129.196411192,1482849.6415436352,16198279.554867558,10769.900390625,-20.496789430164796,18
2018-07-05,17527851.324411064,1482849.6415436352,16045001.68286743,10749.75,-21.18600349550831,18
2018-07-06,17459822.382803403,1482849.6415436352,15976972.741259769,10772.650390625,-21.491895681996876,18
2018-07-09,17699738.72561651,1482849.6415436352,16216889.084072877,10852.900390625,-20.41311166826505,18
2018-07-10,17807687.596896425,1482849.6415436352,16324837.95535279,10947.25,-19.927719488342234,18
2018-07-11,17795365.496225033,1482849.6415436352,16312515.854681399,10948.2998046875,-19.983125823167235,18
2018-07-12,17804337.710781917,1482849.6415436352,16321488.069238283,11023.2001953125,-19.942782253745296,18
2018-07-13,17718186.870208796,1482849.6415436352,16235337.228665162,11018.900390625,-20.330159572397733,18
2018-07-16,17510542.833139095,1482849.6415436352,16027693.191595461,10936.849609375,-21.263831139374002,18
2018-07-17,17546467.19078375,1482849.6415436352,16063617.549240116,11008.0498046875,-21.102297238530788,18
2018-07-18,17506962.375961363,1482849.6415436352,16024112.73441773,10980.4501953125,-21.27993066773417,18
2018-07-19,17305463.406396538,1482849.6415436352,15822613.764852904,10957.099609375,-22.1859709341086,18
2018-07-20,17525439.426049862,1482849.6415436352,16042589.784506228,11010.2001953125,-21.196848598281647,18
2018-07-23,17519336.784320123,1482849.6415436352,16036487.14277649,11084.75,-21.224289131354055,18
2018-07-24,17871921.940606743,1482849.6415436352,16389072.299063109,11134.2998046875,-19.6388897141187,18
2018-07-25,17957311.12202154,1482849.6415436352,16474461.480477907,11132.0,-19.254937196437616,18
2018-07-26,17954054.926385555,1482849.6415436352,16471205.284841921,11167.2998046875,-19.269578682534384,18
2018-07-27,18049908.551818904,1482849.6415436352,16567058.91027527,11278.349609375,-18.83857278454816,18
2018-07-30,18094230.328726254,1482849.6415436352,16611380.68718262,11319.5498046875,-18.639279881750436,18
2018-07-31,18286947.150036678,1482849.6415436352,16804097.508493043,11356.5,-17.772728551527607,18
2018-08-01,18437146.87116787,6627.510328025324,18430519.360839844,11346.2001953125,-17.09735539385353,20
2018-08-02,18332638.26814968,6627.510328025324,18326010.757821657,11244.7001953125,-17.567278404981156,20
2018-08-03,18676354.024982568,6627.510328025324,18669726.514654543,11360.7998046875,-16.021760248980023,20
2018-08-06,18599978.948624533,6627.510328025324,18593351.438296508,11387.099609375,-16.365180836575334,20
2018-08-07,18780312.286319844,6627.510328025324,18773684.77599182,11389.4501953125,-15.554311849629542,20
2018-08-08,18921140.172312275,6627.510328025324,18914512.66198425,11450.0,-14.921079155620752,20
2018-08-09,18995373.683176536,6627.510328025324,18988746.17284851,11470.7001953125,-14.58728811885951,20
2018-08-10,18876818.5413522,6627.510328025324,18870191.031024177,11429.5,-15.120371402166432,20
2018-08-13,18883693.519977678,6627.510328025324,18877066.009649653,11355.75,-15.089458055668448,20
2018-08-14,19097543.643949244,6627.510328025324,19090916.13362122,11435.099609375,-14.127880814326431,20
2018-08-16,19147063.459443014,6627.510328025324,19140435.94911499,11385.0498046875,-13.905214927162412,20
2018-08-17,19302053.97820522,6627.510328025324,19295426.467877194,11470.75,-13.20829994438062,20
2018-08-20,19309497.69627773,6627.510328025324,19302870.185949706,11551.75,-13.174829260536425,20
2018-08-21,19529668.289240383,6627.510328025324,19523040.778912358,11570.900390625,-12.184832025679505,20
2018-08-23,19597371.32904751,6627.510328025324,19590743.818719484,11582.75,-11.880405256879211,20
2018-08-24,19541301.83167202,6627.510328025324,19534674.321343996,11557.099609375,-12.132521793491202,20
2018-08-27,19925639.158942528,6627.510328025324,19919011.648614503,11691.9501953125,-10.404348715832956,20
2018-08-28,19993738.895014305,6627.510328025324,19987111.38468628,11738.5,-10.098138201983907,20
2018-08-29,20113637.419123195,6627.510328025324,20107009.90879517,11691.900390625,-9.559014399236265,20
2018-08-30,20266087.403208278,6627.510328025324,20259459.892880253,11676.7998046875,-8.873522932517918,20
2018-08-31,20600430.29331142,6627.510328025324,20593802.782983396,11680.5,-7.370149878731702,20
2018-09-03,20362386.78990705,-1397.4100929466076,20363784.199999996,11582.349609375,-8.440512668670497,20
2018-09-04,19968503.189907055,-1397.4100929466076,19969900.6,11520.2998046875,-10.21161056875034,20
2018-09-05,19852109.239907056,-1397.4100929466076,19853506.650000002,11476.9501953125,-10.734976051413236,20
2018-09-06,20011095.739907052,-1397.4100929466076,20012493.15,11536.900390625,-10.020093136026453,20
2018-09-07,20044683.13990705,-1397.4100929466076,20046080.549999997,11589.099609375,-9.869067366968942,20
2018-09-10,19738335.939907048,-1397.4100929466076,19739733.349999994,11438.099609375,-11.246557779403876,20
2018-09-11,19449662.589907054,-1397.4100929466076,19451060.0,11287.5,-12.544577712180994,20
2018-09-12,19348775.989907056,-1397.4100929466076,19350173.400000002,11369.900390625,-12.99821438404597,20
2018-09-14,19616086.839907054,-1397.4100929466076,19617484.25,11515.2001953125,-11.796250948392483,20
2018-09-17,19620548.189907055,-1397.4100929466076,19621945.6,11377.75,-11.776190484802418,20
2018-09-18,19405218.939907055,-1397.4100929466076,19406616.35,11278.900390625,-12.744418617430364,20
2018-09-19,19120989.939907055,-1397.4100929466076,19122387.35,11234.349609375,-14.02245452713009,20
2018-09-21,18555885.739907056,-1397.4100929466076,18557283.150000002,11143.099609375,-16.563445982337445,20
2018-09-24,18037350.489907052,-1397.4100929466076,18038747.9,10967.400390625,-18.895040119266216,20
2018-09-25,17881829.53990705,-1397.4100929466076,17883226.949999996,11067.4501953125,-19.59434018650291,20
2018-09-26,17752753.23990705,-1397.4100929466076,17754150.649999995,11053.7998046875,-20.174731865364592,20
2018-09-27,17286291.839907054,-1397.4100929466076,17287689.25,10977.5498046875,-22.27217589707423,20
2018-09-28,16975983.789907053,-1397.4100929466076,16977381.2,10930.4501953125,-23.667476274477306,20
2018-10-01,17023238.783191152,9842748.83319115,7180489.950000001,11008.2998046875,-23.454994162061972,8
2018-10-03,17003836.18319115,9842748.83319115,7161087.35,10858.25,-23.542237967379307,8
2018-10-04,16782659.78319115,9842748.83319115,6939910.949999997,10599.25,-24.53675781432706,8
2018-10-05,16595095.333191149,9842748.83319115,6752346.499999998,10316.4501953125,-25.380141503124044,8
2018-10-08,16458241.33319115,9842748.83319115,6615492.5,10348.0498046875,-25.995505615815016,8
2018-10-09,16399321.28319115,9842748.83319115,6556572.449999999,10301.0498046875,-26.260439664421252,8
2018-10-10,16561428.833191153,9842748.83319115,6718680.000000002,10460.099609375,-25.531522945390318,8
2018-10-11,16231614.033191148,9842748.83319115,6388865.199999997,10234.650390625,-27.014535438663124,8
2018-10-12,16282243.08319115,9842748.83319115,6439494.25,10472.5,-26.786881877717594,8
2018-10-15,16521632.783191152,9842748.83319115,6678883.950000001,10512.5,-25.71046591378624,8
2018-10-16,16653831.783191152,9842748.83319115,6811082.950000001,10584.75,-25.116033012054206,8
2018-10-17,16624424.28319115,9842748.83319115,6781675.449999999,10453.0498046875,-25.248263857655807,8
2018-10-19,16391031.333191153,9842748.83319115,6548282.500000002,10303.5498046875,-26.297715430756195,8
2018-10-22,16314483.683191154,9842748.83319115,6471734.850000003,10245.25,-26.641911995860823,8
2018-10-23,16205132.733191151,9842748.83319115,6362383.9,10146.7998046875,-27.13360862379035,8
2018-10-24,16089749.93319115,9842748.83319115,6247001.1,10224.75,-27.652427469726916,8
2018-10-25,15993907.683191152,9842748.83319115,6151158.8500000015,10124.900390625,-28.08338221806862,8
2018-10-26,16115257.83319115,9842748.83319115,6272509.0,10030.0,-27.537731178422963,8
2018-10-29,16379666.88319115,9842748.83319115,6536918.049999999,10250.849609375,-26.34881568862569,8
2018-10-30,16392060.183191149,9842748.83319115,6549311.349999998,10198.400390625,-26.293089205966712,8
2018-10-31,16629699.733191151,9842748.83319115,6786950.9,10386.599609375,-25.224542792810823,8
2018-11-01,16590502.263122652,12761658.113122651,3828844.1500000004,10380.4501953125,-25.400794246099967,4
2018-11-02,16505960.013122652,12761658.113122651,3744301.9000000004,10553.0,-25.780938536045095,4
2018-11-05,16491467.96312265,12761658.113122651,3729809.8499999978,10524.0,-25.846102049638585,4
2018-11-06,16471033.813122652,12761658.113122651,3709375.700000001,10530.0,-25.937984220297416,4
2018-11-07,16506485.213122651,12761658.113122651,3744827.0999999996,10598.400390625,-25.77857697385484,4
2018-11-09,16544170.56312265,12761658.113122651,3782512.4499999993,10585.2001953125,-25.609124769577296,4
2018-11-12,16550289.613122651,12761658.113122651,3788631.5,10482.2001953125,-25.581610456705462,4
2018-11-13,16528430.213122653,12761658.113122651,3766772.1000000015,10582.5,-25.679901265048333,4
2018-11-14,16433065.713122653,12761658.113122651,3671407.6000000015,10576.2998046875,-26.10870781016006,4
2018-11-15,16466438.513122654,12761658.113122651,3704780.4000000022,10616.7001953125,-25.958646990162006,4
2018-11-16,16467462.66312265,12761658.113122651,3705804.549999999,10682.2001953125,-25.954041898926008,4
2018-11-19,16491072.263122652,12761658.113122651,3729414.1500000004,10763.400390625,-25.84788131498261,4
2018-11-20,16406987.263122652,12761658.113122651,3645329.1500000004,10656.2001953125,-26.22596957996296,4
2018-11-21,16370817.863122653,12761658.113122651,3609159.750000002,10600.0498046875,-26.388605313939063,4
2018-11-22,16340505.213122651,12761658.113122651,3578847.0999999996,10526.75,-26.524906167188245,4
2018-11-26,16353027.16312265,12761658.113122651,3591369.049999999,10628.599609375,-26.468601209708666,4
2018-11-27,16376638.31312265,12761658.113122651,3614980.1999999993,10685.599609375,-26.36243365618911,4
2018-11-28,16372426.763122652,12761658.113122651,3610768.6500000004,10728.849609375,-26.381370893893553,4
2018-11-29,16317741.213122653,12761658.113122651,3556083.1000000015,10858.7001953125,-26.627264510103288,4
2018-11-30,16335832.963122653,12761658.113122651,3574174.8500000015,10876.75,-26.545914942784997,4
2018-12-03,16335944.524162415,-3017.54250424949,16338962.066666665,10883.75,-26.545413308486808,20
2018-12-04,16344022.85749575,-3017.54250424949,16347040.399999999,10869.5,-26.50908907665077,20
2018-12-05,16247686.682495749,-3017.54250424949,16250704.224999998,10782.900390625,-26.942264759122015,20
2018-12-06,15875884.407495754,-3017.54250424949,15878901.950000003,10601.150390625,-28.614073964931574,20
2018-12-07,15991011.357495751,-3017.54250424949,15994028.9,10693.7001953125,-28.096405548710145,20
2018-12-10,15645982.824162414,-3017.54250424949,15649000.366666663,10488.4501953125,-29.647826605221027,20
2018-12-11,15845361.60749575,-3017.54250424949,15848379.149999999,10549.150390625,-28.75131975781192,20
2018-12-12,16139749.365829084,-3017.54250424949,16142766.908333333,10737.599609375,-27.427604983717767,20
2018-12-13,16211945.540829085,-3017.54250424949,16214963.083333334,10791.5498046875,-27.102974829184046,20
2018-12-14,16228472.690829087,-3017.54250424949,16231490.233333336,10805.4501953125,-27.028660486928345,20
2018-12-17,16271907.474162413,-3017.54250424949,16274925.016666662,10888.349609375,-26.833355951395312,20
2018-12-18,16366279.065829085,-3017.54250424949,16369296.608333334,10908.7001953125,-26.40901401934219,20
2018-12-19,16419165.482495751,-3017.54250424949,16422183.025,10967.2998046875,-26.17121020750265,20
2018-12-20,16343364.949162416,-3017.54250424949,16346382.491666665,10951.7001953125,-26.512047361960477,20
2018-12-21,16108447.849162415,-3017.54250424949,16111465.391666664,10754.0,-27.568352276668417,20
2018-12-24,15857394.332495749,-3017.54250424949,15860411.874999998,10663.5,-28.69721460090836,20
2018-12-26,15856754.08249575,-3017.54250424949,15859771.625,10729.849609375,-28.700093485509104,20
2018-12-27,15976791.607495751,-3017.54250424949,15979809.15,10779.7998046875,-28.160344665151293,20
2018-12-28,16094033.75749575,-3017.54250424949,16097051.299999999,10859.900390625,-27.633165250558132,20
2018-12-31,16206230.149162415,-3017.54250424949,16209247.691666665,10862.5498046875,-27.128674092060113,20
2019-01-01,15568335.7917151,-4215.775209948537,15572551.566925049,11349.161816869038,-29.996966544316916,20
2019-01-02,16016622.724790052,-4215.775209948537,16020838.5,10792.5,-27.981244016640495,20
2019-01-03,15897629.02479005,-4215.775209948537,15901844.799999999,10672.25,-28.516299277110168,20
2019-01-04,15938806.949790051,-4215.775209948537,15943022.725,10727.349609375,-28.331142706749922,20
2019-01-07,16067674.099790052,-4215.775209948537,16071889.875,10771.7998046875,-27.75169147101866,20
2019-01-08,16088365.399790052,-4215.775209948537,16092581.175,10802.150390625,-27.658653025193747,20
2019-01-09,16171002.64979005,-4215.775209948537,16175218.424999999,10855.150390625,-27.28707456916416,20
2019-01-10,16247948.099790053,-4215.775209948537,16252163.875000002,10821.599609375,-26.941089296063925,20
2019-01-11,16235131.374790052,-4215.775209948537,16239347.15,10794.9501953125,-26.998719709550045,20
2019-01-14,16133169.874790052,-4215.775209948537,16137385.65,10737.599609375,-27.45718967006375,20
2019-01-15,16190927.124790052,-4215.775209948537,16195142.9,10886.7998046875,-27.197484152521547,20
2019-01-16,16152782.924790053,-4215.775209948537,16156998.700000001,10890.2998046875,-27.36899957616503,20
2019-01-17,16130477.199790053,-4215.775209948537,16134692.975000001,10905.2001953125,-27.469297285202067,20
2019-01-18,15929118.899790052,-4215.775209948537,15933334.675,10906.9501953125,-28.37470503077374,20
2019-01-21,16029656.67479005,-4215.775209948537,16033872.45,10961.849609375,-27.922636850780457,20
2019-01-22,16048064.624790052,-4215.775209948537,16052280.4,10922.75,-27.839865489927206,20
2019-01-23,16020778.49979005,-4215.775209948537,16024994.274999999,10831.5,-27.962557571265002,20
2019-01-24,16079052.624790054,-4215.775209948537,16083268.400000002,10849.7998046875,-27.70052792490121,20
2019-01-25,15762832.374790052,-4215.775209948537,15767048.15,10780.5498046875,-29.12241251399741,20
2019-01-28,15489473.849790053,-4215.775209948537,15493689.625000002,10661.5498046875,-30.35156932478219,20
2019-01-29,15584273.574790051,-4215.775209948537,15588489.35,10652.2001953125,-29.925302290877642,20
2019-01-30,15621897.174790049,-4215.775209948537,15626112.949999997,10651.7998046875,-29.75612774552099,20
2019-01-31,15824551.724790052,-4215.775209948537,15828767.5,10830.9501953125,-28.844891410861116,20
2019-02-01,15839662.451797528,3206.796797528048,15836455.655,10893.650390625,-28.7769460156438,20
2019-02-04,15930279.471797528,3206.796797528048,15927072.674999999,10912.25,-28.36948651787975,20
2019-02-05,15927936.546797527,3206.796797528048,15924729.749999998,10934.349609375,-28.38002148188319,20
2019-02-06,16017793.496797526,3206.796797528048,16014586.699999997,11062.4501953125,-27.97597963943892,20
2019-02-07,16056381.111797525,3206.796797528048,16053174.314999996,11069.400390625,-27.802470399918445,20
2019-02-08,15922388.291797528,3206.796797528048,15919181.495,10943.599609375,-28.404969214613384,20
2019-02-11,15778542.386797525,3206.796797528048,15775335.589999996,10888.7998046875,-29.051772433332303,20
2019-02-12,15662651.596797528,3206.796797528048,15659444.799999999,10831.400390625,-29.572875456681313,20
2019-02-14,15546886.201797528,3206.796797528048,15543679.405,10746.0498046875,-30.093414641319647,20
2019-02-15,15419971.271797528,3206.796797528048,15416764.475,10724.400390625,-30.664087718370293,20
2019-02-18,15271252.246797528,3206.796797528048,15268045.45,10640.9501953125,-31.332802924790226,20
2019-02-19,15252738.331797529,3206.796797528048,15249531.535,10604.349609375,-31.416050757344706,20
2019-02-20,15371067.176797528,3206.796797528048,15367860.379999999,10735.4501953125,-30.883985017876558,20
2019-02-21,15438583.096797531,3206.796797528048,15435376.300000003,10789.849609375,-30.580399633428044,20
2019-02-22,15481667.68679753,3206.796797528048,15478460.89,10791.650390625,-30.386669742478535,20
2019-02-25,15621770.40179753,3206.796797528048,15618563.605,10880.099609375,-29.75669778037606,20
2019-02-26,15563239.09679753,3206.796797528048,15560032.3,10835.2998046875,-30.019883836800933,20
2019-02-27,15571574.146797528,3206.796797528048,15568367.35,10806.650390625,-29.982405278282485,20
2019-02-28,15666430.74179753,3206.796797528048,15663223.945,10792.5,-29.55588252838066,20
2019-03-01,15735288.484244173,12007.609244173742,15723280.875,10863.5,-29.24626363830377,20
2019-03-05,15977396.914244171,12007.609244173742,15965389.304999998,10987.4501953125,-28.157622902907242,20
2019-03-06,16157259.119244173,12007.609244173742,16145251.51,11053.0,-27.348872364475994,20
2019-03-07,16110151.459244173,12007.609244173742,16098143.85,11058.2001953125,-27.560691992669895,20
2019-03-08,16093950.199244171,12007.609244173742,16081942.589999998,11035.400390625,-27.63354097029844,20
2019-03-11,16273309.624244176,12007.609244173742,16261302.015000002,11168.0498046875,-26.827051182510786,20
2019-03-12,16438869.264244175,12007.609244173742,16426861.655000001,11301.2001953125,-26.082612138229734,20
2019-03-13,16323915.004244177,12007.609244173742,16311907.395000003,11341.7001953125,-26.599504053737853,20
2019-03-14,16298467.764244175,12007.609244173742,16286460.155000001,11343.25,-26.713927587306728,20
2019-03-15,16323017.419244174,12007.609244173742,16311009.81,11426.849609375,-26.60354004535732,20
2019-03-18,16253483.919244174,12007.609244173742,16241476.31,11462.2001953125,-26.91619747977502,20
2019-03-19,16232464.149244174,12007.609244173742,16220456.540000001,11532.400390625,-27.010712891199006,20
2019-03-20,16158951.289244173,12007.609244173742,16146943.68,11521.0498046875,-27.34126352081361,20
2019-03-22,16111480.959244175,12007.609244173742,16099473.350000001,11456.900390625,-27.554713894931993,20
2019-03-25,15971104.599244174,12007.609244173742,15959096.99,11354.25,-28.185916301980306,20
2019-03-26,16119237.809244173,12007.609244173742,16107230.2,11483.25,-27.519835213143185,20
2019-03-27,16221644.534244174,12007.609244173742,16209636.925,11445.0498046875,-27.059363298086147,20
2019-03-28,16342308.619244173,12007.609244173742,16330301.01,11570.0,-26.51679715022277,20
2019-04-01,16568085.5793987,195.75439869915135,16567889.825,11669.150390625,-25.501590881121704,20
2019-04-02,16585801.3143987,195.75439869915135,16585605.56,11713.2001953125,-25.421932065530317,20
2019-04-03,16529141.7943987,195.75439869915135,16528946.040000001,11643.9501953125,-25.676701639311837,20
2019-04-04,16507551.399398698,195.75439869915135,16507355.644999998,11598.0,-25.77378286647235,20
2019-04-05,16640337.289398696,195.75439869915135,16640141.534999996,11665.9501953125,-25.17671101341923,20
2019-04-08,16558619.239398701,195.75439869915135,16558423.485000001,11604.5,-25.54415628596577,20
2019-04-09,16601623.5343987,195.75439869915135,16601427.78,11671.9501953125,-25.35078744154343,20
2019-04-10,16604772.274398698,195.75439869915135,16604576.519999998,11584.2998046875,-25.33662912979373,20
2019-04-11,16635773.7193987,195.75439869915135,16635577.965,11596.7001953125,-25.197231109315233,20
2019-04-12,16693403.4493987,195.75439869915135,16693207.695,11643.4501953125,-24.938098985547775,20
2019-04-15,16743980.984398698,195.75439869915135,16743785.229999999,11690.349609375,-24.710677061838048,20
2019-04-16,16814714.0093987,195.75439869915135,16814518.255,11787.150390625,-24.39262596236653,20
2019-04-18,16760251.9443987,195.75439869915135,16760056.19,11752.7998046875,-24.63751467810772,20
2019-04-22,16532079.064398697,195.75439869915135,16531883.309999997,11594.4501953125,-25.663494202574288,20
2019-04-23,16608666.3893987,195.75439869915135,16608470.635,11575.9501953125,-25.319119238802656,20
2019-04-24,16831693.7493987,195.75439869915135,16831497.995,11726.150390625,-24.316276548839532,20
2019-04-25,16731589.869398698,195.75439869915135,16731394.114999998,11641.7998046875,-24.76639371964291,20
2019-04-26,16658710.359398698,195.75439869915135,16658514.604999999,11754.650390625,-25.094096490511898,20
2019-04-30,16631369.3643987,195.75439869915135,16631173.61,11748.150390625,-25.217035294845434,20
2019-05-02,16599598.66657096,-1101.1634290404618,16600699.83,11724.75,-25.359892261235462,20
2019-05-03,16586760.31657096,-1101.1634290404618,16587861.48,11712.25,-25.417619911550148,20
2019-05-06,16404281.231570957,-1101.1634290404618,16405382.394999998,11598.25,-26.238137252845906,20
2019-05-07,16256932.856570957,-1101.1634290404618,16258034.019999998,11497.900390625,-26.900689330522365,20
2019-05-08,16065710.746570958,-1101.1634290404618,16066811.909999998,11359.4501953125,-27.760519690227213,20
2019-05-09,16046670.33157096,-1101.1634290404618,16047771.495000001,11301.7998046875,-27.846134930422906,20
2019-05-10,16100480.306570962,-1101.1634290404618,16101581.470000003,11278.900390625,-27.60417833785126,20
2019-05-13,15908453.861570958,-1101.1634290404618,15909555.024999999,11148.2001953125,-28.4676253904813,20
2019-05-14,16035341.406570958,-1101.1634290404618,16036442.569999998,11222.0498046875,-27.897075450103504,20
2019-05-15,16070132.59657096,-1101.1634290404618,16071233.76,11157.0,-27.7406368384165,20
2019-05-16,16274988.01157096,-1101.1634290404618,16276089.175,11257.099609375,-26.819504312648746,20
2019-05-17,16424954.101570958,-1101.1634290404618,16426055.264999999,11407.150390625,-26.145181677529685,20
2019-05-20,16849083.516570963,-1101.1634290404618,16850184.680000003,11828.25,-24.238083447827783,20
2019-05-21,16786764.63657096,-1101.1634290404618,16787865.8,11709.099609375,-24.518300338054576,20
2019-05-22,16860217.29657096,-1101.1634290404618,16861318.46,11737.900390625,-24.188020397784705,20
2019-05-23,16763287.91657096,-1101.1634290404618,16764389.08,11657.0498046875,-24.62386342697923,20
2019-05-24,17024021.536570963,-1101.1634290404618,17025122.700000003,11844.099609375,-23.45147451090801,20
2019-05-27,16966773.556570962,-1101.1634290404618,16967874.720000003,11924.75,-23.70889009551681,20
2019-05-28,17016450.14157096,-1101.1634290404618,17017551.305,11928.75,-23.485519294151548,20
2019-05-29,17059366.631570958,-1101.1634290404618,17060467.794999998,11861.099609375,-23.29254526497695,20
2019-05-30,17220689.21657096,-1101.1634290404618,17221790.38,11945.900390625,-22.567158141651788,20
2019-05-31,17298821.78657096,-1101.1634290404618,17299922.95,11922.7998046875,-22.215834982589456,20
2019-06-03,17466211.006030776,-1775.7989692254923,17467986.805,12088.5498046875,-21.463169232907852,20
2019-06-04,17434196.466030773,-1775.7989692254923,17435972.264999997,12021.650390625,-21.60712263580664,20
2019-06-06,17172624.611030772,-1775.7989692254923,17174400.409999996,11843.75,-22.783280676178208,20
2019-06-07,17221577.60103078,-1775.7989692254923,17223353.400000002,11870.650390625,-22.56316352026808,20
2019-06-10,17300471.116030775,-1775.7989692254923,17302246.915,11922.7001953125,-22.208418771447835,20
2019-06-11,17191137.456030775,-1775.7989692254923,17192913.255,11965.599609375,-22.700037654879512,20
2019-06-12,17183377.706030775,-1775.7989692254923,17185153.505,11906.2001953125,-22.734929376520483,20
2019-06-13,17094778.776030775,-1775.7989692254923,17096554.575,11914.0498046875,-23.13331453109997,20
2019-06-14,16973527.711030778,-1775.7989692254923,16975303.51,11823.2998046875,-23.678520034969498,20
2019-06-17,16814444.326030776,-1775.7989692254923,16816220.125,11672.150390625,-24.393838593830797,20
2019-06-18,16792519.25603078,-1775.7989692254923,16794295.055000003,11691.5,-24.492424687377458,20
2019-06-19,16644399.096030774,-1775.7989692254923,16646174.895,11691.4501953125,-25.15844709687992,20
2019-06-20,16893200.576030776,-1775.7989692254923,16894976.375,11831.75,-24.03971105718503,20
2019-06-21,16889307.406030774,-1775.7989692254923,16891083.205,11724.099609375,-24.0572166989829,20
2019-06-24,16947795.376030777,-1775.7989692254923,16949571.175,11699.650390625,-23.79422549841771,20
2019-06-25,17135734.691030774,-1775.7989692254923,17137510.49,11796.4501953125,-22.949156228869693,20
