date,portfolio_value,cash_balance,invested_capital,benchmark_value,drawdown,active_positions
2016-02-24,9248730.745619303,-6006.254380699014,9254737.000000002,7018.7001953125,-7.512692543806976,20
2016-02-25,9171136.7306193,-6006.254380699014,9177142.985,6970.60009765625,-8.288632693806996,20
2016-02-26,9209690.1556193,-6006.254380699014,9215696.41,7029.75,-7.9030984438069884,20
2016-02-29,9162152.7356193,-6006.254380699014,9168158.989999998,6987.0498046875,-8.378472643807012,20
2016-03-01,9366130.33379907,1410.8787990713608,9364719.454999998,7222.2998046875,-6.338696662009302,20
2016-03-02,9480318.433799071,1410.8787990713608,9478907.555,7368.85009765625,-5.196815662009291,20
2016-03-03,9547773.743799072,1410.8787990713608,9546362.865,7475.60009765625,-4.522262562009283,20
2016-03-04,9609158.97379907,1410.8787990713608,9607748.094999999,7485.35009765625,-3.9084102620092986,20
2016-03-08,9716653.758799069,1410.8787990713608,9715242.879999997,7485.2998046875,-2.8334624120093133,20
2016-03-09,9787417.368799072,1410.8787990713608,9786006.49,7531.7998046875,-2.1258263120092824,20
2016-03-10,9765910.878799072,1410.8787990713608,9764500.0,7486.14990234375,-2.3408912120092884,20
2016-03-11,9809814.96879907,1410.8787990713608,9808404.089999998,7510.2001953125,-1.901850312009301,20
2016-03-14,9823386.57379907,1410.8787990713608,9821975.694999998,7538.75,-1.7661342620093001,20
2016-03-15,9741574.76879907,1410.8787990713608,9740163.889999999,7460.60009765625,-2.584252312009294,20
2016-03-16,9691988.22879907,1410.8787990713608,9690577.349999998,7498.75,-3.0801177120093115,20
2016-03-17,9702092.413799072,1410.8787990713608,9700681.535,7512.5498046875,-2.979075862009284,20
2016-03-18,9828369.768799072,1410.8787990713608,9826958.89,7604.35009765625,-1.7163023120092769,20
2016-03-21,9851815.613799073,1410.8787990713608,9850404.735000001,7704.25,-1.4818438620092689,20
2016-03-22,9756461.198799072,1410.8787990713608,9755050.32,7714.89990234375,-2.4353880120092763,20
2016-03-23,9768396.188799072,1410.8787990713608,9766985.31,7716.5,-2.3160381120092777,20
2016-03-28,9633786.388799073,1410.8787990713608,9632375.510000002,7615.10009765625,-3.6621361120092732,20
2016-03-29,9649269.18379907,1410.8787990713608,9647858.304999998,7597.0,-3.507308162009304,20
2016-03-30,9789874.18379907,1410.8787990713608,9788463.304999998,7735.2001953125,-2.1012581620093007,20
2016-03-31,9875621.893799072,1410.8787990713608,9874211.015,7738.39990234375,-1.2437810620092749,20
2016-04-01,9803248.999335917,-1991.9506640823092,9805240.95,7713.0498046875,-1.967510006640838,20
2016-04-04,9849854.959335918,-1991.9506640823092,9851846.91,7758.7998046875,-1.5014504066408252,20
2016-04-05,9707294.429335918,-1991.9506640823092,9709286.38,7603.2001953125,-2.927055706640813,20
2016-04-06,9740111.439335916,-1991.9506640823092,9742103.389999999,7614.35009765625,-2.598885606640833,20
2016-04-07,9658088.519335918,-1991.9506640823092,9660080.47,7546.4501953125,-3.4191148066408217,20
