year,month,strategy_return,benchmark_return,excess_return
2024,6,7.0882483202417745,6.568373117304005,0.5198752029377696
2024,7,10.526611970470267,3.917231541701116,6.609380428769151
2024,8,-1.91594718156608,1.1412299454817587,-3.0571771270478387
2024,9,-3.8293619040099314,2.2782988118133174,-6.107660715823249
2024,10,0.2225592732537418,-6.2202524298806905,6.442811703134432
2024,11,0.7221658693434385,-0.3067503721212228,1.0289162414646613
2024,12,7.028691201346549,-2.0152369183212504,9.043928119667799
2025,1,-17.638982972541207,-0.5768726574899463,-17.06211031505126
2025,2,-12.743731298505745,-5.885986068311189,-6.857745230194556
2025,3,2.290272946122629,6.303590285390537,-4.013317339267908
2025,4,-2.7522076287460506,3.464592443705139,-6.216800072451189
2025,5,7.333762388766485,1.7115829300808905,5.622179458685594
2025,6,4.3010981474307375,3.0962824756055607,1.2048156718251768
2025,7,-0.9566161530287665,-2.9341211031532977,1.9775049501245312
2025,8,2.2483729775489625,-1.3787757577143567,3.627148735263319
2025,9,-3.104781603838014,0.7542929315341729,-3.8590745353721867
2025,10,3.279963594140023,4.514223328634981,-1.234259734494958
2025,11,-1.1866583384250062,1.869402640831641,-3.0560609792566473
2025,12,0.10456213391114577,-0.27992883076883857,0.38449096467998434
2026,1,-2.9359859743777084,-3.0959112686126167,0.1599252942349083
2026,2,3.3744309098797443,-0.560807079634007,3.9352379895137513
2026,3,-3.593170202534912,-11.308191486943809,7.715021284408897
2026,4,7.212795634873359,7.461020632295279,-0.24822499742191972
2026,5,6.898923802890522,-1.8743612018999989,8.773285004790521
2026,6,5.677701372603017,1.3504474949835865,4.32725387761943
2026,7,-2.400967611676008,2.1698442721263644,-4.570811883802373
2026,8,6.251095060756007,-1.5327925572412249,7.783887617997232
