trade_id,ticker,signal_date,exec_date,side,shares,price,gross_value,net_costs,slippage,exit_reason
30,RELIANCE,2016-03-01,2016-03-02,SELL,969,495.95355,481060.05,1057.754837939971,481.06004999997094,r3_exit
31,EICHERMOT,2016-03-01,2016-03-02,BUY,232,1951.9499999999998,452400.0,520.3278600000194,452.3999999999651,
32,JSWSTEEL,2016-03-01,2016-03-02,BUY,393,1153.1519999999998,452736.0,520.7143103999551,452.7359999999171,
33,ULTRACEMCO,2016-03-01,2016-03-02,BUY,155,2922.9199999999996,452600.0,520.5578899999382,452.5999999999185,
34,PIDILITIND,2016-03-01,2016-03-02,BUY,768,590.0894999999999,452736.0,520.7143103999551,452.7359999999171,
35,MARICO,2016-03-01,2016-03-02,BUY,1913,237.0368,452998.4,521.0161097600358,452.9983999999822,
36,PGHH,2016-03-01,2016-03-02,BUY,77,5865.86,451220.0,518.9706829999923,451.21999999997206,
37,BAJFINANCE,2016-03-01,2016-03-02,BUY,144,3143.14,452160.0,520.0518240000238,452.1599999999744,
38,OMAXE,2016-03-01,2016-03-02,BUY,3261,139.08894999999998,453115.94999999995,521.1513098925352,453.1159500000067,
39,M&M,2016-03-01,2016-03-02,BUY,713,635.6349999999999,452755.0,520.7361632499378,452.75499999988824,
40,CADILAHC,2016-03-01,2016-03-02,BUY,1373,330.33,453090.0,521.1214635000215,453.0899999999674,
41,SUNPHARMA,2016-04-01,2016-04-04,SELL,567,816.3828000000001,463352.4,1018.8192571199743,463.3523999999743,r3_exit
42,SUPREMEIND,2016-04-01,2016-04-04,SELL,666,749.25,499500.0,1098.3006,499.5,rank_exit
43,VAKRANGEE,2016-04-01,2016-04-04,SELL,5159,99.67522500000001,514739.22500000003,1131.8086079299685,514.7392249999684,r3_exit
44,APOLLOHOSP,2016-04-01,2016-04-04,SELL,331,1354.644,448836.0,986.9005968000101,448.83600000001024,r3_exit
45,PIDILITIND,2016-04-01,2016-04-04,SELL,768,589.41,453120.0,996.3202559999953,453.11999999999534,rank_exit
46,MARICO,2016-04-01,2016-04-04,SELL,1913,241.758,462946.0,1017.9256647999962,462.9459999999963,rank_exit
47,OMAXE,2016-04-01,2016-04-04,SELL,3261,145.50435000000002,474964.65,1044.3522724199797,474.9646499999799,rank_exit
48,M&M,2016-04-01,2016-04-04,SELL,713,598.1262750000001,426890.925,938.647765889956,426.89092499995604,r3_exit
49,CADILAHC,2016-04-01,2016-04-04,SELL,1373,321.4782,441831.4,971.4988823200246,441.8314000000246,r3_exit
50,TATASTEEL,2016-04-01,2016-04-04,BUY,1466,316.1158,462962.8,532.4766644200427,462.9627999999793,
51,MANAPPURAM,2016-04-01,2016-04-04,BUY,13068,35.48545,463260.60000000003,532.819179090031,463.2605999999796,
52,ASHOKLEY,2016-04-01,2016-04-04,BUY,4173,111.11099999999999,463203.0,532.7529304500204,463.2029999999795,
53,GLAXO,2016-04-01,2016-04-04,BUY,244,1899.3724749999997,462983.89999999997,532.5009325849824,462.9838999999338,
54,AMBUJACEM,2016-04-01,2016-04-04,BUY,1960,236.58634999999998,463246.0,532.8023869000026,463.24599999998463,
55,ABB,2016-04-01,2016-04-04,BUY,353,1311.31,462430.0,531.8638645000174,462.429999999993,
56,MINDACORP,2016-04-01,2016-04-04,BUY,3993,116.11599999999999,463188.0,532.7356782000279,463.18799999996554,
57,FINCABLES,2016-04-01,2016-04-04,BUY,1612,287.63734999999997,463208.2,532.7589112299611,463.20819999993546,
58,PERSISTENT,2016-04-01,2016-04-04,BUY,617,750.7499999999999,462750.0,532.2319124999922,462.7499999999418,
59,INFY,2016-05-02,2016-05-03,SELL,848,600.773625,509966.0,1121.3132407999567,509.9659999999567,rank_exit
60,EICHERMOT,2016-05-02,2016-05-03,SELL,232,1994.4036,463164.80000000005,1018.4067622400278,463.16480000002775,rank_exit
61,GLAXO,2016-05-02,2016-05-03,SELL,244,1835.6625,448350.0,985.8319800000348,448.3500000000349,rank_exit
62,AMBUJACEM,2016-05-02,2016-05-03,SELL,1960,224.12565,439726.0,966.869528799966,439.725999999966,rank_exit
63,ABB,2016-05-02,2016-05-03,SELL,353,1265.733,447251.0,983.4154988000474,447.2510000000475,rank_exit
64,FINCABLES,2016-05-02,2016-05-03,SELL,1612,287.712,464256.0,1020.8060927999938,464.25599999999395,rank_exit
65,UPL,2016-05-02,2016-05-03,BUY,1159,397.0633333333333,459736.6666666666,528.7661271666875,459.73666666663485,
66,CHOLAFIN,2016-05-02,2016-05-03,BUY,2704,170.17,459680.0,528.7009520000429,459.679999999993,
67,SHRIRAMFIN,2016-05-02,2016-05-03,BUY,2494,184.48204587936004,459638.5838392847,528.6533172027557,459.6385838392307,
68,SRTRANSFIN,2016-05-02,2016-05-03,BUY,421,1091.2902,458974.2,527.8891761300038,458.9741999999387,
69,M&MFIN,2016-05-02,2016-05-03,BUY,1460,315.16485,459681.00000000006,528.7021021499531,459.6809999999241,
70,HEIDELBERG,2016-05-02,2016-05-03,BUY,4789,96.09599999999999,459744.0,528.7745616000029,459.74399999994785,
71,TORNTPOWER,2016-06-01,2016-06-02,SELL,2086,180.9189,377774.6,830.6507904799461,377.7745999999461,r2_exit
72,HINDZINC,2016-06-01,2016-06-02,SELL,3141,168.7311,530514.9,1166.4961621200673,530.5149000000674,rank_exit
73,ULTRACEMCO,2016-06-01,2016-06-02,SELL,155,3226.77,500650.0,1100.8292200000233,500.6500000000233,rank_exit
74,PGHH,2016-06-01,2016-06-02,SELL,77,6210.932849999999,478720.55,1052.6107453400273,478.7205500000273,rank_exit
75,ASHOKLEY,2016-06-01,2016-06-02,SELL,4173,104.04585,434617.95,955.6379484599853,434.6179499999853,rank_exit
76,PERSISTENT,2016-06-01,2016-06-02,SELL,617,735.264,454112.0,998.5014656000227,454.1120000000228,rank_exit
77,IBREALEST,2016-06-01,2016-06-02,BUY,4579,100.65054999999998,460418.45,529.5502802674309,460.418449999881,
78,SHARDACROP,2016-06-01,2016-06-02,BUY,1282,359.2588999999999,460109.8,529.1952864699415,460.1097999999183,
79,VGUARD,2016-06-01,2016-06-02,BUY,4747,97.09700000000001,460459.00000000006,529.5969188500312,460.45899999997346,
80,PEL,2016-06-01,2016-06-02,BUY,325,1415.4139999999998,459550.0,528.5514324999531,459.54999999993015,
81,DCMSHRIRAM,2016-06-01,2016-06-02,BUY,2385,193.19299999999998,460305.0,529.41979575,460.3049999999348,
82,FINCABLES,2016-06-01,2016-06-02,BUY,1310,351.60124999999994,460137.5,529.2271456249291,460.1374999998952,
83,MINDACORP,2016-07-01,2016-07-04,SELL,3993,119.63025,478161.75,1051.38205589997,478.1617499999702,rank_exit
84,MUTHOOTFIN,2016-07-01,2016-07-04,BUY,1621,293.29299999999995,474953.0,546.2671929499484,474.9529999999213,
85,BALRAMCHIN,2016-09-01,2016-09-02,SELL,5341,103.29660000000001,552259.4,1214.3079687199809,552.2593999999808,r2_exit
86,UPL,2016-09-01,2016-09-02,SELL,1159,416.3166,482993.93333333335,1062.007060613375,482.993933333375,rank_exit
87,SHRIRAMFIN,2016-09-01,2016-09-02,SELL,2494,204.56760500548995,510702.30919288483,1122.9322374533454,510.702309192915,rank_exit
88,SRTRANSFIN,2016-09-01,2016-09-02,SELL,421,1204.3944,507557.6,1116.01765088,507.5576000000001,rank_exit
89,IBREALEST,2016-09-01,2016-09-02,SELL,4579,78.8211,361283.10000000003,794.3892802800005,361.28310000000056,r2_exit
90,ESCORTS,2016-09-01,2016-09-02,BUY,1446,332.7323999999999,480650.39999999997,552.8200575599913,480.65039999992587,
91,EDELWEISS,2016-09-01,2016-09-02,BUY,4217,114.11399999999999,480738.0,552.9208106999868,480.7379999999539,
92,INDIANB,2016-09-01,2016-09-02,BUY,2149,223.87364999999997,480623.85000000003,552.7895210774732,480.6238499999163,
93,HINDALCO,2016-09-01,2016-09-02,BUY,3037,158.45829999999998,480757.10000000003,552.9427785649896,480.7570999999298,
94,VEDL,2016-09-01,2016-09-02,BUY,2817,170.82065,480721.05,552.9013156575384,480.72104999999283,
95,FINPIPE,2016-10-03,2016-10-04,SELL,1546,454.49505,703352.7,1546.5319167599303,703.3526999999303,rank_exit
96,BAJFINANCE,2016-10-03,2016-10-04,SELL,144,1090.908,157248.0,345.7569024000214,157.24800000002142,r2_exit
97,TATASTEEL,2016-10-03,2016-10-04,SELL,1466,385.614,565876.0,1244.2481488000474,565.8760000000475,rank_exit
98,DCMSHRIRAM,2016-10-03,2016-10-04,SELL,2385,211.3884,504666.0,1109.6596008000265,504.66600000002654,rank_exit
99,DELTACORP,2016-10-03,2016-10-04,BUY,2775,173.17299999999997,480075.0,552.158261250006,480.07499999995343,
100,SUNDRMFAST,2016-10-03,2016-10-04,BUY,1587,302.75244999999995,479988.14999999997,552.0583707224578,479.9881499999319,
101,BIOCON,2016-10-03,2016-10-04,BUY,2995,160.49366666666663,480198.33333333326,552.300113083329,480.1983333333046,
102,HINDZINC,2016-10-03,2016-10-04,BUY,1883,255.25499999999997,480165.0,552.2617747499608,480.16499999992084,
103,JSWSTEEL,2016-11-01,2016-11-02,SELL,393,1653.29505,650395.35,1430.089295580006,650.3953500000061,rank_exit
104,M&MFIN,2016-11-01,2016-11-02,SELL,1460,351.04859999999996,513043.99999999994,1128.0811471999943,513.0439999999944,rank_exit
105,MANAPPURAM,2016-12-01,2016-12-02,SELL,13068,73.17675,957231.0,2104.7595228000287,957.2310000000289,r2_exit
106,CHOLAFIN,2016-12-01,2016-12-02,SELL,2704,192.10770000000002,519979.2,1143.3302649599434,519.9791999999434,r2_exit
107,HEIDELBERG,2016-12-01,2016-12-02,SELL,4789,112.887,541157.0,1189.8960116000064,541.1570000000065,r2_exit
108,VGUARD,2016-12-01,2016-12-02,SELL,4747,118.45285714285714,562858.5714285714,1237.6134268570277,562.8585714284563,r2_exit
109,PEL,2016-12-01,2016-12-02,SELL,325,1629.4688999999998,530107.5,1165.6003710000418,530.1075000000419,r2_exit
110,MUTHOOTFIN,2016-12-01,2016-12-02,SELL,1621,299.7,486300.0,1069.2764400000465,486.30000000004657,r2_exit
111,ESCORTS,2016-12-01,2016-12-02,SELL,1446,315.684,456936.0,1004.710876799987,456.93599999998696,r2_exit
112,EDELWEISS,2016-12-01,2016-12-02,SELL,4217,97.4025,411157.5,904.053110999972,411.15749999997206,r2_exit
113,DELTACORP,2016-12-01,2016-12-02,SELL,2775,112.13775,311493.75,684.9124575000233,311.4937500000233,r2_exit
114,YESBANK,2017-01-02,2017-01-03,SELL,3232,228.771,740128.0,1627.3934464000258,740.1280000000261,r2_exit
115,IGL,2017-01-02,2017-01-03,BUY,3014,184.02384,554093.7600000001,637.2909380638739,554.0937599998433,
116,BALRAMCHIN,2017-01-02,2017-01-03,BUY,4151,133.6335,554158.5,637.3653987750877,554.1585000000196,
117,NATIONALUM,2017-01-02,2017-01-03,BUY,8271,67.067,554157.0,637.3636735499604,554.1569999998901,
118,MOIL,2017-01-02,2017-01-03,BUY,2996,185.13494999999998,554110.2,637.3098465300864,554.1101999999955,
119,BALKRISIND,2017-01-02,2017-01-03,BUY,1019,544.0435,553826.5,636.9835489749676,553.8264999999665,
120,HCC,2017-01-02,2017-01-03,BUY,12828,43.2432,554169.6000000001,637.3781654399354,554.1695999999065,
121,COROMANDEL,2017-01-02,2017-01-03,BUY,1826,303.65335,553917.1000000001,637.0877525649266,553.917099999846,
122,NLCINDIA,2017-01-02,2017-01-03,BUY,7050,78.67859999999999,554130.0,637.3326194999972,554.1299999998882,
123,MOTILALOFS,2017-01-02,2017-01-03,BUY,1062,521.87135,553673.7000000001,636.8078060549451,553.6736999999266,
124,TATASTEEL,2017-01-02,2017-01-03,BUY,1361,407.45705,553995.05,637.1774067574879,553.9950499999104,
125,HINDPETRO,2017-01-02,2017-01-03,BUY,1847,300.29999999999995,554100.0,637.2981149998959,554.0999999998603,
126,JSWSTEEL,2017-01-02,2017-01-03,BUY,337,1642.6409999999998,553017.0,636.0525025500683,553.0169999999925,
127,IGL,2017-02-01,2017-02-02,SELL,3014,192.50730000000001,580797.8,1277.0582026400584,580.7978000000585,rank_exit
128,BALRAMCHIN,2017-02-01,2017-02-02,SELL,4151,144.6552,601064.8,1321.621282240051,601.064800000051,rank_exit
129,MOIL,2017-02-01,2017-02-02,SELL,2996,181.818,545272.0,1198.9440735999972,545.2719999999972,rank_exit
130,JSWSTEEL,2017-02-01,2017-02-02,SELL,337,197.25254999999999,66540.65,146.30958121999535,66.54064999999537,r2_exit
131,MANAPPURAM,2017-02-01,2017-02-02,BUY,5244,85.03495,445477.8,512.3662916700123,445.4777999999933,
132,ESCORTS,2017-02-01,2017-02-02,BUY,1173,380.07969999999995,445388.1,512.2631232150015,445.38809999998193,
133,SWANENERGY,2017-02-01,2017-02-02,BUY,2588,172.32215,445524.2,512.4196586300386,445.5241999999853,
134,VGUARD,2017-02-01,2017-02-02,BUY,3043,146.53924999999998,445473.46428571426,512.3613049482228,445.4734642856638,
135,FINCABLES,2017-03-01,2017-03-02,SELL,1310,444.45509999999996,582819.0,1281.5024172000176,582.8190000000177,rank_exit
136,HINDZINC,2017-03-01,2017-03-02,SELL,1883,318.43125,600206.25,1319.7335025000466,600.2062500000466,rank_exit
137,COROMANDEL,2017-03-01,2017-03-02,SELL,1826,330.31935,603766.8999999999,1327.5626597199293,603.7668999999296,rank_exit
138,TATASTEEL,2017-03-01,2017-03-02,SELL,1361,501.498,683222.0,1502.2685336000668,683.222000000067,rank_exit
139,SWANENERGY,2017-03-01,2017-03-02,SELL,2588,155.1447,401916.4,883.7337803200455,401.91640000004554,r2_exit
140,EDELWEISS,2017-03-01,2017-03-02,BUY,4077,140.34019999999998,571595.3999999999,657.4204493100988,571.5953999999911,
141,RAIN,2017-03-01,2017-03-02,BUY,6354,90.03994999999999,571542.3,657.3593763449462,571.5422999998555,
142,DELTACORP,2017-03-01,2017-03-02,BUY,3709,154.25409999999997,571556.9,657.3761685348582,571.5568999998504,
143,FLFL,2017-03-01,2017-03-02,BUY,2938,194.74455,571587.9,657.4118231850443,571.5879000000423,
144,DCMSHRIRAM,2017-03-01,2017-03-02,BUY,2034,281.28099999999995,571554.0,657.3728330999147,571.5539999998873,
145,NATIONALUM,2017-04-03,2017-04-05,SELL,8271,75.12480000000001,621979.2000000001,1367.6078649600597,621.9792000000598,rank_exit
146,FLFL,2017-04-03,2017-04-05,SELL,2938,272.3274,800898.8,1761.0162814399664,800.8987999999663,universe_exit
147,SUDARSCHEM,2017-04-03,2017-04-05,BUY,1986,356.25589999999994,706817.3999999999,812.9460326100234,706.8173999999417,
148,GNFC,2017-04-03,2017-04-05,BUY,2421,292.292,706932.0,813.0778397999238,706.9319999999134,
149,BIOCON,2017-05-02,2017-05-03,SELL,2995,180.18630000000002,540198.1666666667,1187.7877288666689,540.1981666666688,rank_exit
150,HINDPETRO,2017-05-02,2017-05-03,SELL,1847,370.29599999999994,684621.3333333333,1505.3453877334305,684.6213333334308,rank_exit
151,DELTACORP,2017-05-02,2017-05-03,SELL,3709,162.03779999999998,601599.7999999999,1322.7976402399672,601.5997999999672,r2_exit
152,JMFINANCIL,2017-05-02,2017-05-03,BUY,4965,122.12199999999999,605730.0,696.6803594999947,605.7299999999814,
153,IBREALEST,2017-05-02,2017-05-03,BUY,3883,156.15599999999998,605748.0,696.7010622000089,605.747999999905,
154,SUNTV,2017-05-02,2017-05-03,BUY,659,919.9189999999999,605621.0,696.5549931499409,605.6209999999264,
155,SHARDACROP,2017-06-01,2017-06-02,SELL,1282,501.94755,644140.9,1416.3370109199984,644.1408999999985,rank_exit
156,MANAPPURAM,2017-06-01,2017-06-02,SELL,5244,89.16075,468027.0,1029.0977676000598,468.02700000006007,rank_exit
157,IBREALEST,2017-06-01,2017-06-02,SELL,3883,167.832,652344.0,1434.373987200041,652.344000000041,rank_exit
158,AVANTIFEED,2017-06-01,2017-06-02,BUY,624,937.6033333333332,584480.0,672.2396720000543,584.4799999999814,
159,UNOMINDA,2017-06-01,2017-06-02,BUY,5739,102.04542366871011,585053.6328019255,672.899435767089,585.0536328018643,
160,IIFL,2017-06-01,2017-06-02,BUY,1130,518.0174999999999,584775.0,672.5789662499446,584.7749999999069,
161,INDIANB,2017-07-03,2017-07-04,SELL,2149,287.1126,617622.6,1358.0285728800022,617.6226000000024,r2_exit
162,HINDALCO,2017-07-03,2017-07-04,SELL,3037,197.15265,599351.95,1317.8550676599239,599.3519499999238,rank_exit
163,VGUARD,2017-07-03,2017-07-04,SELL,3043,175.17464999999999,533590.0499999999,1173.257801939999,533.5900499999989,rank_exit
164,DCMSHRIRAM,2017-07-03,2017-07-04,SELL,2034,351.4482,715561.2000000001,1573.3759665601128,715.5612000001129,rank_exit
165,IIFL,2017-07-03,2017-07-04,SELL,1130,607.392,687040.0,1510.6635519999209,687.0399999999208,universe_exit
166,CANFINHOME,2017-07-03,2017-07-04,BUY,974,644.6439999999999,627256.0,721.4384883999592,627.2559999999357,
167,VAKRANGEE,2017-07-03,2017-07-04,BUY,2838,221.37114999999997,627623.7000000001,721.8613985549891,627.62369999988,
168,CEATLTD,2017-07-03,2017-07-04,BUY,334,1879.8779999999997,627252.0,721.4338877999689,627.2519999998622,
169,BBTC,2017-07-03,2017-07-04,BUY,697,900.7998999999999,627230.2999999999,721.4089295449667,627.2302999999374,
170,MRF,2017-07-03,2017-07-04,BUY,8,71331.26,570080.0,655.6775119999656,570.0799999999581,
171,VEDL,2017-08-01,2017-08-02,SELL,2817,280.81890000000004,791858.7000000001,1741.1389095599825,791.8586999999825,rank_exit
172,HCC,2017-08-01,2017-08-02,SELL,12828,41.10885,527872.2,1160.6853933599832,527.8721999999834,rank_exit
173,SUDARSCHEM,2017-08-01,2017-08-02,SELL,1986,407.54204999999996,810188.7,1781.4429135600567,810.188700000057,rank_exit
174,JMFINANCIL,2017-08-01,2017-08-02,SELL,4965,119.48039999999999,593814.0,1305.678223200013,593.814000000013,rank_exit
175,IBREALEST,2017-08-01,2017-08-02,BUY,2944,235.23499999999999,691840.0,795.7197760000126,691.8399999999674,
176,STLTECH,2017-08-01,2017-08-02,BUY,3470,199.6275512198481,692015.5871457272,795.9217275556875,692.0155871456955,
177,DEEPAKFERT,2017-08-01,2017-08-02,BUY,1891,366.26589999999993,691916.8999999999,795.8082225350663,691.9168999999529,
178,LTF,2017-08-01,2017-08-02,BUY,4706,147.19344896763872,692000.3704712366,795.9042260975111,692.0003704711562,
179,SUNDRMFAST,2017-09-01,2017-09-04,SELL,1587,409.54005,650590.65,1430.5187212200271,650.5906500000274,rank_exit
180,NLCINDIA,2017-09-01,2017-09-04,SELL,7050,98.85105,697597.5,1533.8773830000325,697.5975000000326,rank_exit
181,SUNTV,2017-09-01,2017-09-04,SELL,659,764.235,504135.0,1108.4920380000094,504.1350000000093,rank_exit
182,DEEPAKFERT,2017-09-01,2017-09-04,SELL,1891,383.5161,725954.8999999999,1596.229634119895,725.9548999998951,rank_exit
183,BOMDYEING,2017-09-01,2017-09-04,BUY,5255,122.12199999999999,641110.0,737.3726664999267,641.1099999998696,
184,DBL,2017-09-01,2017-09-04,BUY,1080,593.9934,640872.0,737.0989307999844,640.8719999999739,
185,KEC,2017-09-01,2017-09-04,BUY,2055,312.21189999999996,640954.5,737.1938181748847,640.9544999998761,
186,SUNTECK,2017-09-01,2017-09-04,BUY,2521,254.55429999999998,641090.3,737.3500085449778,641.0902999999234,
187,ESCORTS,2017-10-03,2017-10-04,SELL,1173,660.339,775353.0,1704.8461763998864,775.3529999998864,rank_exit
188,CANFINHOME,2017-10-03,2017-10-04,SELL,974,529.8696,516609.6,1135.921188479967,516.609599999967,rank_exit
189,CEATLTD,2017-10-03,2017-10-04,SELL,334,1711.1871,572108.6,1257.9523896799196,572.1085999999195,rank_exit
190,MRF,2017-10-03,2017-10-04,SELL,8,63685.251,509992.0,1121.3704096000274,509.9920000000275,rank_exit
191,BALKRISIND,2017-11-01,2017-11-02,SELL,1019,873.6255,891115.5,1959.3847613999562,891.1154999999562,rank_exit
192,GNFC,2017-11-01,2017-11-02,SELL,2421,510.23925,1236525.75,2718.8728191000296,1236.5257500000298,rank_exit
193,ITI,2017-11-01,2017-11-02,BUY,4872,153.40324999999999,746634.0,858.7410951000638,746.6339999999618,
194,JSL,2017-11-01,2017-11-02,BUY,6327,118.11799999999998,746586.0,858.6858878999483,746.5859999998938,
195,KRBL,2017-11-01,2017-11-02,BUY,1144,653.0523999999999,746345.6,858.4093918399885,746.3455999998841,
196,GVKPIL,2017-11-01,2017-11-02,BUY,44052,16.966949999999997,746681.4,858.7956122099422,746.6813999998849,
197,FLFL,2017-11-01,2017-11-02,BUY,2097,356.35599999999994,746532.0,858.6237797999056,746.5319999998901,
198,FCONSUMER,2017-11-01,2017-11-02,BUY,12444,60.059999999999995,746640.0,858.747995999991,746.6399999998976,
199,IBREALEST,2017-12-01,2017-12-04,SELL,2944,213.03675,627808.0,1380.4242303999608,627.8079999999609,r2_exit
200,LTF,2017-12-01,2017-12-04,SELL,4706,142.70443651951607,672239.317578421,1478.119811491391,672.23931757838,r2_exit
201,KEC,2017-12-01,2017-12-04,SELL,2055,317.1825,652462.5,1434.634545000023,652.4625000000233,rank_exit
202,EDELWEISS,2018-01-01,2018-01-02,SELL,4077,294.35535,1201288.0499999998,2641.392164339857,1201.2880499998573,r2_exit
203,AVANTIFEED,2018-01-01,2018-01-02,SELL,624,1746.252,1090752.0,2398.345497600095,1090.752000000095,r2_exit
204,VAKRANGEE,2018-01-01,2018-01-02,SELL,2838,421.4781,1197352.2,2632.738017360081,1197.3522000000812,universe_exit
205,BOMDYEING,2018-01-01,2018-01-02,SELL,5255,287.36235,1511600.7499999998,3323.7077290997504,1511.6007499997504,universe_exit
206,GVKPIL,2018-01-01,2018-01-02,SELL,44052,19.4805,859014.0,1888.7999832000828,859.0140000000829,universe_exit
207,FLFL,2018-01-01,2018-01-02,SELL,2097,343.90575,721892.25,1587.2966792999173,721.8922499999171,universe_exit
208,FCONSUMER,2018-01-01,2018-01-02,SELL,12444,76.3236,950721.6000000001,2090.446654080048,950.721600000048,universe_exit
209,IFBIND,2018-01-01,2018-01-02,BUY,691,1366.7153499999997,943456.85,1085.1168960274663,943.4568499998422,
210,JINDALSTEL,2018-01-01,2018-01-02,BUY,4560,207.20699999999997,943920.0,1085.649587999913,943.9199999998091,
211,VIPIND,2018-01-01,2018-01-02,BUY,2681,352.352,943712.0,1085.410356800072,943.7119999999413,
212,KEC,2018-01-01,2018-01-02,BUY,2445,386.48609999999996,944014.5,1085.7582771750167,944.014499999932,
213,HFCL,2018-01-01,2018-01-02,BUY,28869,32.7327,944016.3,1085.7603474451462,944.0163000000175,
214,TITAN,2018-01-01,2018-01-02,BUY,1105,854.9540999999999,943780.5,1085.4891420749482,943.7804999998771,
215,RADICO,2018-01-01,2018-01-02,BUY,3176,297.49719999999996,943907.2,1085.634866080014,943.9071999998996,
216,ESCORTS,2018-01-01,2018-01-02,BUY,1210,780.9301499999999,943981.5,1085.72032222501,943.981499999878,
217,ENDURANCE,2018-01-01,2018-01-02,BUY,694,1361.36,943840.0,1085.5575760001084,943.8399999999674,
218,JPPOWER,2018-01-01,2018-01-02,BUY,100427,9.4094,944013.8,1085.7574720700504,944.013799999957,
219,RAIN,2018-02-01,2018-02-02,SELL,6354,353.54609999999997,2248680.5999999996,4944.398903279614,2248.680599999614,r2_exit
220,BBTC,2018-02-01,2018-02-02,SELL,697,1405.593,980679.0,2156.3169852000037,980.6790000000037,r2_exit
221,ITI,2018-02-01,2018-02-02,SELL,4872,116.883,570024.0,1253.3687711999758,570.0239999999758,r2_exit
222,KRBL,2018-02-01,2018-02-02,SELL,1144,604.395,692120.0,1521.8334559999953,692.1199999999953,rank_exit
223,HFCL,2018-02-01,2018-02-02,SELL,28869,28.4715,822766.5,1809.0989802000267,822.766500000027,rank_exit
224,ENDURANCE,2018-02-01,2018-02-02,SELL,694,1178.82,818920.0,1800.6412960000416,818.9200000000419,rank_exit
225,JPPOWER,2018-02-01,2018-02-02,SELL,100427,6.8931000000000004,692946.3,1523.6503244399523,692.9462999999523,r2_exit
226,AVANTIFEED,2018-02-01,2018-02-02,BUY,619,1567.232333333333,969147.6666666666,1114.6651888164924,969.1476666664239,
227,KOLTEPATIL,2018-02-01,2018-02-02,BUY,2656,365.4651,969705.6000000001,1115.3068958399817,969.7055999998702,
228,GVKPIL,2018-02-01,2018-02-02,BUY,45962,21.1211,969798.2000000001,1115.4133997299941,969.7981999998447,
229,DELTACORP,2018-02-01,2018-02-02,BUY,2778,349.39905,969660.9,1115.2554841350066,969.6608999999007,
230,FCONSUMER,2018-02-01,2018-02-02,BUY,15393,63.062999999999995,969759.0,1115.36831385002,969.7589999999618,
231,JAICORPLTD,2018-02-01,2018-02-02,BUY,5541,175.17499999999998,969675.0,1115.2717012499925,969.6749999999302,
232,JINDALSAW,2018-02-01,2018-02-02,BUY,6572,147.69755,969698.6000000001,1115.2988447900862,969.6986000000034,
233,MOTILALOFS,2018-03-01,2018-03-05,SELL,1062,1148.80005,1221246.9000000001,2685.2776837201436,1221.2469000001438,r2_exit
234,JSL,2018-03-01,2018-03-05,SELL,6327,100.3995,635863.5,1398.1366637999777,635.8634999999776,r2_exit
235,TITAN,2018-03-01,2018-03-05,SELL,1105,809.19,895050.0,1968.0359399999302,895.0499999999302,rank_exit
236,GVKPIL,2018-03-01,2018-03-05,SELL,45962,16.4835,758373.0,1667.5105524000214,758.3730000000214,r2_exit
237,FCONSUMER,2018-03-01,2018-03-05,SELL,15393,60.28965,928967.55,2042.6138489400594,928.9675500000594,r2_exit
238,JAICORPLTD,2018-03-01,2018-03-05,SELL,5541,153.846,853314.0,1876.2668232000128,853.314000000013,r2_exit
239,JINDALSAW,2018-03-01,2018-03-05,SELL,6572,133.3665,877362.0,1929.1435655999646,877.3619999999646,r2_exit
240,STLTECH,2018-04-02,2018-04-03,SELL,3470,306.93758780867563,1066139.5692653698,2344.2276849006275,1066.1395692653023,r2_exit
241,IFBIND,2018-04-02,2018-04-03,SELL,691,1160.78805,802907.4500000001,1765.4329010599406,802.9074499999406,r2_exit
242,JINDALSTEL,2018-04-02,2018-04-03,SELL,4560,221.778,1012320.0,2225.889216000065,1012.3200000000652,r2_exit
243,ESCORTS,2018-04-02,2018-04-03,SELL,1210,878.5206,1064074.0,2339.685911200022,1064.0740000000224,rank_exit
244,KOLTEPATIL,2018-04-02,2018-04-03,SELL,2656,305.54415,812337.6000000001,1786.1679148800863,812.3376000000862,r2_exit
245,DELTACORP,2018-04-02,2018-04-03,SELL,2778,239.6601,666442.2000000001,1465.3731093600486,666.4422000000486,r2_exit
246,GRAPHITE,2018-05-02,2018-05-03,BUY,1257,706.8060999999999,887567.7000000001,1020.8359901548829,887.5676999997813,
247,BOMDYEING,2018-05-02,2018-05-03,BUY,3008,295.29499999999996,887360.0,1020.5971039999276,887.3599999998696,
248,SHANKARA,2018-05-02,2018-05-03,BUY,454,1953.9519999999998,886208.0,1019.2721311999485,886.2079999998678,
249,NIITTECH,2018-05-02,2018-05-03,BUY,801,1108.4573499999997,886987.35,1020.1685006022453,886.9873499997193,
250,JUBLFOOD,2018-05-02,2018-05-03,BUY,696,1275.9747,887191.2000000001,1020.4029586799443,887.1911999998847,
251,STLTECH,2018-05-02,2018-05-03,BUY,2756,322.36708765311414,887556.1374345481,1020.8226914702682,887.5561374344397,
252,MINDTREE,2018-05-02,2018-05-03,BUY,841,1056.2551999999998,887423.2000000001,1020.6697934799595,887.4231999998447,
253,SONATSOFTW,2018-05-02,2018-05-03,BUY,2507,354.354,887478.0,1020.7328217000468,887.4780000000028,
254,JINDALSTEL,2018-05-02,2018-05-03,BUY,3730,238.18794999999997,887553.5,1020.8196580250515,887.5534999999218,
