symbol,date,open,high,low,close,volume
INFY,2015-01-01,358.9874288103033,361.36676987576266,356.7904343048995,359.9811096191406,2002764.0
INFY,2015-01-02,359.54351516911026,368.1218822809472,359.54351516911026,367.0552673339844,6778320.0
INFY,2015-01-05,366.45354065858766,370.1182538936478,360.5462300860535,363.9010009765625,9937024.0
INFY,2015-01-06,361.00210190566366,361.91372337512246,352.6334123647557,356.2981262207031,9667316.0
INFY,2015-01-07,358.2671688901527,360.0448304151802,355.532305005495,358.0028076171875,7249916.0
