trading_date,status,records_extracted,size_bytes,source
2018-08-29,SUCCESS,412,68760,cache_a2
2018-08-30,SUCCESS,412,68949,cache_a2
2018-08-31,SUCCESS,412,69252,cache_a2
2018-09-03,SUCCESS,412,70324,cache_a2
2018-09-04,SUCCESS,412,69390,cache_a2
2018-09-05,SUCCESS,412,69409,cache_a2
2018-09-06,SUCCESS,412,68568,cache_a2
2018-09-07,SUCCESS,412,69610,cache_a2
2018-09-10,SUCCESS,412,69239,cache_a2
2018-09-11,SUCCESS,412,69424,cache_a2
2018-09-12,SUCCESS,412,68672,download
2018-09-14,SUCCESS,412,68642,download
2018-09-17,SUCCESS,412,69385,download
2018-09-18,SUCCESS,412,69127,download
2018-09-19,SUCCESS,412,68914,download
2018-09-21,SUCCESS,412,71810,download
2018-09-24,SUCCESS,412,70894,download
2018-09-25,SUCCESS,412,69586,download
2018-09-26,SUCCESS,412,69261,download
2018-09-27,SUCCESS,412,69423,download
2018-09-28,SUCCESS,413,70749,download
2018-10-01,SUCCESS,413,70371,download
2018-10-03,SUCCESS,413,69737,download
2018-10-04,SUCCESS,413,69254,download
2018-10-05,SUCCESS,413,69717,download
2018-10-08,SUCCESS,414,70268,download
2018-10-09,SUCCESS,414,69343,download
2018-10-10,SUCCESS,415,69089,download
2018-10-11,SUCCESS,415,68415,download
2018-10-12,SUCCESS,415,69324,download
2018-10-15,SUCCESS,415,68446,download
2018-10-16,SUCCESS,415,68622,download
2018-10-17,SUCCESS,415,68589,download
2018-10-19,SUCCESS,415,68011,download
2018-10-22,SUCCESS,415,68640,download
2018-10-23,SUCCESS,416,68060,download
2018-10-24,SUCCESS,416,68203,download
2018-10-25,SUCCESS,416,67022,download
2018-10-26,SUCCESS,416,67538,download
2018-10-29,SUCCESS,416,68337,download
2018-10-30,SUCCESS,416,67533,download
2018-10-31,SUCCESS,416,68166,download
2018-11-01,SUCCESS,416,67662,download
2018-11-02,SUCCESS,416,69200,download
2018-11-05,SUCCESS,416,68281,download
2018-11-06,SUCCESS,416,67352,download
2018-11-07,SUCCESS,416,62014,download
2018-11-09,SUCCESS,416,67220,download
2018-11-12,SUCCESS,416,68208,download
2018-11-13,SUCCESS,416,67733,download
2018-11-14,SUCCESS,416,67553,download
2018-11-15,SUCCESS,416,68013,download
2018-11-16,SUCCESS,416,68188,download
2018-11-19,SUCCESS,416,67739,download
2018-11-20,SUCCESS,416,67478,download
2018-11-21,SUCCESS,416,66662,download
2018-11-22,SUCCESS,416,67258,download
2018-11-26,SUCCESS,416,67603,download
2018-11-27,SUCCESS,416,67566,download
2018-11-28,SUCCESS,416,67339,download
2018-11-29,SUCCESS,416,67913,download
2018-11-30,SUCCESS,416,67853,download
2018-12-03,SUCCESS,416,68316,download
2018-12-04,SUCCESS,417,67586,download
2018-12-05,SUCCESS,417,66999,download
2018-12-06,SUCCESS,417,67016,download
2018-12-07,SUCCESS,417,67048,download
2018-12-10,SUCCESS,417,66524,download
2018-12-11,SUCCESS,417,65889,download
2018-12-12,SUCCESS,417,67338,download
2018-12-13,SUCCESS,417,66914,download
2018-12-14,SUCCESS,417,66990,download
2018-12-17,SUCCESS,417,67573,download
2018-12-18,SUCCESS,417,67810,download
2018-12-19,SUCCESS,417,67743,download
2018-12-20,SUCCESS,417,67904,download
2018-12-21,SUCCESS,417,67382,download
2018-12-24,SUCCESS,417,67179,download
2018-12-26,SUCCESS,417,66959,download
2018-12-27,SUCCESS,417,67056,download
2018-12-28,SUCCESS,417,67924,download
2018-12-31,SUCCESS,417,68212,download
2019-01-02,SUCCESS,417,67113,download
2019-01-03,SUCCESS,417,67123,download
2019-01-04,SUCCESS,417,67606,download
2019-01-07,SUCCESS,417,68549,download
2019-01-08,SUCCESS,417,67543,download
2019-01-09,SUCCESS,417,68096,download
2019-01-10,SUCCESS,417,67119,download
2019-01-11,SUCCESS,417,67020,download
2019-01-14,SUCCESS,417,67357,download
2019-01-15,SUCCESS,417,67437,download
2019-01-16,SUCCESS,417,67213,download
2019-01-17,SUCCESS,417,66933,download
2019-01-18,SUCCESS,417,66854,download
2019-01-21,SUCCESS,417,67595,download
2019-01-22,SUCCESS,417,67269,download
2019-01-23,SUCCESS,417,66538,download
2019-01-24,SUCCESS,417,66493,download
2019-01-25,SUCCESS,417,67675,download
2019-01-28,SUCCESS,417,68133,download
2019-01-29,SUCCESS,417,67296,download
2019-01-30,SUCCESS,417,67796,download
2019-01-31,SUCCESS,417,67824,download
2019-02-01,SUCCESS,417,67509,download
2019-02-04,SUCCESS,417,68761,download
2019-02-05,SUCCESS,417,68180,download
2019-02-06,SUCCESS,417,67675,download
2019-02-07,SUCCESS,418,67802,download
2019-02-08,SUCCESS,418,68022,download
2019-02-11,SUCCESS,418,68342,download
2019-02-12,SUCCESS,418,67723,download
2019-02-14,SUCCESS,418,67170,download
2019-02-15,SUCCESS,418,67425,download
2019-02-18,SUCCESS,418,67569,download
2019-02-19,SUCCESS,418,66876,download
2019-02-20,SUCCESS,418,67548,download
2019-02-21,SUCCESS,418,67235,download
2019-02-22,SUCCESS,418,67799,download
2019-02-25,SUCCESS,418,68863,download
2019-02-26,SUCCESS,419,67577,cache_a2
2019-02-27,SUCCESS,419,67630,cache_a2
2019-02-28,SUCCESS,419,66835,cache_a2
2019-03-01,SUCCESS,419,68102,cache_a2
2019-03-05,SUCCESS,419,70280,cache_a2
2019-03-06,SUCCESS,419,70179,cache_a2
2019-03-07,SUCCESS,419,68776,cache_a2
2019-03-08,SUCCESS,420,68424,cache_a2
2019-03-11,SUCCESS,420,69418,cache_a2
2019-03-12,SUCCESS,420,69797,cache_a2
2019-03-13,SUCCESS,420,69142,cache_a2
2019-03-14,SUCCESS,420,68879,download
2019-03-15,SUCCESS,420,69987,download
2019-03-18,SUCCESS,420,69809,download
2019-03-19,SUCCESS,420,69895,download
2019-03-20,SUCCESS,420,69379,download
2019-03-22,SUCCESS,420,69886,download
2019-03-25,SUCCESS,420,69862,download
2019-03-26,SUCCESS,420,69915,download
2019-03-27,SUCCESS,420,69895,download
2019-03-28,SUCCESS,420,69022,download
2019-04-01,SUCCESS,418,69928,download
2019-04-02,SUCCESS,418,68723,download
2019-04-03,SUCCESS,418,69353,download
2019-04-04,SUCCESS,418,68546,download
2019-04-05,SUCCESS,418,68419,download
2019-04-08,SUCCESS,418,68756,download
2019-04-09,SUCCESS,418,68294,download
2019-04-10,SUCCESS,418,68182,download
2019-04-11,SUCCESS,419,67477,download
2019-04-12,SUCCESS,419,68081,download
2019-04-15,SUCCESS,420,68439,download
2019-04-16,SUCCESS,421,68828,download
2019-04-18,SUCCESS,421,69156,download
2019-04-22,SUCCESS,421,68955,download
2019-04-23,SUCCESS,421,68445,download
2019-04-24,SUCCESS,421,67930,download
2019-04-25,SUCCESS,421,68190,download
2019-04-26,SUCCESS,421,67970,download
2019-04-30,SUCCESS,421,69496,download
2019-05-02,SUCCESS,421,68862,download
2019-05-03,SUCCESS,421,68537,download
2019-05-06,SUCCESS,421,68253,download
2019-05-07,SUCCESS,421,69034,download
2019-05-08,SUCCESS,421,68228,download
2019-05-09,SUCCESS,421,67682,download
2019-05-10,SUCCESS,421,67389,download
2019-05-13,SUCCESS,421,68248,download
2019-05-14,SUCCESS,421,68432,download
2019-05-15,SUCCESS,421,68028,download
2019-05-16,SUCCESS,421,67530,download
2019-05-17,SUCCESS,421,68109,download
2019-05-20,SUCCESS,421,69261,download
2019-05-21,SUCCESS,421,67709,download
2019-05-22,SUCCESS,421,68084,download
2019-05-23,SUCCESS,421,68254,download
2019-05-24,SUCCESS,421,68805,download
2019-05-27,SUCCESS,421,69865,download
2019-05-28,SUCCESS,421,69161,download
2019-05-29,SUCCESS,421,68209,download
2019-05-30,SUCCESS,421,68811,download
2019-05-31,SUCCESS,421,69316,download
2019-06-03,SUCCESS,421,69294,download
2019-06-04,SUCCESS,421,69298,download
2019-06-06,SUCCESS,421,69595,download
2019-06-07,SUCCESS,421,68898,download
2019-06-10,SUCCESS,421,69244,download
2019-06-11,SUCCESS,421,68563,download
2019-06-12,SUCCESS,421,68001,download
2019-06-13,SUCCESS,421,67870,download
2019-06-14,SUCCESS,421,68052,download
2019-06-17,SUCCESS,421,68630,download
2019-06-18,SUCCESS,421,68344,download
2019-06-19,SUCCESS,421,68585,download
2019-06-20,SUCCESS,421,68527,download
2019-06-21,SUCCESS,421,68144,download
2019-06-24,SUCCESS,421,67622,download
2019-06-25,SUCCESS,421,67295,download
2019-06-26,SUCCESS,421,67692,download
2019-06-27,SUCCESS,421,67764,download
2019-06-28,SUCCESS,421,67547,download
2019-07-01,SUCCESS,421,68040,download
2019-07-02,SUCCESS,421,67161,download
2019-07-03,SUCCESS,421,66969,download
2019-07-04,SUCCESS,422,67495,download
2019-07-05,SUCCESS,422,67218,download
2019-07-08,SUCCESS,422,68369,download
2019-07-09,SUCCESS,422,67140,download
2019-07-10,SUCCESS,422,67218,download
2019-07-11,SUCCESS,422,66702,download
2019-07-12,SUCCESS,422,67012,download
2019-07-15,SUCCESS,422,67995,download
2019-07-16,SUCCESS,422,68186,download
2019-07-17,SUCCESS,422,67994,download
2019-07-18,SUCCESS,422,67607,download
2019-07-19,SUCCESS,422,68465,download
2019-07-22,SUCCESS,422,68081,download
2019-07-23,SUCCESS,422,68301,download
2019-07-24,SUCCESS,422,68082,download
2019-07-25,SUCCESS,422,68236,download
2019-07-26,SUCCESS,422,67488,download
2019-07-29,SUCCESS,422,67913,download
2019-07-30,SUCCESS,422,68240,download
2019-07-31,SUCCESS,422,68773,download
2019-08-01,SUCCESS,422,67950,download
2019-08-02,SUCCESS,422,67647,download
2019-08-05,SUCCESS,422,68098,download
2019-08-06,SUCCESS,422,68035,download
2019-08-07,SUCCESS,422,68065,download
2019-08-08,SUCCESS,422,67383,download
2019-08-09,SUCCESS,422,67786,download
2019-08-13,SUCCESS,422,67888,download
2019-08-14,SUCCESS,422,67539,download
2019-08-16,SUCCESS,422,67601,download
2019-08-19,SUCCESS,423,68627,download
2019-08-20,SUCCESS,423,67671,download
2019-08-21,SUCCESS,423,68110,download
2019-08-22,SUCCESS,423,68460,download
2019-08-23,SUCCESS,423,68466,download
2019-08-26,SUCCESS,423,68577,download
2019-08-27,SUCCESS,423,68256,download
2019-08-28,SUCCESS,423,68159,download
2019-08-29,SUCCESS,423,67632,download
2019-08-30,SUCCESS,423,67801,download
2019-09-03,SUCCESS,423,67305,download
2019-09-04,SUCCESS,423,66673,download
2019-09-05,SUCCESS,423,67018,download
2019-09-06,SUCCESS,423,67654,download
2019-09-09,SUCCESS,423,68146,download
2019-09-11,SUCCESS,423,69333,download
2019-09-12,SUCCESS,423,68695,download
2019-09-13,SUCCESS,423,68774,download
2019-09-16,SUCCESS,423,69114,download
2019-09-17,SUCCESS,423,68963,download
2019-09-18,SUCCESS,423,68371,download
2019-09-19,SUCCESS,423,67731,download
2019-09-20,SUCCESS,423,70934,download
2019-09-23,SUCCESS,423,70352,download
2019-09-24,SUCCESS,422,69147,download
2019-09-25,SUCCESS,422,68491,download
2019-09-26,SUCCESS,422,68620,download
2019-09-27,SUCCESS,422,68644,download
2019-09-30,SUCCESS,422,69497,download
2019-10-01,SUCCESS,422,69153,download
2019-10-03,SUCCESS,422,68608,download
2019-10-04,SUCCESS,422,68345,download
2019-10-07,SUCCESS,422,68583,download
2019-10-09,SUCCESS,422,68626,download
2019-10-10,SUCCESS,422,67937,download
2019-10-11,SUCCESS,422,68193,download
2019-10-14,SUCCESS,423,67792,download
2019-10-15,SUCCESS,423,67773,download
2019-10-16,SUCCESS,423,68029,download
2019-10-17,SUCCESS,423,68723,download
2019-10-18,SUCCESS,423,69159,download
2019-10-22,SUCCESS,423,69863,download
2019-10-23,SUCCESS,423,68531,download
2019-10-24,SUCCESS,423,67722,download
2019-10-25,SUCCESS,423,68158,download
2019-10-29,SUCCESS,423,68937,download
2019-10-30,SUCCESS,423,68853,download
2019-10-31,SUCCESS,423,69168,download
2019-11-01,SUCCESS,423,69268,download
2019-11-04,SUCCESS,423,69726,download
2019-11-05,SUCCESS,423,68912,download
2019-11-06,SUCCESS,423,68962,download
2019-11-07,SUCCESS,423,68359,download
2019-11-08,SUCCESS,423,68699,download
2019-11-11,SUCCESS,423,68970,download
2019-11-13,SUCCESS,423,69288,download
2019-11-14,SUCCESS,424,68455,download
2019-11-15,SUCCESS,424,69680,download
2019-11-18,SUCCESS,424,69237,download
2019-11-19,SUCCESS,424,68951,download
2019-11-20,SUCCESS,424,69233,download
2019-11-21,SUCCESS,424,68803,download
2019-11-22,SUCCESS,424,68604,download
2019-11-25,SUCCESS,424,70000,download
2019-11-26,SUCCESS,424,69416,download
2019-11-27,SUCCESS,424,68681,download
2019-11-28,SUCCESS,424,68961,download
2019-11-29,SUCCESS,424,68866,download
2019-12-02,SUCCESS,424,69201,download
2019-12-03,SUCCESS,424,68564,download
2019-12-04,SUCCESS,425,68923,download
2019-12-05,SUCCESS,425,69043,download
2019-12-06,SUCCESS,425,68740,download
2019-12-09,SUCCESS,425,69196,download
2019-12-10,SUCCESS,425,68590,download
2019-12-11,SUCCESS,425,68165,download
2019-12-12,SUCCESS,426,68747,download
2019-12-13,SUCCESS,426,68830,download
2019-12-16,SUCCESS,426,69065,download
2019-12-17,SUCCESS,426,69168,download
2019-12-18,SUCCESS,426,68822,download
2019-12-19,SUCCESS,426,67902,download
2019-12-20,SUCCESS,426,69095,download
2019-12-23,SUCCESS,426,69035,download
2019-12-24,SUCCESS,426,68869,download
2019-12-26,SUCCESS,425,69073,download
2019-12-27,SUCCESS,425,69427,download
2019-12-30,SUCCESS,425,69795,download
2019-12-31,SUCCESS,425,69270,download
2020-01-01,SUCCESS,425,67417,download
2020-01-02,SUCCESS,425,69955,download
2020-01-03,SUCCESS,425,69910,download
2020-01-06,SUCCESS,425,69850,download
2020-01-07,SUCCESS,425,69341,download
2020-01-08,SUCCESS,425,69210,download
2020-01-09,SUCCESS,425,69832,download
2020-01-10,SUCCESS,425,69987,download
2020-01-13,SUCCESS,425,70666,download
2020-01-14,SUCCESS,425,69606,download
2020-01-15,SUCCESS,425,69891,download
2020-01-16,SUCCESS,425,69877,download
2020-01-17,SUCCESS,425,69871,download
2020-01-20,SUCCESS,425,70223,download
2020-01-21,SUCCESS,425,69640,download
2020-01-22,SUCCESS,425,70046,download
2020-01-23,SUCCESS,425,69821,download
2020-01-24,SUCCESS,425,69682,download
2020-01-27,SUCCESS,426,69983,download
2020-01-28,SUCCESS,426,69679,download
2020-01-29,SUCCESS,426,69822,download
2020-01-30,SUCCESS,426,68948,download
2020-01-31,SUCCESS,426,68577,download
2020-02-03,SUCCESS,426,69798,download
2020-02-04,SUCCESS,426,69398,download
2020-02-05,SUCCESS,426,69304,download
2020-02-06,SUCCESS,426,69550,download
2020-02-07,SUCCESS,426,69009,download
2020-02-10,SUCCESS,426,70260,download
2020-02-11,SUCCESS,426,69522,download
2020-02-12,SUCCESS,426,69289,download
2020-02-13,SUCCESS,426,68955,download
2020-02-14,SUCCESS,426,69389,download
2020-02-17,SUCCESS,426,69998,download
2020-02-18,SUCCESS,426,69845,download
2020-02-19,SUCCESS,427,69411,download
2020-02-20,SUCCESS,427,70275,download
2020-02-24,SUCCESS,427,70376,download
2020-02-25,SUCCESS,427,69483,download
2020-02-26,SUCCESS,427,69371,download
2020-02-27,SUCCESS,427,69397,download
2020-02-28,SUCCESS,427,70237,download
2020-03-02,SUCCESS,427,70597,download
2020-03-03,SUCCESS,426,69813,download
2020-03-04,SUCCESS,426,69961,download
2020-03-05,SUCCESS,426,69225,download
2020-03-06,SUCCESS,426,70230,download
2020-03-09,SUCCESS,426,71831,download
2020-03-11,SUCCESS,426,70390,download
2020-03-12,SUCCESS,426,71538,download
2020-03-13,SUCCESS,426,70835,download
2020-03-16,SUCCESS,427,71166,download
2020-03-17,SUCCESS,427,70425,download
2020-03-18,SUCCESS,427,70726,download
2020-03-19,SUCCESS,427,70621,download
2020-03-20,SUCCESS,427,69631,download
2020-03-23,SUCCESS,427,66967,download
2020-03-24,SUCCESS,427,66598,download
2020-03-25,SUCCESS,427,65820,download
2020-03-26,SUCCESS,427,67483,download
2020-03-27,SUCCESS,426,67934,download
2020-03-30,SUCCESS,426,67551,download
2020-03-31,SUCCESS,426,67328,download
2020-04-01,SUCCESS,426,65668,download
2020-04-03,SUCCESS,426,66832,download
2020-04-07,SUCCESS,426,68633,download
2020-04-08,SUCCESS,426,67852,download
2020-04-09,SUCCESS,426,67724,download
2020-04-13,SUCCESS,426,68159,download
2020-04-15,SUCCESS,426,68614,download
2020-04-16,SUCCESS,426,67875,download
2020-04-17,SUCCESS,426,68370,download
2020-04-20,SUCCESS,426,68974,download
2020-04-21,SUCCESS,426,67783,download
2020-04-22,SUCCESS,426,67954,download
2020-04-23,SUCCESS,426,68064,download
2020-04-24,SUCCESS,426,68245,download
2020-04-27,SUCCESS,426,68897,download
2020-04-28,SUCCESS,426,67668,download
2020-04-29,SUCCESS,426,68500,download
2020-04-30,SUCCESS,426,68733,download
2020-05-04,SUCCESS,426,68907,download
2020-05-05,SUCCESS,426,67756,download
2020-05-06,SUCCESS,426,67503,download
2020-05-07,SUCCESS,426,66984,download
2020-05-08,SUCCESS,426,67321,download
2020-05-11,SUCCESS,426,68383,download
2020-05-12,SUCCESS,426,66804,download
2020-05-13,SUCCESS,426,67346,download
2020-05-14,SUCCESS,426,66836,download
2020-05-15,SUCCESS,426,66720,download
2020-05-18,SUCCESS,426,67963,download
2020-05-19,SUCCESS,426,66542,download
2020-05-20,SUCCESS,426,66492,download
2020-05-21,SUCCESS,426,66470,download
2020-05-22,SUCCESS,426,66457,download
2020-05-26,SUCCESS,426,68112,download
2020-05-27,SUCCESS,426,67085,download
2020-05-28,SUCCESS,426,67785,download
2020-05-29,SUCCESS,426,68116,download
2020-06-01,SUCCESS,426,69898,download
2020-06-02,SUCCESS,426,68672,download
2020-06-03,SUCCESS,426,69487,download
2020-06-04,SUCCESS,426,68515,download
2020-06-05,SUCCESS,426,69985,download
2020-06-08,SUCCESS,426,70879,download
2020-06-09,SUCCESS,426,70721,download
2020-06-10,SUCCESS,426,70016,download
2020-06-11,SUCCESS,426,69004,download
2020-06-12,SUCCESS,426,69123,download
2020-06-15,SUCCESS,426,69876,download
2020-06-16,SUCCESS,426,69832,download
2020-06-17,SUCCESS,426,69099,download
2020-06-18,SUCCESS,426,69168,download
2020-06-19,SUCCESS,426,69469,download
2020-06-22,SUCCESS,426,71735,download
2020-06-23,SUCCESS,426,70067,download
2020-06-24,SUCCESS,426,70625,download
2020-06-25,SUCCESS,426,69685,download
2020-06-26,SUCCESS,426,69845,download
2020-06-29,SUCCESS,426,70281,download
2020-06-30,SUCCESS,426,69383,download
2020-07-01,SUCCESS,426,70212,download
2020-07-02,SUCCESS,426,69961,download
2020-07-03,SUCCESS,426,70513,download
2020-07-06,SUCCESS,426,72001,download
2020-07-07,SUCCESS,426,71021,download
2020-07-08,SUCCESS,426,70659,download
2020-07-09,SUCCESS,426,70150,download
2020-07-10,SUCCESS,426,70091,download
2020-07-13,SUCCESS,426,71297,download
2020-07-14,SUCCESS,426,69775,download
2020-07-15,SUCCESS,426,69945,download
2020-07-16,SUCCESS,426,69669,download
2020-07-17,SUCCESS,426,69746,download
2020-07-20,SUCCESS,426,71489,download
2020-07-21,SUCCESS,426,70560,download
2020-07-22,SUCCESS,426,70399,download
2020-07-23,SUCCESS,426,70037,download
2020-07-24,SUCCESS,426,70329,download
2020-07-27,SUCCESS,426,70766,download
2020-07-28,SUCCESS,426,70618,download
2020-07-29,SUCCESS,426,70662,download
2020-07-30,SUCCESS,426,70597,download
2020-07-31,SUCCESS,426,69395,download
2020-08-03,SUCCESS,426,70115,download
2020-08-04,SUCCESS,426,70327,download
2020-08-05,SUCCESS,426,70783,download
2020-08-06,SUCCESS,426,70456,download
2020-08-07,SUCCESS,426,71258,download
2020-08-10,SUCCESS,426,72057,download
2020-08-11,SUCCESS,426,71597,download
2020-08-12,SUCCESS,426,71563,download
2020-08-13,SUCCESS,426,71573,download
2020-08-14,SUCCESS,426,72010,download
2020-08-17,SUCCESS,426,71393,download
2020-08-18,SUCCESS,426,71533,download
2020-08-19,SUCCESS,426,71803,download
2020-08-20,SUCCESS,426,71852,download
2020-08-21,SUCCESS,426,72274,download
2020-08-24,SUCCESS,426,73240,download
2020-08-25,SUCCESS,426,72311,download
2020-08-26,SUCCESS,426,72381,download
2020-08-27,SUCCESS,426,71980,download
2020-08-28,SUCCESS,426,72653,download
2020-08-31,SUCCESS,426,73310,download
2020-09-01,SUCCESS,426,70544,download
2020-09-02,SUCCESS,426,70726,download
2020-09-03,SUCCESS,426,70498,download
2020-09-04,SUCCESS,426,71270,download
2020-09-07,SUCCESS,426,70857,download
2020-09-08,SUCCESS,426,70528,download
2020-09-09,SUCCESS,426,70805,download
2020-09-10,SUCCESS,426,70392,download
2020-09-11,SUCCESS,426,70147,download
2020-09-14,SUCCESS,426,71668,download
